"Sample"	"NSlikelihood"	"posterior"	"likelihood"	"prior"	"treeLikelihood.file688a7d18513c"	"TreeHeight"	"rateAC"	"rateAG"	"rateAT"	"rateCG"	"rateGT"	"freqParameter.1"	"freqParameter.2"	"freqParameter.3"	"freqParameter.4"	"BirthDeath"	"BDBirthRate"	"BDDeathRate"	"logP.mrca.auto_name_1.."	"mrca.age.auto_name_1."	"clockRate"
"17"	16	-6080.19865610284	-6150.46006000871	-6080.19865610284	-70.2614039058696	-6080.19865610284	15.0011242961931	1.49210574724214	1.09358629536912	1.43774287566212	0.916083573147386	1.35690104348169	0.259903730580271	0.251730642006508	0.238312824449078	0.250052802964143	-58.5717704031974	0.0695269465357343	0.972890250171136	5.35679578086869	15.0011242961931	19.4799495442448
"18"	17	-6075.4826510383	-6151.27330085679	-6075.4826510383	-75.7906498184936	-6075.4826510383	15.0011242961931	1.22017102503223	2.6210000803247	1.43774287566212	0.511938052626819	1.35690104348169	0.259903730580271	0.251730642006508	0.238312824449078	0.250052802964143	-64.0058110917935	0.176626278295007	0.84661043068352	5.35679578086869	15.0011242961931	20.0541414581646
"19"	18	-6055.32401692744	-6133.68815195284	-6055.32401692744	-78.364135025395	-6055.32401692744	15.0011242961931	1.22017102503223	2.0817715139854	1.43774287566212	0.511938052626819	1.35690104348169	0.259903730580271	0.251730642006508	0.238312824449078	0.250052802964143	-66.825077624635	0.173049969109569	0.894493748865562	5.35679578086869	15.0011242961931	7.81138797215284
"20"	19	-6041.31659752595	-6120.29008076804	-6041.31659752595	-78.9734832420848	-6041.31659752595	15.0011242961931	1.22017102503223	2.0817715139854	1.43774287566212	0.578497766529464	1.35690104348169	0.252964696230338	0.25598672200743	0.245251858799011	0.245796722963221	-67.3116503638143	0.0635669586961715	0.953587667350504	5.35679578086869	15.0011242961931	7.33258899403445
"21"	20	-6033.76566142569	-6102.83058157809	-6033.76566142569	-69.0649201523997	-6033.76566142569	15.0011242961931	1.22017102503223	2.0817715139854	1.14357022542866	0.578497766529464	2.18726939284327	0.255693069020757	0.25598672200743	0.239221420499078	0.249098788472735	-57.1133630955759	0.111077672926213	0.909337407044884	5.35679578086869	15.0011242961931	6.35886064639015
"22"	21	-6022.05170881489	-6086.78459205784	-6022.05170881489	-64.7328832429481	-6022.05170881489	15.0011242961931	1.4102946709365	1.82614276253895	1.14357022542866	0.578497766529464	1.67490847753986	0.251872807523778	0.251495145227473	0.239221420499078	0.257410626749671	-53.0667773124437	0.114145748474009	0.942665578383435	5.35679578086869	15.0011242961931	18.8225301996891
"23"	22	-6003.2950352755	-6070.25654171162	-6003.2950352755	-66.9615064361194	-6003.2950352755	15.0011242961931	1.57174941412456	1.82614276253895	1.2409884205936	0.165703374863645	1.67490847753986	0.251872807523778	0.251495145227473	0.239221420499078	0.257410626749671	-56.3178798206932	0.116787291690997	0.91959700429381	5.35679578086869	15.0011242961931	9.35343771627045
"24"	23	-5995.44576569789	-6065.54348044799	-5995.44576569789	-70.0977147501059	-5995.44576569789	15.0011242961931	1.57174941412456	1.82614276253895	0.777176595093396	0.329059125894099	0.956395449543298	0.250224057910416	0.253143894840835	0.239221420499078	0.257410626749671	-59.8811700635209	0.106397578145058	0.93546883967664	5.35679578086869	15.0011242961931	23.8362808438855
"25"	24	-5989.2542465121	-6053.3720411318	-5989.2542465121	-64.1177946197051	-5989.2542465121	15.0003699097509	1.57174941412456	1.81369443615313	0.454271994151054	0.329059125894099	0.956395449543298	0.257341814139397	0.246782236134564	0.239221420499078	0.256654529226961	-55.0143881353415	0.163815804753146	0.930670723621904	5.92040013387809	15.0003699097509	16.6431898221974
"26"	25	-5986.38310584991	-6041.97288806773	-5986.38310584991	-55.5897822178172	-5986.38310584991	15.0003699097509	1.57174941412456	1.81369443615313	0.829822639831667	0.329059125894099	0.956395449543298	0.257341814139397	0.246782236134564	0.239221420499078	0.256654529226961	-45.8764305959025	0.138095599558025	0.946540691391415	5.92040013387809	15.0003699097509	14.4090430203805
"27"	26	-5982.75400456038	-6031.79173848324	-5982.75400456038	-49.0377339228545	-5982.75400456038	15.0003699097509	1.57174941412456	1.81069106865896	0.564649219638616	0.274692921324949	0.956395449543298	0.257341814139397	0.246782236134564	0.239221420499078	0.256654529226961	-39.8953722589238	0.0939041465512427	0.965739370694202	5.92040013387809	15.0003699097509	17.6057819979901
"28"	27	-5925.51084868623	-5948.20019136254	-5925.51084868623	-22.6893426763023	-5925.51084868623	15.0003699097509	1.57174941412456	1.27284746202946	0.564649219638616	0.274692921324949	1.03275281432057	0.257341814139397	0.246782236134564	0.239221420499078	0.256654529226961	-13.8280958531462	0.180312383173541	0.969173360627731	5.92040013387809	15.0003699097509	30.3365033108314
"29"	28	-5902.90109220963	-5931.79772309798	-5902.90109220963	-28.8966308883456	-5902.90109220963	15.0003699097509	1.57174941412456	2.11628670540998	0.30483433581349	0.274692921324949	1.03275281432057	0.255176016337661	0.246254645985049	0.241914808450329	0.256654529226961	-20.1218218142972	0.238625919526024	0.954367019311121	5.92040013387809	15.0003699097509	43.5874183825523
"30"	29	-5899.55602327763	-5929.39956388901	-5899.55602327763	-29.8435406113843	-5899.55602327763	15.0003699097509	2.20648365612973	1.9915537798557	0.30483433581349	0.274692921324949	1.03275281432057	0.255176016337661	0.246254645985049	0.241914808450329	0.256654529226961	-20.746954913089	0.350854449434593	0.903581249134667	5.92040013387809	15.0003699097509	49.7755121471167
"31"	30	-5894.09244231128	-5912.31713812042	-5894.09244231128	-18.2246958091365	-5894.09244231128	15.0003699097509	1.87969630756499	1.9915537798557	0.251661358480997	0.228072945894528	1.03275281432057	0.250362810837759	0.251067851484951	0.241914808450329	0.256654529226961	-9.68183234966306	0.326167442143563	0.924972610227762	5.92040013387809	15.0003699097509	28.9063808456175
"32"	31	-5886.27443457217	-5890.67581435511	-5886.27443457217	-4.40137978293756	-5886.27443457217	15.0003699097509	1.01331504347798	1.559312546204	0.199727103148383	0.215132373417094	1.03275281432057	0.250362810837759	0.251067851484951	0.241914808450329	0.256654529226961	2.93225335039766	0.384810775684843	0.94741673634775	5.92040013387809	15.0003699097509	19.6333207446682
"33"	32	-5879.33746267843	-5901.56641405732	-5879.33746267843	-22.2289513788906	-5879.33746267843	15.0003699097509	1.09011619222593	1.559312546204	0.130158682146928	0.215132373417094	1.03275281432057	0.250362810837759	0.251067851484951	0.241914808450329	0.256654529226961	-15.2319784487303	0.16259911076895	0.95011014588461	5.92040013387809	15.0003699097509	9.83747658988873
"34"	33	-5860.29176638654	-5891.43381176217	-5860.29176638654	-31.1420453756285	-5860.29176638654	15.0003699097509	1.09011619222593	2.00543837624077	0.130158682146928	0.215132373417094	0.636268409536569	0.239490571811379	0.251067851484951	0.255510240510874	0.253931336192796	-24.3835223631707	0.0902356044218967	0.976613393739327	5.92040013387809	15.0003699097509	14.8817056965366
"35"	34	-5841.50655379856	-5871.5397034623	-5841.50655379856	-30.0331496637445	-5841.50655379856	15.0003699097509	2.06206202583601	2.00543837624077	0.0915092582335179	0.215132373417094	0.636268409536569	0.239490571811379	0.251067851484951	0.255510240510874	0.253931336192796	-22.9104444210633	0.105567544930711	0.976613393739327	5.92040013387809	15.0003699097509	16.9957655813606
"36"	35	-5824.54944648316	-5852.93083005158	-5824.54944648316	-28.3813835684286	-5824.54944648316	15.0003699097509	2.05342069819493	2.00543837624077	0.0685450229897889	0.215132373417094	0.636268409536569	0.239490571811379	0.249946390543152	0.261768942418066	0.248794095227403	-21.54033022354	0.17874484416891	0.949909443353372	5.92040013387809	15.0003699097509	9.72297475518578
"37"	36	-5816.63224113742	-5842.55878327959	-5816.63224113742	-25.9265421421688	-5816.63224113742	15.0003699097509	2.05342069819493	1.29263774006265	0.0685450229897889	0.249264008350649	0.779434774004386	0.233650767139658	0.255786195214873	0.255753742751767	0.254809294893702	-19.1879207203341	0.293895469215417	0.914396265178315	5.92040013387809	15.0003699097509	17.5126854139463
"38"	37	-5803.31117097135	-5817.65909949258	-5803.31117097135	-14.3479285212289	-5803.31117097135	14.9988642105035	3.06299022517359	1.29263774006265	0.0685450229897889	0.177529849149179	0.779434774004386	0.233650767139658	0.255786195214873	0.255753742751767	0.254809294893702	-6.88144607134914	0.179336237304998	0.97104476053308	5.34380785560384	14.9988642105035	13.1610856308291
"39"	38	-5749.0889212166	-5783.35022213094	-5749.0889212166	-34.261300914339	-5749.0889212166	14.9988642105035	2.95731105145365	1.29263774006265	0.0685450229897889	0.133992316214946	0.779434774004386	0.233650767139658	0.255786195214873	0.255753742751767	0.254809294893702	-27.1103842715776	0.114220637281566	0.975812195283492	5.34380785560384	14.9988642105035	8.07439458808353
"40"	39	-5696.79532916	-5735.93074052715	-5696.79532916	-39.13541136715	-5696.79532916	14.9988642105035	2.95731105145365	1.18207668001308	0.0685450229897889	0.0713425141878931	0.779434774004386	0.236166840057973	0.257132220142357	0.253237669833452	0.253463269966219	-32.6800047862575	0.105424811253349	0.974906301108474	5.34380785560384	14.9988642105035	5.09537240686465
"41"	40	-5693.45475758671	-5736.14407016045	-5693.45475758671	-42.6893125737339	-5693.45475758671	14.9988642105035	2.95731105145365	1.71311873397131	0.0685450229897889	0.0713425141878931	0.779434774004386	0.236166840057973	0.257132220142357	0.253237669833452	0.253463269966219	-35.8548632867436	0.0577136708078826	0.976368126817985	5.34380785560384	14.9988642105035	7.95084315909259
"42"	41	-5681.10004438804	-5723.09385025112	-5681.10004438804	-41.9938058630766	-5681.10004438804	14.9988642105035	2.95731105145365	1.71311873397131	0.0631858891216903	0.0713425141878931	0.780767085167277	0.243364528860257	0.252047356526307	0.258322533449501	0.246265581163934	-35.2354760878627	0.0750923850011575	0.976368126817985	5.34380785560384	14.9988642105035	11.5801401034169
"43"	42	-5674.94742603565	-5721.40832564685	-5674.94742603565	-46.4608996112079	-5674.94742603565	14.9988642105035	1.1817270412789	2.37903984802483	0.0631858891216903	0.103137135093187	0.780767085167277	0.243364528860257	0.258966659542761	0.258322533449501	0.23934627814748	-40.0529898967623	0.0999963832431808	0.961522421224438	5.34380785560384	14.9988642105035	7.94882593950699
"44"	43	-5646.40013474285	-5707.0589554711	-5646.40013474285	-60.6588207282491	-5646.40013474285	14.9988642105035	2.05815160527354	1.29749757115722	0.0328336840852696	0.123448048852444	0.997837533019742	0.249933660856329	0.258966659542761	0.251753401453429	0.23934627814748	-54.4635735167781	0.194495639132438	0.904036567362869	5.34380785560384	14.9988642105035	9.07552803834438
"45"	44	-5634.02548861833	-5699.09730165739	-5634.02548861833	-65.0718130390613	-5634.02548861833	14.9988642105035	1.9028487628552	1.29749757115722	0.022485386874124	0.0684350780674785	0.997837533019742	0.249933660856329	0.254962772826076	0.255757288170115	0.23934627814748	-59.8932636046266	0.118839165556989	0.942888907288398	5.34380785560384	14.9988642105035	7.48754248200802
"46"	45	-5622.23220358328	-5678.82577614818	-5622.23220358328	-56.5935725648977	-5622.23220358328	14.9988642105035	3.03267410180864	1.3549190014216	0.022485386874124	0.0684350780674785	0.997837533019742	0.249933660856329	0.254962772826076	0.255757288170115	0.23934627814748	-50.8152424976999	0.196098121382383	0.946793219836489	5.34380785560384	14.9988642105035	6.42560365328898
"47"	46	-5609.92640499332	-5678.8937941935	-5609.92640499332	-68.9673892001828	-5609.92640499332	14.9988642105035	4.2064141904019	1.3549190014216	0.022485386874124	0.0684350780674785	0.997837533019742	0.252400884578172	0.254962772826076	0.253290064448271	0.23934627814748	-62.7608776365903	0.225669304656591	0.851549053871178	5.34380785560384	14.9988642105035	4.3065838623714
"48"	47	-5590.27999515711	-5668.3197916458	-5590.27999515711	-78.0397964886966	-5590.27999515711	14.9988642105035	4.2064141904019	1.3549190014216	0.0359420656812634	0.0684350780674785	0.997837533019742	0.260533740199341	0.251693852580033	0.248426129073145	0.23934627814748	-71.3863486641213	0.275820605458475	0.648342399936169	5.34380785560384	14.9988642105035	2.58756974393211
"49"	48	-5576.14175455653	-5668.89113953487	-5576.14175455653	-92.749384978342	-5576.14175455653	14.9988642105035	4.2064141904019	1.3549190014216	0.0433015723548167	0.0684350780674785	1.12862480582077	0.260533740199341	0.242917112836331	0.257202868816847	0.23934627814748	-85.7881494351706	0.153883985621056	0.818679187396801	5.34380785560384	14.9988642105035	2.50254151037447
"50"	49	-5574.83686462379	-5671.99964405496	-5574.83686462379	-97.1627794311679	-5574.83686462379	14.9988642105035	4.2064141904019	2.08196252625305	0.0433015723548167	0.115644237469237	1.13835897937477	0.266932642327181	0.242917112836331	0.242874481636909	0.247275763199578	-89.2448467323721	0.145227476481469	0.798409955896864	5.34380785560384	14.9988642105035	1.44497341152029
"51"	50	-5527.10881073974	-5608.89772759291	-5527.10881073974	-81.7889168531698	-5527.10881073974	14.9988642105035	4.2064141904019	1.99368620682168	0.0635623463270392	0.208898227557922	1.13835897937477	0.258215701152071	0.244477621953541	0.246254592046525	0.251052084847863	-72.9788030046626	0.119720780842569	0.852816457894449	5.34380785560384	14.9988642105035	1.1467421044455
"52"	51	-5438.78461511771	-5523.39856833282	-5438.78461511771	-84.6139532151065	-5438.78461511771	14.9988642105035	4.2064141904019	1.99368620682168	0.0635623463270392	0.299505626287099	0.901159049619867	0.267358512021286	0.235334811084326	0.249980600955511	0.247326075938877	-75.6982050841764	0.207267282201401	0.826958842837077	5.34380785560384	14.9988642105035	1.1386585246156
"53"	52	-5417.69871925354	-5506.74592361011	-5417.69871925354	-89.0472043565734	-5417.69871925354	14.9988642105035	3.57803106929965	1.06505087508862	0.0557499035020623	0.32060890544717	1.03736545116749	0.267358512021286	0.235334811084326	0.255238869885911	0.242067807008476	-80.9012831763399	0.15037244936808	0.852319372141218	5.34380785560384	14.9988642105035	1.74560507298277
"54"	53	-5384.65196398842	-5473.21840968203	-5384.65196398842	-88.5664456936154	-5384.65196398842	14.9988642105035	5.48285807888791	1.26235083231895	0.0557499035020623	0.393114546800094	1.03736545116749	0.267358512021286	0.238342436132567	0.255238869885911	0.239060181960236	-79.452312533197	0.0924082290518886	0.895658222398628	5.34380785560384	14.9988642105035	1.34210592445832
"55"	54	-5366.51494511062	-5455.47312840707	-5366.51494511062	-88.9581832964483	-5366.51494511062	15.0009741185115	5.48285807888791	1.65296022570582	0.0347089277128445	0.233494019817752	1.03736545116749	0.273348477416897	0.247747601207777	0.249248904490301	0.229655016885026	-80.702110985595	0.071672354842829	0.933423430329707	5.5143633085155	15.0009741185115	2.38027449165986
"56"	55	-5349.41348526156	-5439.03831412112	-5349.41348526156	-89.6248288595558	-5349.41348526156	15.0009741185115	5.48285807888791	1.65296022570582	0.0370279649441727	0.121238509349079	1.64628282924841	0.264391328091141	0.247747601207777	0.258206053816057	0.229655016885026	-81.4412988018218	0.0529527603640603	0.931947552302917	5.5143633085155	15.0009741185115	2.29780321371016
"57"	56	-5336.04672983275	-5420.55742599246	-5336.04672983275	-84.5106961597043	-5336.04672983275	15.0009741185115	5.48285807888791	1.65296022570582	0.0370279649441727	0.121238509349079	1.64628282924841	0.27144302553697	0.247915144839713	0.258038510184121	0.222603319439196	-76.3271661019702	0.0553199788143194	0.940950242064389	5.5143633085155	15.0009741185115	1.33940391135312
"58"	57	-5327.06733763039	-5414.95495567836	-5327.06733763039	-87.8876180479655	-5327.06733763039	15.0009741185115	5.48285807888791	1.65296022570582	0.0261082978812833	0.121238509349079	2.34631920024502	0.271380613579014	0.247977556797668	0.261211316745443	0.219430512877874	-79.6305140612978	0.0713382405660824	0.895616331146786	5.5143633085155	15.0009741185115	1.09052801263935
"59"	58	-5311.80046606445	-5400.39615484413	-5311.80046606445	-88.5956887796823	-5311.80046606445	15.0009741185115	5.48285807888791	1.65296022570582	0.0261728772222504	0.113047797019183	1.29147622833025	0.271380613579014	0.247977556797668	0.268755336038722	0.211886493584595	-81.0761951375612	0.200441701012821	0.707859269720545	5.5143633085155	15.0009741185115	1.42208497780169
"60"	59	-5281.76634797338	-5375.35372238271	-5281.76634797338	-93.5873744093222	-5281.76634797338	15.0009741185115	4.62871454459619	1.43436103576094	0.0261728772222504	0.113047797019183	1.90942173348283	0.264362635982639	0.247977556797668	0.268755336038722	0.218904471180971	-86.0266025603335	0.138613025207535	0.848212884642562	5.5143633085155	15.0009741185115	0.749600496953552
"61"	60	-5276.41835407342	-5364.1784546553	-5276.41835407342	-87.7601005818752	-5276.41835407342	15.0007333977927	4.62871454459619	0.94307980594121	0.0261728772222504	0.113047797019183	1.08943920249569	0.270272939989433	0.246747578715958	0.264075010113639	0.218904471180971	-81.4428464797975	0.167896875328574	0.643234297622704	5.7198805846411	15.0007333977927	1.29059164624888
"62"	61	-5261.04371542479	-5350.919423226	-5261.04371542479	-89.8757078012125	-5261.04371542479	15.0007333977927	4.62871454459619	0.94307980594121	0.0317326891615875	0.0968092625775079	1.27896320975376	0.272745232133017	0.246747578715958	0.261602717970055	0.218904471180971	-83.3525239365352	0.134430136902759	0.792519538339864	5.7198805846411	15.0007333977927	1.64706630126518
"63"	62	-5257.86476369947	-5353.80337615773	-5257.86476369947	-95.9386124582506	-5257.86476369947	15.0007333977927	4.62871454459619	0.94307980594121	0.0379067551550577	0.131344896459398	1.27896320975376	0.273095632636383	0.239421184273573	0.268578711909073	0.218904471180971	-88.9526349592428	0.285718271780962	0.499429623454562	5.7198805846411	15.0007333977927	1.50517484430712
"64"	63	-5256.02687346671	-5347.56008104887	-5256.02687346671	-91.5332075821606	-5256.02687346671	15.0007333977927	3.98783614437988	1.04357333529758	0.0379067551550577	0.131344896459398	1.27896320975376	0.266823246932485	0.245693569977471	0.268578711909073	0.218904471180971	-84.6516798158645	0.210523190056122	0.748975467709207	5.7198805846411	15.0007333977927	0.957367101074935
"65"	64	-5239.1624801569	-5332.93270306935	-5239.1624801569	-93.7702229124513	-5239.1624801569	15.0007333977927	2.34670646543208	0.657622340848977	0.0165248638810127	0.131344896459398	1.27896320975376	0.266823246932485	0.245693569977471	0.268578711909073	0.218904471180971	-88.8054044309999	0.157154474467322	0.722436856888829	5.7198805846411	15.0007333977927	0.811056640078827
"66"	65	-5210.79706922005	-5294.93117993116	-5210.79706922005	-84.1341107111044	-5210.79706922005	15.0007333977927	2.34670646543208	0.657622340848977	0.0187101156080375	0.0822927299647842	1.27896320975376	0.266823246932485	0.245693569977471	0.268578711909073	0.218904471180971	-79.500157357224	0.24525723353254	0.719775386770218	5.7198805846411	15.0007333977927	0.675893280993732
"67"	66	-5206.00724122476	-5288.98030760057	-5206.00724122476	-82.9730663758079	-5206.00724122476	15.0007333977927	2.34670646543208	0.929615563691643	0.0157639263291713	0.153351058166959	1.27896320975376	0.272610383500822	0.243526314226532	0.264958831091675	0.218904471180971	-77.5613173054982	0.180566544272734	0.860691635961692	5.7198805846411	15.0007333977927	0.768227142623223
"68"	67	-5203.81170880997	-5294.05473991386	-5203.81170880997	-90.2430311038858	-5203.81170880997	15.0007333977927	2.34670646543208	0.929615563691643	0.0157639263291713	0.266170276394153	1.37653609661581	0.272610383500822	0.243526314226532	0.264958831091675	0.218904471180971	-84.2165622098044	0.321483429916447	0.521237890482267	5.7198805846411	15.0007333977927	0.402674688644695
"69"	68	-5192.61524577246	-5290.61628629281	-5192.61524577246	-98.001040520347	-5192.61524577246	15.0007333977927	2.34670646543208	0.929615563691643	0.0239522534903867	0.266170276394153	1.8970289766715	0.272762059655804	0.247511960579106	0.260973184739101	0.218752795025988	-91.21959942962	0.201532765476795	0.48694955578871	5.7198805846411	15.0007333977927	0.797620363297173
"70"	69	-5134.98793510118	-5219.71903431542	-5134.98793510118	-84.7310992142377	-5134.98793510118	15.0007333977927	1.82758788638209	1.79673421113689	0.047457919275845	0.25455336086271	3.00103597130769	0.277784630386885	0.254853738559045	0.25595061400802	0.211411017046049	-76.4151997868729	0.239139109528333	0.729937702573318	5.7198805846411	15.0007333977927	0.988988253349684
"71"	70	-5131.21723676389	-5200.28901234173	-5131.21723676389	-69.0717755778394	-5131.21723676389	15.0007333977927	1.82758788638209	1.79673421113689	0.047457919275845	0.352331502978719	2.19976846102358	0.270019141048703	0.262619227897228	0.25595061400802	0.211411017046049	-60.8124913402511	0.21646143947083	0.854848250741717	5.7198805846411	15.0007333977927	1.60663770631814
"72"	71	-5114.85478030421	-5191.22089884508	-5114.85478030421	-76.3661185408725	-5114.85478030421	15.0007333977927	2.75818115289065	1.79673421113689	0.059361170113247	0.352331502978719	2.19976846102358	0.270019141048703	0.262619227897228	0.25595061400802	0.211411017046049	-67.4089818597456	0.168862620518759	0.801532908951513	5.7198805846411	15.0007333977927	1.35309021316314
"73"	72	-5111.64147604504	-5184.56025587483	-5111.64147604504	-72.9187798297871	-5111.64147604504	15.0007333977927	1.76931348608925	1.87132946604809	0.059361170113247	0.352331502978719	2.19976846102358	0.270019141048703	0.262619227897228	0.25595061400802	0.211411017046049	-64.4399364984872	0.179871877632063	0.892747900305321	5.7198805846411	15.0007333977927	1.38483690345581
"74"	73	-5111.20007885167	-5176.58263907294	-5111.20007885167	-65.3825602212618	-5111.20007885167	15.0007333977927	2.14812170212299	2.47767830793104	0.0573807827541188	0.352331502978719	2.19976846102358	0.270019141048703	0.270443279278829	0.248126562626419	0.211411017046049	-56.4170096777551	0.123707809514279	0.892747900305321	5.7198805846411	15.0007333977927	2.14777655958041
"75"	74	-5083.45150485199	-5152.99821213168	-5083.45150485199	-69.5467072796877	-5083.45150485199	15.0007333977927	2.14812170212299	2.47767830793104	0.0573807827541188	0.812246907610095	2.06105856346136	0.267281219636949	0.270443279278829	0.248126562626419	0.214148938457803	-59.8174416872124	0.15621452889199	0.917825417983372	5.7198805846411	15.0007333977927	1.36219119076783
