"Sample"	"NSlikelihood"	"posterior"	"likelihood"	"prior"	"treeLikelihood.file6a6f7d485320"	"TreeHeight"	"rateAC"	"rateAG"	"rateAT"	"rateCG"	"rateGT"	"freqParameter.1"	"freqParameter.2"	"freqParameter.3"	"freqParameter.4"	"BirthDeath"	"BDBirthRate"	"BDDeathRate"	"logP.mrca.auto_name_1.."	"mrca.age.auto_name_1."	"clockRate"
"153"	152	-3729.78311330178	-3856.79577027263	-3729.78311330178	-127.012656970849	-3729.78311330178	15.0012983540256	0.811411542759215	0.787786163294196	0.759404524341946	0.768775533199727	0.707758440248707	0.236853432860233	0.229755727763176	0.288820320901558	0.244570518475034	-117.62455913113	0.160802509673791	0.208789816444764	5.14595515784215	15.0012983540256	0.0657429935748878
"154"	153	-3729.68901628453	-3856.86723884516	-3729.68901628453	-127.178222560634	-3729.68901628453	15.0012983540256	0.997565303658283	0.787786163294196	0.759404524341946	0.768775533199727	0.707758440248707	0.236853432860233	0.229755727763176	0.282187167230183	0.251203672146408	-117.575294219158	0.12749794823787	0.502213619828649	5.14595515784215	15.0012983540256	0.0604965265314413
"155"	154	-3729.41236986955	-3857.49508516396	-3729.41236986955	-128.08271529441	-3729.41236986955	15.0012983540256	0.894495692140574	0.787786163294196	0.759404524341946	0.776047786930407	0.707758440248707	0.236853432860233	0.229755727763176	0.282187167230183	0.251203672146408	-118.584027025766	0.152520352847485	0.12038997810821	5.14595515784215	15.0012983540256	0.0655687321563047
"156"	155	-3729.01796551178	-3855.81948431049	-3729.01796551178	-126.801518798709	-3729.01796551178	15.0012983540256	0.894495692140574	0.787786163294196	0.759404524341946	0.649925614865467	0.730542533362682	0.236853432860233	0.229755727763176	0.282187167230183	0.251203672146408	-117.451552335732	0.150927099276862	0.0828797302550391	5.14595515784215	15.0012983540256	0.0627694053853276
"157"	156	-3728.29471646008	-3853.50036334809	-3728.29471646008	-125.205646888007	-3728.29471646008	15.0012983540256	0.894495692140574	0.787786163294196	0.759404524341946	0.649925614865467	0.730542533362682	0.234712335715157	0.229755727763176	0.282187167230183	0.253344769291484	-115.85568042503	0.203874032984447	0.0151706392161168	5.14595515784215	15.0012983540256	0.0624664068002344
"158"	157	-3727.70644085729	-3857.22406586688	-3727.70644085729	-129.517625009593	-3727.70644085729	15.0012983540256	0.894495692140574	0.787786163294196	0.759404524341946	0.649925614865467	0.730542533362682	0.228111357540051	0.239119975144063	0.279423898024402	0.253344769291484	-120.167658546615	0.242711067667001	0.0249715210703994	5.14595515784215	15.0012983540256	0.0612042112385045
"159"	158	-3727.40012097413	-3856.50287733681	-3727.40012097413	-129.10275636268	-3727.40012097413	15.0012983540256	0.894495692140574	0.787786163294196	0.759404524341946	0.649925614865467	0.730542533362682	0.228111357540051	0.239119975144063	0.279423898024402	0.253344769291484	-119.752789899702	0.221058721262513	0.0337051580576453	5.14595515784215	15.0012983540256	0.0620028608723308
"160"	159	-3726.24066020865	-3855.74158242005	-3726.24066020865	-129.500922211405	-3726.24066020865	15.0012983540256	0.894495692140574	0.787786163294196	0.769811691156718	0.649925614865467	0.730542533362682	0.228111357540051	0.239119975144063	0.279423898024402	0.253344769291484	-120.136984275433	0.172907089294289	0.020280569093902	5.14595515784215	15.0012983540256	0.0576865756727547
"161"	160	-3726.06877031435	-3857.91471595902	-3726.06877031435	-131.845945644667	-3726.06877031435	15.0012983540256	0.894495692140574	0.787786163294196	0.657701528476126	0.649925614865467	0.823306702251554	0.228111357540051	0.239119975144063	0.279423898024402	0.253344769291484	-122.519903003145	0.256977458205624	0.0102303095311479	5.14595515784215	15.0012983540256	0.0606226902025817
"162"	161	-3725.91879248229	-3853.94476387135	-3725.91879248229	-128.025971389058	-3725.91879248229	15.0012983540256	0.894495692140574	0.787786163294196	0.657701528476126	0.649925614865467	0.72051154055913	0.228111357540051	0.239119975144063	0.279423898024402	0.253344769291484	-118.836907257838	0.220209974335166	0.00380613546358581	5.14595515784215	15.0012983540256	0.0620216369901928
"163"	162	-3725.43796316102	-3855.66810664323	-3725.43796316102	-130.230143482204	-3725.43796316102	15.0012983540256	0.894495692140574	0.787786163294196	0.657701528476126	0.649925614865467	0.72051154055913	0.228111357540051	0.239119975144063	0.279423898024402	0.253344769291484	-121.041079350984	0.185426547216497	0.015488127652032	5.14595515784215	15.0012983540256	0.0570023198330548
"164"	163	-3724.86908237031	-3853.9317062606	-3724.86908237031	-129.062623890296	-3724.86908237031	15.0012983540256	0.949770343834658	0.670766973950935	0.657701528476126	0.649925614865467	0.72051154055913	0.228111357540051	0.239119975144063	0.279423898024402	0.253344769291484	-119.969685781737	0.211153864934903	0.00902892430770974	5.14595515784215	15.0012983540256	0.0599827797084097
"165"	164	-3724.30362293062	-3854.25153662535	-3724.30362293062	-129.947913694727	-3724.30362293062	15.0012983540256	0.731562714345588	0.670766973950935	0.738293316823068	0.649925614865467	0.72051154055913	0.23501389886645	0.242439097507167	0.279423898024402	0.243123105601981	-121.006912097419	0.181058803139097	0.00394870682064421	5.14595515784215	15.0012983540256	0.0583996536413581
"166"	165	-3724.20301897974	-3853.47245593604	-3724.20301897974	-129.269436956299	-3724.20301897974	15.0012983540256	0.731562714345588	0.670766973950935	0.738293316823068	0.649925614865467	0.72051154055913	0.23501389886645	0.242439097507167	0.279423898024402	0.243123105601981	-120.328435358991	0.188450679061686	0.00916060071234247	5.14595515784215	15.0012983540256	0.0594147562041193
"167"	166	-3719.92021587785	-3849.34058047497	-3719.92021587785	-129.420364597118	-3719.92021587785	15.0012983540256	0.731562714345588	0.670766973950935	0.738293316823068	0.649925614865467	0.72051154055913	0.225432107772892	0.256211904953831	0.275232881671297	0.243123105601981	-120.47936299981	0.175709756009732	0.01989640259286	5.14595515784215	15.0012983540256	0.0617000452563963
"168"	167	-3718.65878744996	-3846.09728449329	-3718.65878744996	-127.438497043327	-3718.65878744996	15.0012983540256	0.731562714345588	0.670766973950935	0.738293316823068	0.649925614865467	0.72051154055913	0.225432107772892	0.256211904953831	0.275232881671297	0.243123105601981	-118.497495446019	0.187304327097722	0.02444434132872	5.14595515784215	15.0012983540256	0.0594219931957577
"169"	168	-3718.59554018096	-3846.83836747713	-3718.59554018096	-128.242827296169	-3718.59554018096	15.0012983540256	0.711059824553392	0.670766973950935	0.738293316823068	0.649925614865467	0.72051154055913	0.225432107772892	0.256211904953831	0.275232881671297	0.243123105601981	-119.330881051684	0.179256673354964	0.0401363383155005	5.14595515784215	15.0012983540256	0.0597308376155388
"170"	169	-3718.42085158254	-3844.74043695153	-3718.42085158254	-126.319585368996	-3718.42085158254	15.0012983540256	0.714297166127379	0.670766973950935	0.738293316823068	0.649925614865467	0.72051154055913	0.225432107772892	0.256211904953831	0.275232881671297	0.243123105601981	-117.403000008588	0.17905814716166	0.189217328294555	5.14595515784215	15.0012983540256	0.0618199562203848
"171"	170	-3718.14190369252	-3846.96710985318	-3718.14190369252	-128.825206160659	-3718.14190369252	15.0012983540256	0.704625572660871	0.670766973950935	0.738293316823068	0.649925614865467	0.72051154055913	0.234127460093844	0.256809664082848	0.274635122542279	0.234427753281029	-119.922538849505	0.141972178334781	0.268424128900876	5.14595515784215	15.0012983540256	0.0582375727168052
"172"	171	-3717.7596051834	-3845.23978578454	-3717.7596051834	-127.480180601145	-3717.7596051834	15.0012983540256	0.772293821327189	0.670766973950935	0.738293316823068	0.649925614865467	0.72051154055913	0.234127460093844	0.256809664082848	0.274635122542279	0.234427753281029	-118.483632874857	0.189125056141579	0.187044927515669	5.14595515784215	15.0012983540256	0.0597076717413004
"173"	172	-3716.99631596711	-3845.9153548142	-3716.99631596711	-128.919038847088	-3716.99631596711	15.0012983540256	0.772293821327189	0.670766973950935	0.738293316823068	0.632250031885305	0.922718200032691	0.234127460093844	0.256478481445493	0.274635122542279	0.234758935918384	-119.695238021673	0.186565211330908	0.0694544252921824	5.14595515784215	15.0012983540256	0.0597076717413004
"174"	173	-3716.01915081676	-3844.24015678992	-3716.01915081676	-128.221005973163	-3716.01915081676	15.0012983540256	0.772293821327189	0.670766973950935	0.738293316823068	0.632250031885305	0.922718200032691	0.234127460093844	0.259005299119303	0.273189884863041	0.233677355923812	-118.997205147748	0.200002486461895	0.0576101906962887	5.14595515784215	15.0012983540256	0.0631610235397906
"175"	174	-3713.80201371783	-3841.35053840681	-3713.80201371783	-127.548524688979	-3713.80201371783	15.0012983540256	0.772293821327189	0.758803060036434	0.764969969570468	0.632250031885305	0.922718200032691	0.234127460093844	0.259005299119303	0.278702525407953	0.2281647153789	-118.166779327408	0.184196939634915	0.0761937040454181	5.14595515784215	15.0012983540256	0.0582102931717627
"176"	175	-3713.64833673309	-3840.95313960698	-3713.64833673309	-127.304802873883	-3713.64833673309	15.0004878624165	0.772293821327189	0.758803060036434	0.764969969570468	0.692267522098989	0.922718200032691	0.234127460093844	0.259005299119303	0.278702525407953	0.2281647153789	-118.554759321835	0.162075227707207	0.273799137160439	5.86981187706491	15.0004878624165	0.0630366561487856
"177"	176	-3713.46004443462	-3838.7667962874	-3713.46004443462	-125.306751852779	-3713.46004443462	15.0004878624165	0.772293821327189	0.758803060036434	0.764969969570468	0.692267522098989	0.922718200032691	0.237010492722942	0.259005299119303	0.275449271647288	0.228534936510467	-116.55670830073	0.180200044744573	0.104443744965847	5.86981187706491	15.0004878624165	0.0602441714591124
"178"	177	-3712.7534429966	-3838.77822246968	-3712.7534429966	-126.024779473074	-3712.7534429966	15.0004878624165	0.772293821327189	0.758803060036434	0.764969969570468	0.692267522098989	0.922718200032691	0.246104971656852	0.266283697814637	0.268170872951954	0.219440457576557	-117.274735921025	0.184510541885615	0.258216530254677	5.86981187706491	15.0004878624165	0.0630352710416548
"179"	178	-3711.31795112937	-3838.78590884024	-3711.31795112937	-127.467957710877	-3711.31795112937	15.0004878624165	0.772293821327189	0.758803060036434	0.764969969570468	0.692267522098989	0.922718200032691	0.246104971656852	0.266283697814637	0.268170872951954	0.219440457576557	-118.717914158828	0.128340862179733	0.222096678987719	5.86981187706491	15.0004878624165	0.0600128197702397
"180"	179	-3711.1680945806	-3835.40700797047	-3711.1680945806	-124.238913389877	-3711.1680945806	15.0004878624165	0.772293821327189	0.758803060036434	0.764969969570468	0.692267522098989	0.922718200032691	0.246104971656852	0.259702419472161	0.268170872951954	0.226021735919033	-115.488869837828	0.175129505723766	0.091753825688274	5.86981187706491	15.0004878624165	0.0627510626191757
"181"	180	-3710.30069552493	-3836.33329663615	-3710.30069552493	-126.032601111218	-3710.30069552493	15.0004878624165	0.772293821327189	0.758803060036434	0.764969969570468	0.692267522098989	0.922718200032691	0.246104971656852	0.259702419472161	0.268170872951954	0.226021735919033	-117.282557559169	0.248273388475561	0.0546649287534287	5.86981187706491	15.0004878624165	0.0645634334746951
"182"	181	-3709.80474090221	-3834.0107799055	-3709.80474090221	-124.206039003284	-3709.80474090221	15.0004878624165	0.772293821327189	0.758803060036434	0.659015884604219	0.678298692249801	0.922718200032691	0.254963940675946	0.250843450453068	0.268170872951954	0.226021735919033	-115.628987731922	0.233401484236318	0.065758424935227	5.86981187706491	15.0004878624165	0.0672782928502216
"183"	182	-3709.62187386424	-3834.44060361077	-3709.62187386424	-124.818729746529	-3709.62187386424	15.0004878624165	0.772293821327189	0.758803060036434	0.659015884604219	0.678298692249801	0.922718200032691	0.254963940675946	0.249239383285472	0.268170872951954	0.227625803086628	-116.241678475167	0.160126149976933	0.0852487324624263	5.86981187706491	15.0004878624165	0.0648798214779823
"184"	183	-3709.0828977053	-3834.46620215651	-3709.0828977053	-125.38330445121	-3709.0828977053	15.0004878624165	0.772293821327189	0.773521550635357	0.736422025728513	0.678298692249801	0.922718200032691	0.254963940675946	0.243189530629254	0.274220725608172	0.227625803086628	-116.674023009598	0.186090131676243	0.0630217460230901	5.86981187706491	15.0004878624165	0.0646775850895743
"185"	184	-3708.9560386639	-3834.32787532607	-3708.9560386639	-125.371836662169	-3708.9560386639	15.0004878624165	0.772293821327189	0.669274124151911	0.736422025728513	0.678298692249801	0.922718200032691	0.254963940675946	0.243189530629254	0.274220725608172	0.227625803086628	-116.805289404278	0.170305905026591	0.0444155861355197	5.86981187706491	15.0004878624165	0.0624071606498978
"186"	185	-3708.37419533193	-3834.72456579901	-3708.37419533193	-126.350370467083	-3708.37419533193	15.0004878624165	0.740121682969796	0.669274124151911	0.736422025728513	0.678298692249801	0.922718200032691	0.254963940675946	0.243189530629254	0.274220725608172	0.227625803086628	-117.827463365789	0.153423624232846	0.089865863999613	5.86981187706491	15.0004878624165	0.0614280811001498
"187"	186	-3708.10629958783	-3834.42953996102	-3708.10629958783	-126.323240373188	-3708.10629958783	15.0004878624165	0.740121682969796	0.669274124151911	0.687372702532564	0.678298692249801	0.922718200032691	0.254963940675946	0.233711933154049	0.274220725608172	0.237103400561833	-117.870718575364	0.204463091388185	0.127196564686808	5.86981187706491	15.0004878624165	0.0631632986866095
"188"	187	-3707.0298670354	-3833.35778136527	-3707.0298670354	-126.327914329869	-3707.0298670354	15.0004878624165	0.740121682969796	0.669274124151911	0.687372702532564	0.678298692249801	0.933975377339027	0.254963940675946	0.245009181949255	0.269930229061839	0.23009664831296	-117.862746927978	0.150585690688863	0.281949393196121	5.86981187706491	15.0004878624165	0.0616105616413504
"189"	188	-3705.95131976636	-3833.3746448272	-3705.95131976636	-127.423325060836	-3705.95131976636	15.0004878624165	0.740121682969796	0.669274124151911	0.687372702532564	0.678298692249801	0.933975377339027	0.254963940675946	0.245009181949255	0.269930229061839	0.23009664831296	-118.958157658945	0.163941260567269	0.16936919182311	5.86981187706491	15.0004878624165	0.0577384612198497
"190"	189	-3705.89452256955	-3833.0809733084	-3705.89452256955	-127.186450738848	-3705.89452256955	15.0004878624165	0.740121682969796	0.669274124151911	0.687372702532564	0.678298692249801	0.933975377339027	0.254963940675946	0.25075285441753	0.264186556593565	0.23009664831296	-118.721283336958	0.189829411123831	0.0800417425438337	5.86981187706491	15.0004878624165	0.0598540397410245
"191"	190	-3705.71615246011	-3835.24238076099	-3705.71615246011	-129.526228300885	-3705.71615246011	15.0004878624165	0.83515266338601	0.669274124151911	0.687372702532564	0.696860645041898	0.933975377339027	0.254963940675946	0.25075285441753	0.264186556593565	0.23009664831296	-120.909293843074	0.149942777181606	0.178957515579428	5.86981187706491	15.0004878624165	0.0571419936692278
"192"	191	-3705.5415086412	-3834.47207122857	-3705.5415086412	-128.930562587372	-3705.5415086412	15.0004878624165	0.83515266338601	0.669274124151911	0.687372702532564	0.696860645041898	0.933975377339027	0.254963940675946	0.25075285441753	0.255593900386191	0.238689304520333	-120.313628129561	0.187238074439674	0.0761069855166865	5.86981187706491	15.0004878624165	0.058078132299181
"193"	192	-3705.38609436111	-3834.37681686705	-3705.38609436111	-128.990722505938	-3705.38609436111	15.0004878624165	0.801844638398813	0.669274124151911	0.687372702532564	0.696860645041898	0.933975377339027	0.254963940675946	0.25075285441753	0.255593900386191	0.238689304520333	-120.415783534416	0.228537619097682	0.0865970832583899	5.86981187706491	15.0004878624165	0.0589591325786487
"194"	193	-3705.37587518806	-3836.08605513417	-3705.37587518806	-130.710179946112	-3705.37587518806	15.0004878624165	0.801844638398813	0.669274124151911	0.687372702532564	0.696860645041898	0.933975377339027	0.254963940675946	0.25075285441753	0.255593900386191	0.238689304520333	-122.135240974591	0.226397439477022	0.175677463391599	5.86981187706491	15.0004878624165	0.0618110377477126
"195"	194	-3705.12444585727	-3833.66215275464	-3705.12444585727	-128.537706897366	-3705.12444585727	15.0004878624165	0.801844638398813	0.669274124151911	0.687372702532564	0.696860645041898	0.933975377339027	0.254963940675946	0.25075285441753	0.255593900386191	0.238689304520333	-119.962767925844	0.186086471658495	0.119564835871895	5.86981187706491	15.0004878624165	0.0583716110788356
"196"	195	-3705.10453850332	-3833.25255468333	-3705.10453850332	-128.148016180014	-3705.10453850332	15.0004878624165	0.801844638398813	0.669274124151911	0.687372702532564	0.696860645041898	0.933975377339027	0.254963940675946	0.25075285441753	0.255593900386191	0.238689304520333	-119.573077208493	0.183763128360634	0.228128211487755	5.86981187706491	15.0004878624165	0.0621891951220183
"197"	196	-3704.94361493927	-3832.23043757625	-3704.94361493927	-127.286822636986	-3704.94361493927	15.0004878624165	0.801844638398813	0.669274124151911	0.687372702532564	0.696860645041898	0.933975377339027	0.254963940675946	0.25075285441753	0.255593900386191	0.238689304520333	-118.711883665465	0.204069343174805	0.0895743714131651	5.86981187706491	15.0004878624165	0.0623463439566585
"198"	197	-3704.11284950622	-3832.10941206211	-3704.11284950622	-127.996562555899	-3704.11284950622	15.0004878624165	0.801844638398813	0.669274124151911	0.687372702532564	0.696860645041898	0.866530242698042	0.254963940675946	0.248013207688924	0.258333547114797	0.238689304520333	-119.499573509221	0.204683942551571	0.0723955032886106	5.86981187706491	15.0004878624165	0.0633548532196906
"199"	198	-3703.97113157013	-3830.23903196091	-3703.97113157013	-126.267900390786	-3703.97113157013	15.0004878624165	0.801844638398813	0.669274124151911	0.687372702532564	0.696860645041898	0.821849148413435	0.2570112670158	0.251055619900028	0.253243808563839	0.238689304520333	-117.825672596236	0.192305616371814	0.0470838243233903	5.86981187706491	15.0004878624165	0.0644364029297924
"200"	199	-3703.84480059642	-3830.82251286537	-3703.84480059642	-126.977712268945	-3703.84480059642	15.0004878624165	0.801844638398813	0.669274124151911	0.687372702532564	0.696860645041898	0.821849148413435	0.2570112670158	0.251055619900028	0.253243808563839	0.238689304520333	-118.535484474395	0.154861273973765	0.192407944871509	5.86981187706491	15.0004878624165	0.0589165893205653
"201"	200	-3701.10597391353	-3828.50313515225	-3701.10597391353	-127.39716123872	-3701.10597391353	15.0004878624165	0.801844638398813	0.669274124151911	0.687372702532564	0.75947995140269	0.821849148413435	0.255383860469346	0.251055619900028	0.254871215110293	0.238689304520333	-118.866925467799	0.149173013268033	0.19304623264758	5.86981187706491	15.0004878624165	0.0604209113179729
"202"	201	-3700.83430654583	-3828.52832167785	-3700.83430654583	-127.694015132019	-3700.83430654583	15.0004878624165	0.801844638398813	0.669274124151911	0.687372702532564	0.75947995140269	0.821849148413435	0.257972976629543	0.251055619900028	0.252282098950096	0.238689304520333	-119.163779361099	0.14028729173343	0.201633653619386	5.86981187706491	15.0004878624165	0.0585176223121698
"203"	202	-3700.77046261589	-3831.69915844095	-3700.77046261589	-130.928695825054	-3700.77046261589	15.0004878624165	0.805963208022263	0.659689028364028	0.687372702532564	0.75947995140269	0.821849148413435	0.257972976629543	0.251055619900028	0.252282098950096	0.238689304520333	-122.407364305412	0.196880216745011	0.394544537883117	5.86981187706491	15.0004878624165	0.0603273096522673
"204"	203	-3700.70249290609	-3828.85858395295	-3700.70249290609	-128.156091046862	-3700.70249290609	15.0004878624165	0.805963208022263	0.659689028364028	0.661709599731394	0.75947995140269	0.729840052197697	0.260898105649506	0.248130490880065	0.252282098950096	0.238689304520333	-119.795469001848	0.158208955123005	0.111008094390033	5.86981187706491	15.0004878624165	0.0589100469522207
"205"	204	-3700.3431835456	-3828.06175156293	-3700.3431835456	-127.718568017325	-3700.3431835456	15.0004878624165	0.805963208022263	0.729132312052896	0.661709599731394	0.75947995140269	0.729840052197697	0.255130972733221	0.253079679621068	0.252282098950096	0.239507248695615	-119.259391482348	0.146390583225069	0.0264050067885121	5.86981187706491	15.0004878624165	0.0611861548261605
"206"	205	-3700.09944518616	-3829.07787405037	-3700.09944518616	-128.978428864215	-3700.09944518616	15.0004878624165	0.805963208022263	0.729132312052896	0.673407951385133	0.75947995140269	0.729840052197697	0.255130972733221	0.253079679621068	0.252282098950096	0.239507248695615	-120.501434194483	0.117595712379944	0.263649546950973	5.86981187706491	15.0004878624165	0.0613956855857194
"207"	206	-3699.8869857197	-3830.52826843525	-3699.8869857197	-130.641282715553	-3699.8869857197	15.0004878624165	0.805963208022263	0.729132312052896	0.673407951385133	0.75947995140269	0.729840052197697	0.255130972733221	0.253079679621068	0.252282098950096	0.239507248695615	-122.164288045821	0.0700727259065071	0.644199529936385	5.86981187706491	15.0004878624165	0.0588505082702536
"208"	207	-3699.61302473189	-3831.2769598967	-3699.61302473189	-131.663935164808	-3699.61302473189	15.0004878624165	0.805963208022263	0.729132312052896	0.673407951385133	0.75947995140269	0.729840052197697	0.255130972733221	0.247297176829128	0.258064601742036	0.239507248695615	-123.186940495076	0.0496123040731452	0.835410069308765	5.86981187706491	15.0004878624165	0.0608986738253862
"209"	208	-3699.49728621441	-3828.75972397666	-3699.49728621441	-129.262437762247	-3699.49728621441	15.0004878624165	0.805963208022263	0.729132312052896	0.673407951385133	0.75947995140269	0.729840052197697	0.255130972733221	0.247297176829128	0.251908361509995	0.245663488927656	-120.785443092515	0.0763741381537962	0.692007871016392	5.86981187706491	15.0004878624165	0.0608907241717978
"210"	209	-3699.4140728087	-3828.08950748047	-3699.4140728087	-128.675434671778	-3699.4140728087	15.0004878624165	0.805963208022263	0.729132312052896	0.673407951385133	0.749206375562269	0.729840052197697	0.255130972733221	0.247297176829128	0.256262857999004	0.241308992438648	-120.212405831646	0.100552041187314	0.458746872584228	5.86981187706491	15.0004878624165	0.0608907241717978
"211"	210	-3699.21882079477	-3826.79785328689	-3699.21882079477	-127.579032492112	-3699.21882079477	15.0004878624165	0.805487341916627	0.729132312052896	0.673407951385133	0.749206375562269	0.729840052197697	0.255130972733221	0.2433218548452	0.260238179982932	0.241308992438648	-119.116612314217	0.198798111490509	0.188348041318311	5.86981187706491	15.0004878624165	0.0619781297505125
"212"	211	-3699.20296346812	-3826.58328616942	-3699.20296346812	-127.380322701305	-3699.20296346812	15.0004878624165	0.805487341916627	0.729132312052896	0.673407951385133	0.749206375562269	0.728958554412277	0.255130972733221	0.2433218548452	0.260238179982932	0.241308992438648	-118.919138772719	0.19493097981028	0.107373798241088	5.86981187706491	15.0004878624165	0.0596215043862428
"213"	212	-3699.12841707331	-3826.56011614728	-3699.12841707331	-127.431699073978	-3699.12841707331	15.0004878624165	0.805487341916627	0.729132312052896	0.673407951385133	0.749206375562269	0.728958554412277	0.255130972733221	0.2433218548452	0.260238179982932	0.241308992438648	-118.970515145392	0.165582550954903	0.147616905650313	5.86981187706491	15.0004878624165	0.0612866705997302
"214"	213	-3699.0555223073	-3826.82167987628	-3699.0555223073	-127.76615756898	-3699.0555223073	15.0004878624165	0.805487341916627	0.729132312052896	0.702101712593218	0.749206375562269	0.728958554412277	0.255130972733221	0.2433218548452	0.260238179982932	0.241308992438648	-119.262463643925	0.146332665563427	0.361021020574977	5.86981187706491	15.0004878624165	0.0611689645972029
"215"	214	-3698.6558554392	-3825.4751652003	-3698.6558554392	-126.819309761098	-3698.6558554392	15.0004878624165	0.805487341916627	0.729132312052896	0.702101712593218	0.72559113525302	0.738223289628243	0.255130972733221	0.2433218548452	0.260934967535728	0.240612204885851	-118.335479306878	0.181173578277588	0.215987904058314	5.86981187706491	15.0004878624165	0.0606858934812559
"216"	215	-3698.53340029031	-3824.56529070303	-3698.53340029031	-126.031890412717	-3698.53340029031	15.0004878624165	0.805487341916627	0.729132312052896	0.702101712593218	0.72559113525302	0.738223289628243	0.241039222245357	0.246160201102154	0.264676147553649	0.24812442909884	-117.548059958497	0.151969447963421	0.333259818331932	5.86981187706491	15.0004878624165	0.0627886972895104
"217"	216	-3698.06468033342	-3824.26662839975	-3698.06468033342	-126.201948066333	-3698.06468033342	15.0004878624165	0.805487341916627	0.729132312052896	0.702101712593218	0.73693910171755	0.738223289628243	0.242284467867456	0.244914955480056	0.264676147553649	0.24812442909884	-117.702240167115	0.17015154304857	0.45675901613179	5.86981187706491	15.0004878624165	0.0624191200769002
"218"	217	-3698.01580710214	-3823.80367988387	-3698.01580710214	-125.787872781731	-3698.01580710214	15.0004878624165	0.885079791993973	0.729132312052896	0.702101712593218	0.73693910171755	0.738223289628243	0.242284467867456	0.244914955480056	0.264676147553649	0.24812442909884	-117.190686839716	0.14648588600199	0.198372552880103	5.86981187706491	15.0004878624165	0.0649639320829159
"219"	218	-3697.58640265329	-3823.72265484179	-3697.58640265329	-126.136252188495	-3697.58640265329	15.0004878624165	0.853844382532116	0.729132312052896	0.702101712593218	0.73693910171755	0.738223289628243	0.242284467867456	0.240763846063998	0.268827256969707	0.24812442909884	-117.576322191187	0.169907307521381	0.184734244149439	5.86981187706491	15.0004878624165	0.0625297957621023
"220"	219	-3697.37597994604	-3828.37026781875	-3697.37597994604	-130.994287872709	-3697.37597994604	15.0004878624165	0.853844382532116	0.729132312052896	0.702101712593218	0.73693910171755	0.738223289628243	0.251461004179941	0.231587309751513	0.268827256969707	0.24812442909884	-122.434357875401	0.0934161529290813	0.75020569470397	5.86981187706491	15.0004878624165	0.0628096133130314
"221"	220	-3697.33847304468	-3830.86269248404	-3697.33847304468	-133.524219439366	-3697.33847304468	15.0004878624165	0.853844382532116	0.729132312052896	0.702101712593218	0.73693910171755	0.738223289628243	0.251461004179941	0.231587309751513	0.268827256969707	0.24812442909884	-124.964289442058	0.137282353587652	0.712066005094545	5.86981187706491	15.0004878624165	0.0625568680653657
"222"	221	-3697.32423111643	-3825.56890221524	-3697.32423111643	-128.244671098812	-3697.32423111643	15.0004878624165	0.853844382532116	0.729132312052896	0.702101712593218	0.732291833494665	0.738223289628243	0.251461004179941	0.231587309751513	0.268827256969707	0.24812442909884	-119.691215665758	0.178715781352938	0.406976870475175	5.86981187706491	15.0004878624165	0.0610077617976383
"223"	222	-3696.62312909404	-3823.89540065869	-3696.62312909404	-127.272271564649	-3696.62312909404	15.0004878624165	0.853844382532116	0.729132312052896	0.702101712593218	0.732291833494665	0.738223289628243	0.256141324858284	0.231587309751513	0.268827256969707	0.243444108420496	-118.718816131595	0.183240256452305	0.142624685112249	5.86981187706491	15.0004878624165	0.0620499520493148
"224"	223	-3696.59402171312	-3823.30331944741	-3696.59402171312	-126.709297734282	-3696.59402171312	15.0004878624165	0.853844382532116	0.729132312052896	0.702101712593218	0.732291833494665	0.738223289628243	0.256141324858284	0.231587309751513	0.268827256969707	0.243444108420496	-118.155842301228	0.169200636943586	0.134905487892246	5.86981187706491	15.0004878624165	0.0608017758023344
"225"	224	-3696.36393445732	-3824.64995322601	-3696.36393445732	-128.286018768688	-3696.36393445732	15.0004878624165	0.853844382532116	0.729132312052896	0.702101712593218	0.732291833494665	0.75647026940844	0.256141324858284	0.230557140929595	0.269857425791625	0.243444108420496	-119.707542589345	0.142722599868451	0.349909109651313	5.86981187706491	15.0004878624165	0.0599649504885033
"226"	225	-3696.33516888525	-3826.17671720281	-3696.33516888525	-129.841548317555	-3696.33516888525	15.0004878624165	0.853844382532116	0.729132312052896	0.702101712593218	0.732291833494665	0.83008465375119	0.253085540844898	0.230557140929595	0.269857425791625	0.246499892433882	-121.167489466775	0.11492531787739	0.56142254183248	5.86981187706491	15.0004878624165	0.0595803831193773
"227"	226	-3695.60739266094	-3824.11551120852	-3695.60739266094	-128.508118547579	-3695.60739266094	15.0004878624165	0.853844382532116	0.729132312052896	0.702101712593218	0.732291833494665	0.83008465375119	0.253085540844898	0.240447945258025	0.259966621463195	0.246499892433882	-119.834059696799	0.140169396261674	0.377372178390896	5.86981187706491	15.0004878624165	0.0589772950474551
"228"	227	-3695.45620714598	-3825.15282969836	-3695.45620714598	-129.696622552377	-3695.45620714598	14.9991114688918	0.853844382532116	0.729132312052896	0.702101712593218	0.732291833494665	0.780346918247493	0.253085540844898	0.240447945258025	0.259966621463195	0.246499892433882	-120.810498224022	0.136090383107004	0.467997268057871	5.59407298067933	14.9991114688918	0.0586006706273854
