"Sample"	"NSlikelihood"	"posterior"	"likelihood"	"prior"	"treeLikelihood.file62de10df788e"	"TreeHeight"	"ucldMean"	"ucldStdev"	"rate.mean"	"rate.variance"	"rate.coefficientOfVariation"	"BirthDeath"	"BDBirthRate"	"BDDeathRate"	"logP.mrca.auto_name_1.."	"mrca.age.auto_name_1."
"43"	42	-4891.11522657378	-4984.76466661776	-4891.11522657378	-93.6494400439794	-4891.11522657378	15.0025916961708	0.122088740658827	0.34499450346979	0.12732382983228	0.00178782348235823	0.326137058867391	-95.8875214495476	0.240525682983944	0.693423481784524	2.63037222481594	15.0025916961708
"44"	43	-4881.51751786283	-4989.5212467454	-4881.51751786283	-108.003728882571	-4881.51751786283	15.0025916961708	0.133394466407261	0.263556645330597	0.128860131534695	0.00108308398266163	0.242727649084325	-110.579021602478	0.203439735726141	0.621513418195323	2.63037222481594	15.0025916961708
"45"	44	-4867.78714946466	-4966.92923423246	-4867.78714946466	-99.1420847677962	-4867.78714946466	15.0025916961708	0.150003106620896	0.191462256446813	0.156706676015465	0.000598961086016027	0.163485093213819	-102.053289210301	0.247513901904187	0.236191011406729	2.63037222481594	15.0025916961708
"46"	45	-4842.6284704866	-4935.28483689209	-4842.6284704866	-92.6563664054903	-4842.6284704866	15.0025916961708	0.175732867918247	0.112934042714675	0.174253509374647	0.000380862365782226	0.111056983922341	-96.0162349715104	0.313207730262928	0.0809169463624816	2.63037222481594	15.0025916961708
"47"	46	-4838.34281955021	-4933.27916922088	-4838.34281955021	-94.9363496706685	-4838.34281955021	15.0025916961708	0.175732867918247	0.0519802923936104	0.173804378086404	7.48231623224592e-05	0.0494922576276465	-98.8130672641992	0.233488479658007	0.0698536223514514	2.63037222481594	15.0025916961708
"48"	47	-4834.99415602612	-4927.49683893527	-4834.99415602612	-92.5026829091474	-4834.99415602612	15.0025916961708	0.129135728849637	0.0072252987146653	0.129161777973678	8.87847244581045e-07	0.00729786644426233	-97.405087155754	0.283625376922255	0.0830947685280579	2.63037222481594	15.0025916961708
"49"	48	-4810.08280933792	-4899.97207191976	-4810.08280933792	-89.8892625818414	-4810.08280933792	15.0025916961708	0.14101805354813	0.0767032311495668	0.142261640761328	0.000102767045209579	0.0721975966929058	-93.5221114390309	0.329030670943096	0.10615643117459	2.63037222481594	15.0025916961708
"50"	49	-4761.39773719696	-4858.93977373149	-4761.39773719696	-97.5420365345222	-4761.39773719696	15.0025916961708	0.132099755523225	0.0209054682701592	0.131800366201304	6.72775506691612e-06	0.0196645660620483	-101.919480266855	0.269347421382004	0.299695514204708	2.63037222481594	15.0025916961708
"51"	50	-4760.72717969891	-4861.59587743972	-4760.72717969891	-100.868697740812	-4760.72717969891	15.0025916961708	0.118852039183289	0.0717607977055768	0.119072162385093	7.87063974874783e-05	0.074889426147985	-104.545153465806	0.213440173505973	0.282964733875559	2.63037222481594	15.0025916961708
"52"	51	-4747.17316910299	-4846.97399191078	-4747.17316910299	-99.800822807792	-4747.17316910299	15.0025916961708	0.10663519401405	0.0724630657836958	0.107906990453168	6.55662915560567e-05	0.07540595509921	-103.470955973954	0.153716791513636	0.54558841728729	2.63037222481594	15.0025916961708
"53"	52	-4745.53771213764	-4840.71565916448	-4745.53771213764	-95.177947026842	-4745.53771213764	15.0025916961708	0.0892869333426132	0.24479556464698	0.0905908086738743	0.000560868317531168	0.255105334186537	-97.8363635687918	0.252993984227487	0.479010251269564	2.63037222481594	15.0025916961708
"54"	53	-4737.50130086135	-4826.33959435915	-4737.50130086135	-88.8382934977983	-4737.50130086135	15.0025916961708	0.157024224422224	0.215878289082225	0.155275130538819	0.00152053944063886	0.233342453751835	-91.6303058028316	0.169713669328561	0.586529089432479	2.63037222481594	15.0025916961708
"55"	54	-4710.24398381248	-4807.81306485196	-4710.24398381248	-97.5690810394775	-4710.24398381248	15.0025916961708	0.116542236946306	0.0684722550152966	0.115901933509323	8.09109732707814e-05	0.0774855898604777	-101.275744998282	0.267872111341847	0.401259100542905	2.63037222481594	15.0025916961708
"56"	55	-4681.23346052818	-4782.07045978572	-4681.23346052818	-100.836999257548	-4681.23346052818	15.0025916961708	0.148689211485888	0.19044777652804	0.150082852934309	0.00104031266117398	0.213753791090111	-103.753306058484	0.0759819675847914	0.828078572191319	2.63037222481594	15.0025916961708
"57"	56	-4676.12720992763	-4771.55898234233	-4676.12720992763	-95.4317724146927	-4676.12720992763	15.0004279537638	0.150979180809689	0.0857957579906974	0.149799607803383	0.000163147797883996	0.0838045507303866	-102.256108275867	0.131031222015958	0.519251888801118	5.8972445338141	15.0004279537638
"58"	57	-4596.32731308948	-4695.54445370713	-4596.32731308948	-99.2171406176463	-4596.32731308948	15.0004279537638	0.132830867123664	0.0270024176310181	0.132207902283499	1.00482364424854e-05	0.0238766400151439	-106.727668318907	0.160916593332167	0.528731906787511	5.8972445338141	15.0004279537638
"59"	58	-4587.03984810868	-4682.9656822239	-4587.03984810868	-95.9258341152198	-4587.03984810868	15.0004279537638	0.142382277576844	0.02579482383807	0.142530642553889	9.32081262214512e-06	0.021471945525362	-103.460588362484	0.20052921149984	0.498259556105503	5.8972445338141	15.0004279537638
"60"	59	-4567.06479697275	-4659.70355459846	-4567.06479697275	-92.6387576257088	-4567.06479697275	15.0004279537638	0.124777370188452	0.0124684340427205	0.124796170115559	1.95120510163571e-06	0.0112108911415825	-100.543105523316	0.169102379036295	0.461235653303849	5.8972445338141	15.0004279537638
"61"	60	-4548.29445238938	-4646.11750106799	-4548.29445238938	-97.8230486786056	-4548.29445238938	15.0004279537638	0.121571158553198	0.0335010550621392	0.120750806207345	1.53945585941914e-05	0.0323253793704715	-105.21727428191	0.178341087724404	0.449685081782441	5.8972445338141	15.0004279537638
"62"	61	-4522.35620091968	-4613.85363584187	-4522.35620091968	-91.497434922191	-4522.35620091968	15.0004279537638	0.148832820148266	0.00702344256287249	0.148900634338937	9.32362305702848e-07	0.00648134064541364	-99.6802855091528	0.189767069767698	0.543533868012894	5.8972445338141	15.0004279537638
"63"	62	-4495.42713196348	-4590.01407943665	-4495.42713196348	-94.5869474731681	-4495.42713196348	15.0004279537638	0.148832820148266	0.0328583578380681	0.149566406881591	2.22927948130832e-05	0.0314727779215194	-101.991774284902	0.176301949493358	0.247036328662514	5.8972445338141	15.0004279537638
"64"	63	-4491.60953534255	-4584.72393022103	-4491.60953534255	-93.1143948784856	-4491.60953534255	15.0004279537638	0.133780335353524	0.0089796517179213	0.133715985199533	1.1923231138159e-06	0.00816450558803573	-101.178999376371	0.340701996371994	0.173182275469312	5.8972445338141	15.0004279537638
"65"	64	-4487.98887960418	-4578.79927599221	-4487.98887960418	-90.8103963880285	-4487.98887960418	15.0004279537638	0.141991116640759	0.0034097018823455	0.14194079990073	2.89610972809905e-07	0.00379005455127091	-99.3354077267751	0.275196384592027	0.0702439938133148	5.8972445338141	15.0004279537638
"66"	65	-4487.75184137572	-4580.19204653239	-4487.75184137572	-92.4402051566674	-4487.75184137572	15.0004279537638	0.145996810955256	0.064918883796437	0.144861696252059	8.55643053141451e-05	0.0642030156372349	-99.4475806309861	0.201409331655077	0.213126664248127	5.8972445338141	15.0004279537638
"67"	66	-4483.08173376769	-4575.91098676611	-4483.08173376769	-92.8292529984198	-4483.08173376769	15.0004279537638	0.163061876481607	0.0697221301912491	0.164585648451053	0.000137727471066836	0.0721157470802192	-99.7911882417618	0.146318893120144	0.446045951681345	5.8972445338141	15.0004279537638
"68"	67	-4482.05485405014	-4576.28368807661	-4482.05485405014	-94.2288340264729	-4482.05485405014	15.0004279537638	0.116418219380224	0.075316119414057	0.114922402436092	8.47076846516384e-05	0.0795922912654688	-101.140589466487	0.202671022418082	0.324848707369659	5.8972445338141	15.0004279537638
"69"	68	-4479.16713029997	-4579.23548475596	-4479.16713029997	-100.06835445599	-4479.16713029997	15.0004279537638	0.116418219380224	0.246495235426865	0.111155578445165	0.00089922762192778	0.264665425463553	-105.986007127418	0.298127453930013	0.301287945877094	5.8972445338141	15.0004279537638
"70"	69	-4461.74653166708	-4561.38686765733	-4461.74653166708	-99.6403359902453	-4461.74653166708	15.0004279537638	0.112855073946346	0.0148453868834144	0.113018712556346	3.35605059757188e-06	0.0162084377630576	-107.458125135333	0.152360384783861	0.481216889825817	5.8972445338141	15.0004279537638
"71"	70	-4459.4790160202	-4557.55757078723	-4459.4790160202	-98.0785547670293	-4459.4790160202	15.0004279537638	0.144811267602881	0.0147718069941063	0.144756887608327	5.01792503485228e-06	0.0154612024630227	-105.898824187113	0.192558695195649	0.230701671533484	5.8972445338141	15.0004279537638
"72"	71	-4439.21093688047	-4535.05143826029	-4439.21093688047	-95.8405013798136	-4439.21093688047	15.0004279537638	0.11961818968625	0.0059322515632729	0.119715011596717	4.79415550352819e-07	0.00578704940148897	-104.103947619247	0.188696499943684	0.306285260302816	5.8972445338141	15.0004279537638
"73"	72	-4408.22552462966	-4500.97094337712	-4408.22552462966	-92.7454187474648	-4408.22552462966	15.0004279537638	0.127415430089941	0.0130192583960911	0.127815796966254	2.74208342049065e-06	0.0129729892641482	-100.628421455982	0.212362013960633	0.440803237148141	5.8972445338141	15.0004279537638
"74"	73	-4392.37185683377	-4492.01421088471	-4392.37185683377	-99.6423540509444	-4392.37185683377	15.0004279537638	0.115864103001038	0.00647169396252306	0.115966968580073	6.05284546727815e-07	0.00670638062268455	-107.864317286025	0.264864037007152	0.261189210598994	5.8972445338141	15.0004279537638
"75"	74	-4373.63917629263	-4473.03511076709	-4373.63917629263	-99.3959344744538	-4373.63917629263	15.0004279537638	0.0813347510939704	0.0373884648711803	0.0808959142525287	9.244052962787e-06	0.0375571540322104	-106.729435796297	0.183512229428241	0.236866137336366	5.8972445338141	15.0004279537638
"76"	75	-4365.06098134031	-4465.32482442159	-4365.06098134031	-100.263843081277	-4365.06098134031	15.0004279537638	0.146820962827651	0.251152848132106	0.147232474764544	0.00146881756658665	0.257696835326335	-106.160681607822	0.213230399422543	0.511973936402071	5.8972445338141	15.0004279537638
"77"	76	-4355.30877814543	-4458.87956400555	-4355.30877814543	-103.570785860126	-4355.30877814543	15.0004279537638	0.147339027630901	0.428186613224061	0.162672460332612	0.00504559704506971	0.482729806443988	-108.758441656111	0.195017263006356	0.225686074405469	5.8972445338141	15.0004279537638
"78"	77	-4353.52814388264	-4453.4190433678	-4353.52814388264	-99.8908994851607	-4353.52814388264	15.0004279537638	0.138350053543856	0.210294388974469	0.137590260243735	0.000755590051951147	0.199667534687899	-105.976470879579	0.25919313669445	0.149229433448266	5.8972445338141	15.0004279537638
"79"	78	-4352.61685945751	-4453.60767324857	-4352.61685945751	-100.990813791055	-4352.61685945751	15.0004279537638	0.0955073121185041	0.441708398075465	0.0917210638895276	0.00225862299815912	0.486601363284549	-106.128748762805	0.183350418505258	0.333335612475545	5.8972445338141	15.0004279537638
"80"	79	-4350.26868319912	-4454.63214466362	-4350.26868319912	-104.363461464502	-4350.26868319912	15.0004279537638	0.10921603532043	0.127057193392014	0.10847924985671	0.000244483645029033	0.141833671898302	-110.898970575803	0.192466968185569	0.267040285468782	5.8972445338141	15.0004279537638
"81"	80	-4337.54289734048	-4440.78964496482	-4337.54289734048	-103.246747624336	-4337.54289734048	15.0004279537638	0.107855850863955	0.254468040482732	0.110980995577841	0.000755115228308976	0.247963729717482	-109.128867890629	0.249232908583012	0.115354372208819	5.8972445338141	15.0004279537638
"82"	81	-4333.89975851675	-4439.32983635854	-4333.89975851675	-105.430077841795	-4333.89975851675	15.0004279537638	0.0813613587949098	0.15845468816591	0.0803606017963642	0.000200115446140793	0.173152445264302	-111.781702284452	0.194179978848053	0.0260695484657129	5.8972445338141	15.0004279537638
"83"	82	-4317.9349500033	-4422.26876562972	-4317.9349500033	-104.333815626424	-4317.9349500033	15.0004279537638	0.100300549704718	0.117170679465785	0.0984569546313151	0.00014479811521175	0.122485482904508	-110.932507445195	0.198838417687898	0.0458676864586844	5.8972445338141	15.0004279537638
"84"	83	-4308.12185167238	-4408.83992402515	-4308.12185167238	-100.718072352769	-4308.12185167238	15.0004279537638	0.090021802522926	0.042453751176985	0.0896011746487189	1.49925620800234e-05	0.0433806657869581	-107.979815068873	0.21098886644898	0.0303431857961517	5.8972445338141	15.0004279537638
"85"	84	-4286.60649390504	-4388.79151447802	-4286.60649390504	-102.185020572986	-4286.60649390504	15.0004279537638	0.0789819217843165	0.0320017517679514	0.0784728780090504	5.5208674485891e-06	0.0298579913113775	-109.604252089055	0.210459301660734	0.0443167022561355	5.8972445338141	15.0004279537638
"86"	85	-4274.06775597638	-4375.39026493669	-4274.06775597638	-101.322508960316	-4274.06775597638	15.0004279537638	0.0717679569940518	0.0143371156240923	0.0716275783911506	8.79617310905287e-07	0.0130876789633206	-109.157668190203	0.223300538451858	0.152537749206932	5.8972445338141	15.0004279537638
"87"	86	-4253.79260202001	-4352.15667473299	-4253.79260202001	-98.3640727129828	-4253.79260202001	15.0004279537638	0.121043512781597	0.0183859376766759	0.12107803165719	4.3811559819897e-06	0.0173114790704639	-106.074112819481	0.202316065680442	0.274469174716828	5.8972445338141	15.0004279537638
"88"	87	-4243.64242165518	-4338.55290240031	-4243.64242165518	-94.9104807451279	-4243.64242165518	15.0004279537638	0.108466595397771	0.0201307531280357	0.108407320818564	5.36090743301865e-06	0.021362881409515	-102.574211044115	0.216368636845533	0.29801034410713	5.8972445338141	15.0004279537638
"89"	88	-4242.37923506586	-4343.33986465357	-4242.37923506586	-100.960629587709	-4242.37923506586	15.0004279537638	0.102432646754487	0.0289984775464926	0.102074588595048	6.94287909109661e-06	0.0257864639418689	-108.433096320118	0.304919333052487	0.082406219200833	5.8972445338141	15.0004279537638
"90"	89	-4234.33127259352	-4338.91999621894	-4234.33127259352	-104.588723625425	-4234.33127259352	15.0004279537638	0.102293667943188	0.106178602970357	0.101754251330525	0.00010361904830307	0.0996575013653593	-111.261551619839	0.184927062046445	0.0691085585503215	5.8972445338141	15.0004279537638
"91"	90	-4203.39023439045	-4305.39576579294	-4203.39023439045	-102.005531402489	-4203.39023439045	15.0004279537638	0.0830855829264538	0.0604733947579724	0.0831804389970938	2.61367632278045e-05	0.0617611902062172	-109.057205820815	0.223122561291178	0.167285851582239	5.8972445338141	15.0004279537638
"92"	91	-4198.27895791222	-4299.46089394679	-4198.27895791222	-101.181936034566	-4198.27895791222	15.0004279537638	0.0935985424465556	0.094239815822267	0.0941233571846923	6.43523943777966e-05	0.0857933513383198	-107.940942022461	0.230317333796318	0.0925999279363014	5.8972445338141	15.0004279537638
"93"	92	-4186.23880965947	-4283.52187657401	-4186.23880965947	-97.2830669145374	-4186.23880965947	15.0004279537638	0.0929628144441555	0.00283251013948605	0.0929498424490035	6.64204549130223e-08	0.00277207782126772	-105.8949761286	0.182196493436963	0.303443280776523	5.8972445338141	15.0004279537638
"94"	93	-4154.21273445471	-4254.5464015983	-4154.21273445471	-100.333667143586	-4154.21273445471	15.0025095561624	0.0821247140847534	0.00377318503260403	0.0822179484470126	9.31940722463728e-08	0.00371535974522567	-105.75372681021	0.221847820152423	0.24305673273198	2.83988067958287	15.0025095561624
