"Sample"	"NSlikelihood"	"posterior"	"likelihood"	"prior"	"treeLikelihood.file60fc144cac37"	"TreeHeight"	"ucldMean"	"ucldStdev"	"rate.mean"	"rate.variance"	"rate.coefficientOfVariation"	"BirthDeath"	"BDBirthRate"	"BDDeathRate"	"logP.mrca.auto_name_1.."	"mrca.age.auto_name_1."
"97"	96	-4246.92334511996	-4284.21773347562	-4246.92334511996	-37.2943883556544	-4246.92334511996	15.001121059737	0.585086108509579	0.155100468418444	0.623330871228695	0.00728097732012956	0.143482290983631	-43.1278310489722	0.254352563252854	0.891495882935074	5.36042927884739	15.001121059737
"98"	97	-4238.68476326292	-4280.91532320027	-4238.68476326292	-42.2305599373526	-4238.68476326292	15.001121059737	0.594473914802063	0.0411451277328698	0.598815597068827	0.000611781820606133	0.0413235265691848	-48.9733290240498	0.386096682686908	0.807582300700955	5.36042927884739	15.001121059737
"99"	98	-4232.99609993189	-4283.82639505136	-4232.99609993189	-50.8302951194738	-4232.99609993189	15.001121059737	0.473910581297446	0.454905030173461	0.552867130861533	0.0530344611676155	0.449774885077958	-55.3833060368153	0.218940648572352	0.874795048348444	5.36042927884739	15.001121059737
"100"	99	-4219.99907685647	-4267.74442330325	-4219.99907685647	-47.7453464467763	-4219.99907685647	15.001121059737	0.473910581297446	0.0814063155854053	0.462403342337794	0.00138308087678274	0.0778165042630796	-54.0685394408908	0.119189518352598	0.914011492628843	5.36042927884739	15.001121059737
"101"	100	-4206.91068092913	-4254.52884610133	-4206.91068092913	-47.6181651722026	-4206.91068092913	15.001121059737	0.489407266139256	0.0190896374334206	0.488328654724844	7.38091784714962e-05	0.0175641925314379	-54.7722549880972	0.0980549606870322	0.937885484600318	5.36042927884739	15.001121059737
"102"	101	-4206.5060838963	-4260.65367369263	-4206.5060838963	-54.1475897963329	-4206.5060838963	15.001121059737	0.362416786857221	0.0872341569901538	0.356056483780861	0.000689081376753059	0.0732622173051623	-60.423689180419	0.0600939014835285	0.937885484600318	5.36042927884739	15.001121059737
"103"	102	-4204.81318641364	-4257.5678087191	-4204.81318641364	-52.7546223054616	-4204.81318641364	15.001121059737	0.362416786857221	0.202460304610077	0.356735544915479	0.00306838816225062	0.15924091869583	-58.3413707728708	0.0978399025877084	0.939474528684937	5.36042927884739	15.001121059737
"104"	103	-4203.77408517099	-4252.64353505674	-4203.77408517099	-48.8694498857491	-4203.77408517099	15.001121059737	0.434733188365159	0.0451688778050884	0.429905176033632	0.000345521345395602	0.0429676494546017	-55.5587262335305	0.0879942102978791	0.930990909623098	5.36042927884739	15.001121059737
"105"	104	-4197.88756614582	-4249.04404300395	-4197.88756614582	-51.1564768581285	-4197.88756614582	15.001121059737	0.420905663043261	0.0640608548695614	0.424739573088109	0.00065592051707437	0.0607673957093458	-57.635409464305	0.0820451345525563	0.944615078515089	5.36042927884739	15.001121059737
"106"	105	-4194.98546740865	-4241.17055028333	-4194.98546740865	-46.1850828746731	-4194.98546740865	15.001121059737	0.400230448157176	0.0331875158499012	0.401812011222407	0.000143352794580419	0.0299893720219213	-53.0476434342958	0.0395732378916131	0.977759306034086	5.36042927884739	15.001121059737
"107"	106	-4184.91019875582	-4228.92186773889	-4184.91019875582	-44.0116689830678	-4184.91019875582	15.001121059737	0.634481815464766	0.0725577404736855	0.627924693111827	0.00207442055117453	0.0724203580930542	-50.411010168106	0.0328847723568031	0.980557006427436	5.36042927884739	15.001121059737
"108"	107	-4164.42174851431	-4214.07232421244	-4164.42174851431	-49.650575698136	-4164.42174851431	15.001121059737	0.384615341338937	0.0449413452342649	0.382710963501895	0.000312675795713456	0.0459469507041655	-56.3427729053344	0.0210433846153806	0.984196213820075	5.36042927884739	15.001121059737
"109"	108	-4152.91303669992	-4205.62710271398	-4152.91303669992	-52.7140660140663	-4152.91303669992	15.001121059737	0.420705676334369	0.0187724855052653	0.420569934524767	6.90928329006738e-05	0.0197936009236543	-59.8766995460956	0.0351169942105289	0.984196213820075	5.36042927884739	15.001121059737
"110"	109	-4148.72448704026	-4196.26688058019	-4148.72448704026	-47.5423935399358	-4148.72448704026	15.001121059737	0.483265171713997	0.0192796718509521	0.483153221428813	0.000111984431438473	0.0218819303154292	-54.6914252040784	0.0528850293371455	0.967415622461813	5.36042927884739	15.001121059737
"111"	110	-4148.44092735246	-4202.73824671758	-4148.44092735246	-54.2973193651218	-4148.44092735246	15.001121059737	0.47676089110678	0.173182194425063	0.421204312011789	0.00675452243905504	0.176865985757373	-60.032646489664	0.0968154575625161	0.95669862138935	5.36042927884739	15.001121059737
"112"	111	-4131.28610436556	-4183.05536900988	-4131.28610436556	-51.7692646443151	-4131.28610436556	15.001121059737	0.352231233818736	0.133642346085518	0.333906322296386	0.0023461356344214	0.141082864410182	-57.7274514260968	0.0553982092528525	0.959928445185619	5.36042927884739	15.001121059737
"113"	112	-4127.856802646	-4178.73784707277	-4127.856802646	-50.8810444267682	-4127.856802646	15.001121059737	0.315044427278393	0.025191558488684	0.313896511363058	8.30295803549766e-05	0.0289005917322045	-57.8914583754884	0.0710209095049054	0.951204395942926	5.36042927884739	15.001121059737
"114"	113	-4127.53535957683	-4183.78353217744	-4127.53535957683	-56.2481726006113	-4127.53535957683	15.001121059737	0.299814325613029	0.0478952044788424	0.297271528531471	0.000234175891260907	0.0510450616163852	-62.9033273997782	0.0473237334211452	0.947689156059699	5.36042927884739	15.001121059737
"115"	114	-4122.06979416099	-4182.87484185013	-4122.06979416099	-60.8050476891428	-4122.06979416099	15.001121059737	0.349743834290492	0.0726541820863424	0.341783695813664	0.0008132714431198	0.0820285364991167	-67.2035247993252	0.0609421685879905	0.93846579295114	5.36042927884739	15.001121059737
"116"	115	-4118.37549725881	-4188.87964111572	-4118.37549725881	-70.5041438569012	-4118.37549725881	15.001121059737	0.300317322981293	0.33460231971595	0.253971207848568	0.00852086613907508	0.319454003417106	-75.5135757950814	0.106529187426078	0.936320874201788	5.36042927884739	15.001121059737
"117"	116	-4115.97882587884	-4184.82304611786	-4115.97882587884	-68.8442202390176	-4115.97882587884	15.001121059737	0.28885811190471	0.122583353181498	0.26885245452394	0.0010847296813267	0.116537722974521	-74.8711323273016	0.0798397024882057	0.923681665760097	5.36042927884739	15.001121059737
"118"	117	-4105.87458153053	-4168.48186122107	-4105.87458153053	-62.6072796905484	-4105.87458153053	15.001121059737	0.300740640724651	0.0324122395028128	0.30034633778087	0.000115853446204087	0.0357956561743022	-69.4827530807346	0.186730433558548	0.738283072621819	5.36042927884739	15.001121059737
"119"	118	-4104.03939074411	-4164.4719032228	-4104.03939074411	-60.4325124786908	-4104.03939074411	15.001121059737	0.327931821363777	0.103234402051463	0.316228424521106	0.00123649389712726	0.107805970590443	-66.5891812279461	0.272203077224499	0.703518751837536	5.36042927884739	15.001121059737
"120"	119	-4101.9067376728	-4165.79963357505	-4101.9067376728	-63.8928959022424	-4101.9067376728	15.001121059737	0.254135851880816	0.0481920531123976	0.253718533098056	0.000118352201201896	0.0427701903610384	-70.5444287107029	0.260221416231476	0.749760574532763	5.36042927884739	15.001121059737
"121"	120	-4094.86748874989	-4166.78496436198	-4094.86748874989	-71.917475612084	-4094.86748874989	15.0016804051136	0.236725610454308	0.215699320576902	0.221025921810614	0.00224866389482897	0.205476395713549	-76.6569022332144	0.221532048285327	0.661582749365515	4.57693607287111	15.0016804051136
"122"	121	-4093.05451339196	-4174.47071530441	-4093.05451339196	-81.416201912454	-4093.05451339196	15.0016804051136	0.157836221124393	0.0498274635047761	0.157131482928283	6.92103173773211e-05	0.0527626730365927	-87.2645946660867	0.114910482821867	0.749941136561711	4.57693607287111	15.0016804051136
"123"	122	-4091.50881618323	-4175.79395694822	-4091.50881618323	-84.2851407649881	-4091.50881618323	15.0016804051136	0.156066495679163	0.00707638750010717	0.155857303740204	1.17170417808291e-06	0.0069383906953366	-91.1440866302311	0.169466484458979	0.605925407206186	4.57693607287111	15.0016804051136
"124"	123	-4091.28867928766	-4174.04085770041	-4091.28867928766	-82.7521784127506	-4091.28867928766	15.0016804051136	0.134557817351708	0.0049204018077117	0.134564126409301	4.28410189059239e-07	0.00486398669180467	-89.7840667841062	0.180284553852615	0.612605484404475	4.57693607287111	15.0016804051136
"125"	124	-4062.69823234799	-4147.07818780429	-4062.69823234799	-84.3799554562979	-4062.69823234799	15.0016804051136	0.163974794473736	0.013134098086632	0.164019241222164	4.3069900898623e-06	0.0126577859182268	-90.938305728264	0.262742522555665	0.593171736831343	4.57693607287111	15.0016804051136
"126"	125	-4059.77046215106	-4138.43482393081	-4059.77046215106	-78.6643617797528	-4059.77046215106	15.0016804051136	0.147520906962182	0.0394484316171712	0.147739468088722	3.46822204610249e-05	0.039875935275834	-84.6474684453874	0.27281571428914	0.383521832864118	4.57693607287111	15.0016804051136
"127"	126	-4058.60880378936	-4138.55354535201	-4058.60880378936	-79.9447415626502	-4058.60880378936	15.0016804051136	0.166962656973626	0.0146176824106625	0.166742156988584	6.91293944387179e-06	0.0157393347894287	-86.4499350055526	0.287370203425769	0.448358288041262	4.57693607287111	15.0016804051136
"128"	127	-4055.23351525674	-4144.89949850272	-4055.23351525674	-89.6659832459832	-4055.23351525674	15.0016804051136	0.145183259121675	0.0954922340149275	0.146481878434148	0.000198931032087191	0.0966230324931063	-95.095323058594	0.254665201858833	0.48515747777268	4.57693607287111	15.0016804051136
"129"	128	-4040.21470376451	-4123.89758796097	-4040.21470376451	-83.6828841964608	-4040.21470376451	15.0016804051136	0.145183259121675	0.0183418151798348	0.145717978444816	8.33363880769621e-06	0.0198375795632384	-90.0738375700368	0.262209538489415	0.325276536051559	4.57693607287111	15.0016804051136
"130"	129	-4039.20374093171	-4117.63284463972	-4039.20374093171	-78.429103708004	-4039.20374093171	15.0016804051136	0.172726343039737	0.186273879911317	0.170360683025135	0.00092483998957092	0.17355444631558	-83.313106092141	0.303987505030353	0.345210739095866	4.57693607287111	15.0016804051136
"131"	130	-4028.95255261622	-4109.37626533554	-4028.95255261622	-80.4237127193211	-4028.95255261622	15.0016804051136	0.172726343039737	0.0411230217332965	0.17363327863114	3.34585869440607e-05	0.033324053517562	-86.3832939094012	0.298831745250891	0.127189677862294	4.57693607287111	15.0016804051136
"132"	131	-4021.15032120063	-4107.22559342257	-4021.15032120063	-86.0752722219463	-4021.15032120063	15.0016804051136	0.144844629986479	0.189127833521426	0.139294753924003	0.00056549409594736	0.165392061449025	-90.9448011431752	0.397394954621486	0.381364191514888	4.57693607287111	15.0016804051136
"133"	132	-4016.73842851646	-4105.88047700785	-4016.73842851646	-89.1420484913964	-4016.73842851646	15.0016804051136	0.144844629986479	0.0957751301003602	0.145077675764706	0.000160508383776979	0.088311647570752	-94.5692856241251	0.213592157147268	0.330493388463366	4.57693607287111	15.0016804051136
"134"	133	-4006.61026533827	-4093.04823201652	-4006.61026533827	-86.4379666782452	-4006.61026533827	15.0016804051136	0.133052481254946	0.0166570253377181	0.13266357932069	3.47444194198524e-06	0.0140250406543429	-92.8776918202602	0.200993223351048	0.764375689938732	4.57693607287111	15.0016804051136
"135"	134	-4001.16784615519	-4089.28030317015	-4001.16784615519	-88.1124570149622	-4001.16784615519	15.0016804051136	0.133052481254946	0.0212450328786725	0.133119339665217	9.2788192150357e-06	0.0228601770699712	-94.4281573209806	0.126974624723469	0.801581797558346	4.57693607287111	15.0016804051136
"136"	135	-3999.54174879815	-4089.58171372467	-3999.54174879815	-90.0399649265239	-3999.54174879815	15.0016804051136	0.124658388805554	0.0267788522910302	0.125041221120018	9.81020278139654e-06	0.0251410835781603	-96.2345972991214	0.259537839041539	0.529177500466713	4.57693607287111	15.0016804051136
"137"	136	-3993.61363969303	-4086.26365063353	-3993.61363969303	-92.6500109405047	-3993.61363969303	15.0016804051136	0.129568711769108	0.125558053904597	0.129279409677679	0.000251162497112141	0.122931579457024	-97.8746015983764	0.236807916764035	0.347766669310485	4.57693607287111	15.0016804051136
"138"	137	-3991.89825576131	-4080.96399275091	-3991.89825576131	-89.0657369896027	-3991.89825576131	15.0016804051136	0.123068500793578	0.107662316676732	0.123548140857004	0.000175026486213435	0.107465283868431	-94.4079824580575	0.269136752641512	0.341642528203101	4.57693607287111	15.0016804051136
"139"	138	-3982.66886178547	-4073.24900601317	-3982.66886178547	-90.5801442277008	-3982.66886178547	15.0016804051136	0.110111960486808	0.0665545014819499	0.107984507374813	5.8283137258409e-05	0.0698779392197713	-96.2514724334476	0.238356955321274	0.200006977763232	4.57693607287111	15.0016804051136
"140"	139	-3981.25874169228	-4075.42218266598	-3981.25874169228	-94.1634409737052	-3981.25874169228	15.0016804051136	0.110111960486808	0.0745831213408624	0.109643709215851	6.60259489257758e-05	0.0739917901168842	-99.7613099896349	0.297358632417982	0.0920730379707006	4.57693607287111	15.0016804051136
"141"	140	-3981.12152891813	-4076.11039736605	-3981.12152891813	-94.9888684479279	-3981.12152891813	15.0016804051136	0.108147278699304	0.0473569098841193	0.107781928730571	3.1148281092721e-05	0.0516349298687367	-100.867143295127	0.323535934569138	0.0794833113899841	4.57693607287111	15.0016804051136
"142"	141	-3977.99101564968	-4078.2280971172	-3977.99101564968	-100.237081467524	-3977.99101564968	15.0016804051136	0.0871152487585908	0.100911267349166	0.0873784096629972	7.09440289567639e-05	0.0957143260257836	-105.626819070028	0.201383108185003	0.0887105350153811	4.57693607287111	15.0016804051136
"143"	142	-3971.35532433749	-4071.70022184183	-3971.35532433749	-100.344897504344	-3971.35532433749	15.0016804051136	0.0987217871921389	0.201579508043682	0.0972036237675026	0.000263804692770468	0.162413522569103	-105.152466443585	0.193038805341227	0.582301470808871	4.57693607287111	15.0016804051136
"144"	143	-3970.82477880246	-4072.02284162059	-3970.82477880246	-101.198062818132	-3970.82477880246	15.0016804051136	0.0987217871921389	0.0498214564372192	0.0983851697817402	1.58469492654537e-05	0.0403510406630877	-107.046526809145	0.196834955933083	0.469544977796076	4.57693607287111	15.0016804051136
"145"	144	-3968.07437460933	-4069.48837747109	-3968.07437460933	-101.41400286176	-3968.07437460933	15.0016804051136	0.0936719208275549	0.0777230956337304	0.0947083352328519	4.48983256774977e-05	0.070898801569416	-106.984663817091	0.202332199721349	0.477851403052652	4.57693607287111	15.0016804051136
"146"	145	-3963.5031078067	-4066.3440386738	-3963.5031078067	-102.840930867103	-3963.5031078067	15.0016804051136	0.0936719208275549	0.105008869003079	0.0939372394274663	7.29427558623436e-05	0.0905487242844512	-108.201613550748	0.198396892911855	0.271380830663922	4.57693607287111	15.0016804051136
"147"	146	-3963.2651196544	-4064.46598785948	-3963.2651196544	-101.200868205084	-3963.2651196544	15.0016804051136	0.0936719208275549	0.0609902806845093	0.0944972294952807	2.76569235170445e-05	0.055825215992456	-106.92696223639	0.205907559008099	0.226979513321061	4.57693607287111	15.0016804051136
"148"	147	-3962.84711742894	-4064.23692090076	-3962.84711742894	-101.389803471819	-3962.84711742894	15.0016804051136	0.093235118993719	0.170899102653927	0.0908529635250591	0.000232543114971464	0.165877350888684	-106.35372553377	0.195495409566206	0.150520388558446	4.57693607287111	15.0016804051136
"149"	148	-3956.87579341968	-4058.77117165361	-3956.87579341968	-101.895378233936	-3956.87579341968	15.0016804051136	0.0852292232244235	0.338301352057889	0.0808514226755444	0.000978453351396885	0.371341872227	-106.106569300602	0.215128027258228	0.10735836794284	4.57693607287111	15.0016804051136
"150"	149	-3954.84771457842	-4056.77918016233	-3954.84771457842	-101.931465583915	-3954.84771457842	15.0016804051136	0.0939408775368474	0.317368801236265	0.0979712795266334	0.000814544853324659	0.294352599929358	-106.226875181057	0.261727420574658	0.123562985099855	4.57693607287111	15.0016804051136
"151"	150	-3947.19302508037	-4044.65472764903	-3947.19302508037	-97.4617025686553	-3947.19302508037	15.0016804051136	0.0939408775368474	0.0475907106794509	0.0945591326289333	1.91211909863385e-05	0.0462791305548364	-103.337097811913	0.261028772030188	0.0652049763274441	4.57693607287111	15.0016804051136
"152"	151	-3945.47139548525	-4047.64469563458	-3945.47139548525	-102.173300149331	-3945.47139548525	14.9971841639737	0.0925115143853486	0.0166392443062385	0.0924967355594349	2.92962917723465e-06	0.0185104007636507	-106.060977990103	0.242725460515091	0.119965840420438	2.02435048221614	14.9971841639737
"153"	152	-3944.83950128663	-4048.1759561622	-3944.83950128663	-103.336454875565	-3944.83950128663	14.9971841639737	0.0918036606456728	0.178973836102586	0.0924725940360459	0.000259283317723144	0.174329269822642	-105.705392806883	0.21593858795536	0.162436465256927	2.02435048221614	14.9971841639737
"154"	153	-3942.49609424204	-4043.33471615964	-3942.49609424204	-100.838621917591	-3942.49609424204	14.9971841639737	0.0890846344832377	0.0923533978004776	0.0881093962630234	6.32245219086052e-05	0.0889752031221559	-103.73898282494	0.260239428746746	0.286282556763106	2.02435048221614	14.9971841639737
"155"	154	-3942.0939156703	-4042.36351532331	-3942.0939156703	-100.269599653015	-3942.0939156703	14.9971841639737	0.108432693473827	0.107659855988913	0.109147637581254	0.000140363175058348	0.110593964075161	-103.059276496936	0.22211350332922	0.17989837802635	2.02435048221614	14.9971841639737
"156"	155	-3937.63059790384	-4034.8699024638	-3937.63059790384	-97.2393045599569	-3937.63059790384	14.9971841639737	0.101477388469266	0.12583419748846	0.102076188475883	0.000182972619596451	0.132771612797518	-99.9095750892902	0.133600372954371	0.584112240269591	2.02435048221614	14.9971841639737
"157"	156	-3935.24231141065	-4035.96400536074	-3935.24231141065	-100.721693950093	-3935.24231141065	14.9971841639737	0.100265356936517	0.363430351448389	0.0961427128949607	0.00122039613396759	0.354767886170707	-102.281511543441	0.134329830588949	0.692014053169831	2.02435048221614	14.9971841639737
"158"	157	-3934.9641130077	-4033.13298296791	-3934.9641130077	-98.1688699602088	-3934.9641130077	14.9971841639737	0.104780908999889	0.0490361935026362	0.10614797409044	3.08274948522563e-05	0.0529122438158515	-101.474118970318	0.326171664464415	0.156538298579177	2.02435048221614	14.9971841639737
"159"	158	-3929.77459821878	-4029.05865289103	-3929.77459821878	-99.2840546722482	-3929.77459821878	14.9971841639737	0.0881872545123548	0.150535854914377	0.0885413943391713	0.000147854193088278	0.138094906349476	-101.807123922643	0.27725188856233	0.12087145214281	2.02435048221614	14.9971841639737
"160"	159	-3926.4524342728	-4027.24709293609	-3926.4524342728	-100.79465866329	-3926.4524342728	14.9971841639737	0.0845072934475995	0.00425746228565202	0.0844414762336208	1.13894017594253e-07	0.00399420681328036	-105.342325012258	0.240205018773114	0.110480833150771	2.02435048221614	14.9971841639737
"161"	160	-3925.12317553103	-4031.19176777815	-3925.12317553103	-106.068592247117	-3925.12317553103	14.9971841639737	0.0845072934475995	0.00925142036228739	0.0846566163594393	4.23789889091849e-07	0.00770166744090881	-110.245863786752	0.272816104776185	0.133579254703354	2.02435048221614	14.9971841639737
"162"	161	-3923.13652154163	-4025.33302003418	-3923.13652154163	-102.196498492546	-3923.13652154163	14.9971841639737	0.0877871363300495	0.00429141190465427	0.08774333202402	1.56835411958038e-07	0.00451079258544984	-106.740419209187	0.19354542450298	0.34170698492955	2.02435048221614	14.9971841639737
"163"	162	-3920.31868785444	-4021.41531646008	-3920.31868785444	-101.096628605639	-3920.31868785444	14.9971841639737	0.0825686532265047	0.00218595177559146	0.0825503771109541	2.49212235167298e-08	0.00191208135494161	-105.956631920994	0.167720986420239	0.34637521257171	2.02435048221614	14.9971841639737
"164"	163	-3916.2342536264	-4016.25142139408	-3916.2342536264	-100.017167767676	-3916.2342536264	14.9971841639737	0.0825686532265047	0.00581540325961053	0.0825696781608592	2.13283303893632e-07	0.00559632075565683	-104.417184980456	0.155120970319537	0.429710469629004	2.02435048221614	14.9971841639737
"165"	164	-3914.61445860477	-4018.767611233	-3914.61445860477	-104.153152628223	-3914.61445860477	14.9971841639737	0.0825686532265047	0.0281733701089157	0.0826636302227345	5.35198312865063e-06	0.0279683306389502	-107.768175803748	0.197738684905378	0.25262928783701	2.02435048221614	14.9971841639737
"166"	165	-3912.54338838899	-4008.07697076897	-3912.54338838899	-95.5335823799782	-3912.54338838899	14.9971841639737	0.0959941610910197	0.00276972353063278	0.0960028291452293	6.96967317512359e-08	0.00275007789323013	-100.283082176586	0.184273048352197	0.606061340074258	2.02435048221614	14.9971841639737
"167"	166	-3908.57763257182	-4001.64852560266	-3908.57763257182	-93.0708930308413	-3908.57763257182	14.9971841639737	0.114261348776699	0.00182725708815981	0.114252186986503	3.83429325611672e-08	0.00171392884519346	-98.0143555364335	0.379730119468556	0.16505359930293	2.02435048221614	14.9971841639737
"168"	167	-3905.54200492185	-3996.82266241769	-3905.54200492185	-91.2806574958384	-3905.54200492185	14.9971841639737	0.11639435836067	0.00307350419461336	0.116382934739523	1.07632514643777e-07	0.00281844354567863	-95.9814476342795	0.30489306831293	0.0406023569078854	2.02435048221614	14.9971841639737
"169"	168	-3904.6434512095	-3999.34292518785	-3904.6434512095	-94.6994739783503	-3904.6434512095	14.9971841639737	0.108847548235126	0.0104997162306032	0.108572256050235	1.37758161401575e-06	0.0107974442833144	-98.8152035198191	0.306565252502398	0.0224547822945903	2.02435048221614	14.9971841639737
"170"	169	-3903.17032101748	-3999.1640771976	-3903.17032101748	-95.9937561801256	-3903.17032101748	14.9971841639737	0.111864719945661	0.0903226515578818	0.113085672536492	0.00010359539114027	0.0908994539155597	-98.9096712048552	0.38801764764876	0.0459199911094781	2.02435048221614	14.9971841639737
"171"	170	-3902.4013667644	-3996.19391568441	-3902.4013667644	-93.7925489200174	-3902.4013667644	14.9971841639737	0.105718390529563	0.087822938550305	0.10593424817134	8.24602957406197e-05	0.0854381798270342	-96.7279307892972	0.270943277717198	0.374277042993118	2.02435048221614	14.9971841639737
"172"	171	-3900.92960381726	-3999.87278184696	-3900.92960381726	-98.9431780297007	-3900.92960381726	14.9971841639737	0.105718390529563	0.117722886039932	0.107544183800802	0.000162648155633915	0.11966858483235	-101.665365157158	0.161159747242142	0.339410143588805	2.02435048221614	14.9971841639737
"173"	172	-3900.09109651585	-3997.89063641433	-3900.09109651585	-97.799539898485	-3900.09109651585	14.9971841639737	0.105718390529563	0.0283952514395186	0.106114537730136	1.00482451029558e-05	0.0298446538920676	-101.410370372138	0.136882352836941	0.594103102447904	2.02435048221614	14.9971841639737
"174"	173	-3896.99090889419	-3994.89903084027	-3896.99090889419	-97.9081219460727	-3896.99090889419	14.9971841639737	0.0937260925649737	0.00943966670415762	0.0937096174637336	8.76626601283634e-07	0.00997958660566105	-102.075626460805	0.134447610312589	0.634663441640892	2.02435048221614	14.9971841639737
"175"	174	-3896.08779246267	-3996.48275425906	-3896.08779246267	-100.394961796393	-3896.08779246267	14.9971841639737	0.0937260925649737	0.004545646524952	0.0938060207830742	1.52994430582601e-07	0.00417400449206734	-104.9117188618	0.195604747980501	0.591954093065122	2.02435048221614	14.9971841639737
"176"	175	-3895.58880910131	-3996.24428988974	-3895.58880910131	-100.655480788432	-3895.58880910131	14.9971841639737	0.0853880065424887	0.00307944442188131	0.0853949442877221	9.04208933606707e-08	0.0035221526205523	-105.35536640633	0.206254535441134	0.389826673455282	2.02435048221614	14.9971841639737
"177"	176	-3891.696572558	-3995.28193233731	-3891.696572558	-103.585359779306	-3891.696572558	14.9971841639737	0.0853880065424887	0.00276853740337631	0.085397477578582	5.88481189016759e-08	0.00284073978872762	-108.335059889165	0.25939393382584	0.193503310366951	2.02435048221614	14.9971841639737
"178"	177	-3891.45236983008	-3994.13546325602	-3891.45236983008	-102.683093425941	-3891.45236983008	14.9971841639737	0.0899300488530746	0.00514080549133056	0.0898943065564702	2.33714662785537e-07	0.00537923929680001	-107.141644546941	0.238975740805632	0.156718408526805	2.02435048221614	14.9971841639737
"179"	178	-3891.19902149744	-3992.60263836554	-3891.19902149744	-101.403616868099	-3891.19902149744	14.9971841639737	0.0877795372363968	0.0395498717014415	0.0875201209644742	1.11061379754788e-05	0.0381966703635549	-104.832689942737	0.219494952973939	0.150983922390129	2.02435048221614	14.9971841639737
"180"	179	-3890.77673500208	-3993.16979810629	-3890.77673500208	-102.393063104214	-3890.77673500208	14.9971841639737	0.082947222715423	0.014468141479151	0.0829679171777545	1.55181452697145e-06	0.0150118208729363	-106.350796740974	0.256098117786102	0.276062719932649	2.02435048221614	14.9971841639737
"181"	180	-3890.6957951762	-3990.51679567704	-3890.6957951762	-99.8210005008399	-3890.6957951762	14.9971841639737	0.0886935438261063	0.00298462127127683	0.0887448237529262	5.72412956625688e-08	0.00269587644817823	-104.5355340373	0.242900400802675	0.108663528872014	2.02435048221614	14.9971841639737
"182"	181	-3888.9114750358	-3988.38373746213	-3888.9114750358	-99.4722624263269	-3888.9114750358	14.9971841639737	0.0824759356695868	0.0123302468389061	0.0825991214565695	9.84469511396298e-07	0.0120089374639837	-103.509209196844	0.217447206788602	0.225483741640295	2.02435048221614	14.9971841639737
"183"	182	-3886.00892070817	-3987.69942289698	-3886.00892070817	-101.690502188815	-3886.00892070817	14.9971841639737	0.0821878547688224	0.00568998725635519	0.0822896897827292	1.71973689648898e-07	0.00504314251903505	-106.100885499256	0.202379971768214	0.241503415107883	2.02435048221614	14.9971841639737
"184"	183	-3885.17091817292	-3986.11904647277	-3885.17091817292	-100.948128299843	-3885.17091817292	14.9971841639737	0.0843648301692681	0.00575061136915077	0.0843908382629412	2.48401824668181e-07	0.00590686086112802	-105.353473471352	0.172513640917866	0.543453751956692	2.02435048221614	14.9971841639737
"185"	184	-3884.60726676068	-3987.92933990338	-3884.60726676068	-103.322073142692	-3884.60726676068	14.9971841639737	0.0843648301692681	0.00485106957841378	0.0844249914313523	1.55158727207235e-07	0.00466668984709989	-107.808090997536	0.159673737846245	0.480498475042279	2.02435048221614	14.9971841639737
"186"	185	-3881.73439803531	-3978.92067811406	-3881.73439803531	-97.1862800787547	-3881.73439803531	14.9974596555139	0.0883520965379108	0.00108609409018747	0.088361052771215	6.42215094181644e-09	0.000906843142985745	-103.108987548567	0.179071401383074	0.443968628360166	2.76214169166276	14.9974596555139
"187"	186	-3881.71052412509	-3978.77238173165	-3881.71052412509	-97.0618576065577	-3881.71052412509	14.9974596555139	0.0942858948166717	0.000668533771119593	0.0942746485675246	3.73027017869832e-09	0.000647781393239333	-103.209070417474	0.261713900411935	0.150554698145647	2.76214169166276	14.9974596555139
"188"	187	-3881.39843546772	-3978.7643383226	-3881.39843546772	-97.3659028548791	-3881.39843546772	14.9974596555139	0.0956326191495669	0.00868354239008561	0.0953642201895408	7.18911711048391e-07	0.00887447816180801	-102.311617791057	0.279294951825662	0.200390604504585	2.76214169166276	14.9974596555139
"189"	188	-3880.28633345102	-3973.80252059254	-3880.28633345102	-93.5161871415134	-3880.28633345102	14.9974596555139	0.101466063766807	0.00203863928882041	0.101480267098578	5.43364936252552e-08	0.00229778690651182	-99.1464889386826	0.240043496162326	0.292370140415213	2.76214169166276	14.9974596555139
"190"	189	-3879.33516461085	-3973.09515105215	-3879.33516461085	-93.759986441301	-3879.33516461085	14.9974596555139	0.101466063766807	0.000966094467605382	0.101454476133249	9.65292359349606e-09	0.000968380351662714	-99.7369124575398	0.256635757906308	0.330298088256957	2.76214169166276	14.9974596555139
"191"	190	-3875.22697590537	-3972.55637826049	-3875.22697590537	-97.3294023551171	-3875.22697590537	14.9974596555139	0.101466063766807	0.000634522327029974	0.101457309648559	3.85262025207852e-09	0.000611754177872011	-103.500743751843	0.193944523472244	0.469304756454307	2.76214169166276	14.9974596555139
"192"	191	-3870.66403094731	-3965.25016774784	-3870.66403094731	-94.5861368005275	-3870.66403094731	14.9974596555139	0.101466063766807	0.0169601835773388	0.101025496967876	2.80306129802675e-06	0.0165293237439708	-99.2019697940092	0.220626680597215	0.267291373058165	2.76214169166276	14.9974596555139
