"","Sample","NSlikelihood","posterior","likelihood","prior","treeLikelihood.file38f42b37f504","TreeHeight","BirthDeath","BDBirthRate","BDDeathRate","logP.mrca.auto_name_1..","mrca.age.auto_name_1.","clockRate"
"50",49,-5010.60767773308,-5111.85593400241,-5010.60767773308,-101.248256269331,-5010.60767773308,14.9986082467773,-106.26858449869,0.276980574376838,0.177397161953423,5.02032822935903,14.9986082467773,0.137404754905924
"51",50,-4992.18542187565,-5097.41585231302,-4992.18542187565,-105.230430437369,-4992.18542187565,14.9986082467773,-110.250758666728,0.174307255810693,0.132929659110181,5.02032822935903,14.9986082467773,0.111027405540016
"52",51,-4981.6776570364,-5092.39411488673,-4981.6776570364,-110.716457850337,-4981.6776570364,14.9986082467773,-115.736786079696,0.176909090837771,0.0698265719435338,5.02032822935903,14.9986082467773,0.127319661718196
"53",52,-4948.21671821986,-5057.37599644655,-4948.21671821986,-109.159278226691,-4948.21671821986,14.9986082467773,-114.17960645605,0.163928007266966,0.149070084997189,5.02032822935903,14.9986082467773,0.106172772111448
"54",53,-4933.46189692083,-5045.51029450219,-4933.46189692083,-112.048397581362,-4933.46189692083,14.9986082467773,-117.068725810721,0.20470748513705,0.0623182023752392,5.02032822935903,14.9986082467773,0.133636969748742
"55",54,-4886.75171236627,-4988.55665316651,-4886.75171236627,-101.804940800241,-4886.75171236627,14.9986082467773,-106.8252690296,0.249657630624921,0.05331223692543,5.02032822935903,14.9986082467773,0.135622856730819
"56",55,-4872.10191780868,-4980.87234645055,-4872.10191780868,-108.770428641875,-4872.10191780868,14.9986082467773,-113.790756871234,0.163512206968091,0.0146322756431034,5.02032822935903,14.9986082467773,0.0990720679568423
"57",56,-4851.63596765075,-4964.01618677197,-4851.63596765075,-112.380219121224,-4851.63596765075,14.9986082467773,-117.400547350583,0.167304418509825,0.0313125768582016,5.02032822935903,14.9986082467773,0.0854054559183718
"58",57,-4785.91440945741,-4902.4227571076,-4785.91440945741,-116.508347650192,-4785.91440945741,14.9986082467773,-121.528675879551,0.170110585317022,0.0204700605584429,5.02032822935903,14.9986082467773,0.0936247702358217
"59",58,-4767.6180769007,-4887.51760335002,-4767.6180769007,-119.899526449315,-4767.6180769007,14.9986082467773,-124.919854678675,0.146711736414783,0.0586021820937376,5.02032822935903,14.9986082467773,0.078555174443396
"60",59,-4738.41895262829,-4855.93266139332,-4738.41895262829,-117.513708765031,-4738.41895262829,14.9986082467773,-122.53403699439,0.228742176911036,0.0470612161403283,5.02032822935903,14.9986082467773,0.102897202991113
"61",60,-4734.31991487469,-4850.68756434345,-4734.31991487469,-116.367649468756,-4734.31991487469,14.9986082467773,-121.387977698115,0.153415883020621,0.282647559512475,5.02032822935903,14.9986082467773,0.0760598659050543
"62",61,-4719.08911679872,-4833.42727265508,-4719.08911679872,-114.338155856362,-4719.08911679872,14.9986082467773,-119.358484085721,0.13998975873859,0.117988118222408,5.02032822935903,14.9986082467773,0.0721080285135048
"63",62,-4717.8953942006,-4833.76174421864,-4717.8953942006,-115.866350018031,-4717.8953942006,14.9986082467773,-120.88667824739,0.214771246159166,0.064424898141538,5.02032822935903,14.9986082467773,0.0929924652571786
"64",63,-4715.31363319068,-4830.23879692326,-4715.31363319068,-114.925163732581,-4715.31363319068,14.9986082467773,-119.94549196194,0.198585857266965,0.0827291498399703,5.02032822935903,14.9986082467773,0.100499593058524
"65",64,-4694.41032750968,-4804.04721812975,-4694.41032750968,-109.636890620075,-4694.41032750968,14.9986082467773,-114.657218849434,0.169615685413284,0.0673785833353224,5.02032822935903,14.9986082467773,0.0911501603187431
"66",65,-4683.36093115286,-4791.11363976185,-4683.36093115286,-107.752708608989,-4683.36093115286,14.9986082467773,-112.773036838348,0.170489051885204,0.205240347890256,5.02032822935903,14.9986082467773,0.0879819078403066
"67",66,-4660.7584570496,-4772.86898943121,-4660.7584570496,-112.110532381614,-4660.7584570496,14.9986082467773,-117.130860610973,0.155057973255399,0.0979625058319137,5.02032822935903,14.9986082467773,0.0621249944288592
"68",67,-4612.0125231111,-4724.74128656761,-4612.0125231111,-112.728763456505,-4612.0125231111,14.9986082467773,-117.749091685864,0.172492368450093,0.0282850746398532,5.02032822935903,14.9986082467773,0.0626638817682997
"69",68,-4586.79335863321,-4688.81768071058,-4586.79335863321,-102.024322077367,-4586.79335863321,14.9986082467773,-107.044650306726,0.27329576859265,0.0527551820032196,5.02032822935903,14.9986082467773,0.125989190611914
"70",69,-4546.01516180748,-4646.07750396533,-4546.01516180748,-100.062342157847,-4546.01516180748,14.9986082467773,-105.082670387206,0.189863585977741,0.0726821727975814,5.02032822935903,14.9986082467773,0.104901016340137
"71",70,-4527.84582530377,-4627.41606799366,-4527.84582530377,-99.5702426898829,-4527.84582530377,14.9986082467773,-104.590570919242,0.256509329475246,0.0470708976268006,5.02032822935903,14.9986082467773,0.118741291122828
"72",71,-4515.75623301188,-4614.71551059833,-4515.75623301188,-98.9592775864449,-4515.75623301188,14.9986082467773,-103.979605815804,0.23497703775884,0.0982744848661882,5.02032822935903,14.9986082467773,0.168546789364057
"73",72,-4503.81088666039,-4600.5586523351,-4503.81088666039,-96.7477656747103,-4503.81088666039,14.9986082467773,-101.768093904069,0.252636464355443,0.123443380151736,5.02032822935903,14.9986082467773,0.135280367331697
"74",73,-4466.50049484125,-4575.05446789538,-4466.50049484125,-108.553973054133,-4466.50049484125,14.9986082467773,-113.574301283492,0.203837240517132,0.235857377107642,5.02032822935903,14.9986082467773,0.102349572907193
"75",74,-4448.79956024526,-4562.03896469142,-4448.79956024526,-113.239404446152,-4448.79956024526,14.9986082467773,-118.259732675511,0.161150775583295,0.0860011262024077,5.02032822935903,14.9986082467773,0.0879098670999718
"76",75,-4419.61410732691,-4529.49147775473,-4419.61410732691,-109.877370427815,-4419.61410732691,14.9986082467773,-114.897698657174,0.190427611278868,0.0749949776048002,5.02032822935903,14.9986082467773,0.0779416286346668
"77",76,-4369.81493577037,-4487.14167954754,-4369.81493577037,-117.326743777167,-4369.81493577037,14.9986082467773,-122.347072006526,0.122635417330887,0.390992638299764,5.02032822935903,14.9986082467773,0.0778141854448112
"78",77,-4365.88611520751,-4478.8750022158,-4365.88611520751,-112.988887008298,-4365.88611520751,14.9986082467773,-118.009215237657,0.139114565830779,0.280794516048126,5.02032822935903,14.9986082467773,0.072596542881745
"79",78,-4322.83470545537,-4437.08933761254,-4322.83470545537,-114.254632157169,-4322.83470545537,14.9986082467773,-119.274960386528,0.181923007073713,0.121529778731511,5.02032822935903,14.9986082467773,0.0781812259161093
"80",79,-4318.39380220545,-4431.00832450019,-4318.39380220545,-112.614522294739,-4318.39380220545,14.9986082467773,-117.634850524098,0.177161547039253,0.245118360051546,5.02032822935903,14.9986082467773,0.0913307595375933
"81",80,-4308.36139746392,-4422.74373431364,-4308.36139746392,-114.382336849719,-4308.36139746392,14.9986082467773,-119.402665079078,0.177416259758313,0.198378674568901,5.02032822935903,14.9986082467773,0.0535708958994866
"82",81,-4306.01533668597,-4412.07683708071,-4306.01533668597,-106.061500394733,-4306.01533668597,14.9986082467773,-111.081828624092,0.220205722491786,0.115667721446775,5.02032822935903,14.9986082467773,0.0860571104932354
"83",82,-4304.38648890126,-4405.59152366673,-4304.38648890126,-101.205034765472,-4304.38648890126,14.9986082467773,-106.225362994831,0.175509587308623,0.209764926381215,5.02032822935903,14.9986082467773,0.100072478202906
"84",83,-4283.48722792814,-4384.90467698127,-4283.48722792814,-101.417449053129,-4283.48722792814,14.9986082467773,-106.437777282488,0.189193888537148,0.283569244590794,5.02032822935903,14.9986082467773,0.117892503520093
"85",84,-4281.31648720165,-4378.50107194965,-4281.31648720165,-97.1845847479964,-4281.31648720165,14.9986082467773,-102.204912977355,0.165994369602991,0.507259759688007,5.02032822935903,14.9986082467773,0.124312767434091
"86",85,-4273.81049030135,-4368.07164362529,-4273.81049030135,-94.2611533239376,-4273.81049030135,14.9986082467773,-99.2814815532966,0.132467926713009,0.71567554888304,5.02032822935903,14.9986082467773,0.111881029126956
"87",86,-4270.5389227779,-4368.11575960553,-4270.5389227779,-97.5768368276244,-4270.5389227779,14.9986082467773,-102.597165056983,0.240395313106814,0.253415532289735,5.02032822935903,14.9986082467773,0.129005676640583
"88",87,-4252.61202000567,-4348.72209630443,-4252.61202000567,-96.1100762987623,-4252.61202000567,14.9986082467773,-101.130404528121,0.16160242380034,0.57987350889652,5.02032822935903,14.9986082467773,0.127041124605673
"89",88,-4241.80774767491,-4337.67943888998,-4241.80774767491,-95.8716912150663,-4241.80774767491,14.9986082467773,-100.892019444425,0.205586007016403,0.236625644696494,5.02032822935903,14.9986082467773,0.127200624135854
"90",89,-4229.38484469733,-4324.81227954875,-4229.38484469733,-95.4274348514219,-4229.38484469733,14.9989227254247,-100.835991341879,0.241340557878503,0.230059848498406,5.40855649045696,14.9989227254247,0.131461462993037
"91",90,-4229.22723766023,-4323.78219505295,-4229.22723766023,-94.5549573927211,-4229.22723766023,14.9989227254247,-99.9635138831781,0.308554379514115,0.272119868234272,5.40855649045696,14.9989227254247,0.146753824047561
"92",91,-4190.13245260125,-4275.56355241812,-4190.13245260125,-85.4310998168774,-4190.13245260125,14.9989227254247,-90.8396563073344,0.291927652702336,0.22611183681469,5.40855649045696,14.9989227254247,0.143670051074636
"93",92,-4187.50371474707,-4276.70403684326,-4187.50371474707,-89.2003220961965,-4187.50371474707,14.9989227254247,-94.6088785866535,0.267284996885668,0.465686228925559,5.40855649045696,14.9989227254247,0.182935647673659
"94",93,-4179.01890890446,-4272.57026030286,-4179.01890890446,-93.5513513984005,-4179.01890890446,14.9989227254247,-98.9599078888574,0.245611636411721,0.177964404076955,5.40855649045696,14.9989227254247,0.123163755342156
"95",94,-4171.25574207366,-4268.9958660319,-4171.25574207366,-97.7401239582383,-4171.25574207366,14.9989227254247,-103.148680448695,0.296491194569221,0.165434993350382,5.40855649045696,14.9989227254247,0.0953509282015114
"96",95,-4167.01781815986,-4264.79881517702,-4167.01781815986,-97.780997017155,-4167.01781815986,14.9989227254247,-103.189553507612,0.244307112425486,0.181990303495108,5.40855649045696,14.9989227254247,0.110327248449243
"97",96,-4158.37717898866,-4258.62681169192,-4158.37717898866,-100.249632703251,-4158.37717898866,14.9989227254247,-105.658189193708,0.20533422084812,0.448850605467588,5.40855649045696,14.9989227254247,0.0973792473127551
"98",97,-4154.33095365768,-4248.23546600165,-4154.33095365768,-93.9045123439702,-4154.33095365768,14.9989227254247,-99.3130688344271,0.282022299959171,0.105117174819758,5.40855649045696,14.9989227254247,0.132778928419537
"99",98,-4147.08153845184,-4239.51068650881,-4147.08153845184,-92.4291480569746,-4147.08153845184,14.9989227254247,-97.8377045474316,0.258433936375834,0.0873046457142095,5.40855649045696,14.9989227254247,0.132778457717979
"100",99,-4141.66571241386,-4231.93228745658,-4141.66571241386,-90.2665750427156,-4141.66571241386,14.9989227254247,-95.6751315331726,0.296362338306393,0.134461848878878,5.40855649045696,14.9989227254247,0.113630641181863
"101",100,-4139.13563699893,-4230.43124188639,-4139.13563699893,-91.2956048874659,-4139.13563699893,14.9989227254247,-96.7041613779229,0.202576109615127,0.48278283501279,5.40855649045696,14.9989227254247,0.113037197945283
"102",101,-4129.52795817043,-4221.63333368788,-4129.52795817043,-92.1053755174506,-4129.52795817043,14.9989227254247,-97.5139320079076,0.207948500267999,0.384234121716307,5.40855649045696,14.9989227254247,0.105996491995763
"103",102,-4123.02044278158,-4213.7644711836,-4123.02044278158,-90.7440284020243,-4123.02044278158,14.9989227254247,-96.1525848924813,0.258023604365618,0.270327000115316,5.40855649045696,14.9989227254247,0.120238241351354
"104",103,-4122.7753910373,-4214.01452062732,-4122.7753910373,-91.239129590021,-4122.7753910373,14.9989227254247,-96.647686080478,0.328131912908179,0.0576308819304244,5.40855649045696,14.9989227254247,0.131220120953719
"105",104,-4118.90940896812,-4214.2638853412,-4118.90940896812,-95.3544763730796,-4118.90940896812,14.9989227254247,-100.763032863537,0.222421295673515,0.15973561125716,5.40855649045696,14.9989227254247,0.122180569718155
"106",105,-4099.1684846059,-4197.78747634672,-4099.1684846059,-98.6189917408172,-4099.1684846059,14.9989227254247,-104.027548231274,0.283261292160053,0.0896837150948497,5.40855649045696,14.9989227254247,0.0998692389699567
"107",106,-4092.74114454212,-4195.31715936652,-4092.74114454212,-102.576014824407,-4092.74114454212,14.9989227254247,-107.984571314864,0.19971845460365,0.115137393840884,5.40855649045696,14.9989227254247,0.0946127429981433
"108",107,-4090.02669279278,-4194.55078752304,-4090.02669279278,-104.52409473026,-4090.02669279278,14.9989227254247,-109.932651220717,0.153027366506233,0.197716021147164,5.40855649045696,14.9989227254247,0.0934545839471591
"109",108,-4086.4217913538,-4186.28426198494,-4086.4217913538,-99.8624706311407,-4086.4217913538,14.9989227254247,-105.271027121598,0.224350841161049,0.203396591151101,5.40855649045696,14.9989227254247,0.0847585703821649
"110",109,-4075.33215982408,-4177.21026896417,-4075.33215982408,-101.87810914009,-4075.33215982408,14.9989227254247,-107.286665630547,0.20887309241588,0.437692533153725,5.40855649045696,14.9989227254247,0.109203034407034
"111",110,-4075.15337916567,-4175.71601823348,-4075.15337916567,-100.56263906781,-4075.15337916567,14.9989227254247,-105.971195558267,0.201441821262407,0.290386064453842,5.40855649045696,14.9989227254247,0.111334839323264
"112",111,-4067.69132768154,-4170.52526463934,-4067.69132768154,-102.833936957802,-4067.69132768154,14.9989227254247,-108.242493448259,0.159021540013527,0.293370715601437,5.40855649045696,14.9989227254247,0.106967124179518
"113",112,-4064.12170044235,-4161.62962163371,-4064.12170044235,-97.5079211913604,-4064.12170044235,14.9989227254247,-102.916477681817,0.219434885643712,0.110720759039466,5.40855649045696,14.9989227254247,0.0892897203956785
"114",113,-4060.38000787493,-4162.95931531053,-4060.38000787493,-102.579307435604,-4060.38000787493,14.9989227254247,-107.987863926061,0.154929197823084,0.408423349006372,5.40855649045696,14.9989227254247,0.0904974408005068
"115",114,-4059.82775255465,-4162.14820576341,-4059.82775255465,-102.320453208766,-4059.82775255465,14.9989227254247,-107.729009699223,0.20078442175829,0.290627497228805,5.40855649045696,14.9989227254247,0.0827632207084558
"116",115,-4059.5429013161,-4159.12868920622,-4059.5429013161,-99.58578789012,-4059.5429013161,14.9989227254247,-104.994344380577,0.264779793401459,0.295147086559629,5.40855649045696,14.9989227254247,0.0994125340773844
"117",116,-4055.20688046955,-4152.84402835133,-4055.20688046955,-97.6371478817861,-4055.20688046955,14.9989227254247,-103.045704372243,0.147884573034694,0.518120339758331,5.40855649045696,14.9989227254247,0.131377426230003
"118",117,-4051.87635887118,-4148.95039469911,-4051.87635887118,-97.0740358279367,-4051.87635887118,14.9989227254247,-102.482592318394,0.184171269170675,0.310445954206653,5.40855649045696,14.9989227254247,0.107844265425145
"119",118,-4038.57603848489,-4133.41997777789,-4038.57603848489,-94.8439392929933,-4038.57603848489,14.9989227254247,-100.25249578345,0.275882297705472,0.169829669630809,5.40855649045696,14.9989227254247,0.130113152631611
"120",119,-4028.63214266982,-4125.75775308625,-4028.63214266982,-97.125610416431,-4028.63214266982,14.9989227254247,-102.534166906888,0.220262765299393,0.14606671058324,5.40855649045696,14.9989227254247,0.12219635349051
"121",120,-4028.38408837388,-4124.41335952594,-4028.38408837388,-96.0292711520603,-4028.38408837388,14.9989227254247,-101.437827642517,0.221276388734656,0.141577643458495,5.40855649045696,14.9989227254247,0.113676986532907
"122",121,-4025.5543165492,-4123.34021821298,-4025.5543165492,-97.7859016637759,-4025.5543165492,14.9989227254247,-103.194458154233,0.246661235811214,0.148025300918777,5.40855649045696,14.9989227254247,0.108633433075062
"123",122,-4023.20368667968,-4124.6295207487,-4023.20368667968,-101.425834069023,-4023.20368667968,14.9989227254247,-106.83439055948,0.260489739772162,0.296909550614897,5.40855649045696,14.9989227254247,0.102026245504054
"124",123,-4010.68538287984,-4110.59662645605,-4010.68538287984,-99.9112435762071,-4010.68538287984,14.9989227254247,-105.319800066664,0.19793770533954,0.355802595861182,5.40855649045696,14.9989227254247,0.110721705353881
"125",124,-4005.12465440889,-4104.03759297219,-4005.12465440889,-98.912938563293,-4005.12465440889,14.9989227254247,-104.32149505375,0.186520310493802,0.232432366588426,5.40855649045696,14.9989227254247,0.0957564100570142
"126",125,-3999.63057174897,-4094.71105799498,-3999.63057174897,-95.0804862460109,-3999.63057174897,14.9989227254247,-100.489042736468,0.262233827253438,0.191905014281806,5.40855649045696,14.9989227254247,0.109764750275862
"127",126,-3998.47905808387,-4097.02935472528,-3998.47905808387,-98.550296641406,-3998.47905808387,14.9989227254247,-103.958853131863,0.230821819300318,0.136435467488517,5.40855649045696,14.9989227254247,0.104797496713758
"128",127,-3998.3828280235,-4096.40928841926,-3998.3828280235,-98.0264603957619,-3998.3828280235,14.9989227254247,-103.435016886219,0.301379038622244,0.148909665551049,5.40855649045696,14.9989227254247,0.0992736600355391
