"","Sample","NSlikelihood","posterior","likelihood","prior","treeLikelihood.file37262d030bd1","TreeHeight","BirthDeath","BDBirthRate","BDDeathRate","logP.mrca.auto_name_1..","mrca.age.auto_name_1.","clockRate"
"130",129,-4123.48747220225,-4237.53721906433,-4123.48747220225,-114.049746862083,-4123.48747220225,15.0013338331421,-119.149008182359,0.118695589973111,0.296117072448211,5.09926132027632,15.0013338331421,0.0715290802370023
"131",130,-4119.36110713487,-4230.63602199574,-4119.36110713487,-111.274914860869,-4119.36110713487,15.0013338331421,-116.374176181146,0.189324806027449,0.244744982142041,5.09926132027632,15.0013338331421,0.0663916252260148
"132",131,-4113.85482939117,-4230.02117599149,-4113.85482939117,-116.166346600323,-4113.85482939117,15.0013338331421,-121.265607920599,0.0975764405689702,0.450319364402855,5.09926132027632,15.0013338331421,0.0621461823796534
"133",132,-4111.10821863931,-4226.58897821501,-4111.10821863931,-115.480759575702,-4111.10821863931,15.0013338331421,-120.580020895978,0.141053537892292,0.430472992385222,5.09926132027632,15.0013338331421,0.0700921311641182
"134",133,-4107.44931826362,-4219.79244373091,-4107.44931826362,-112.343125467289,-4107.44931826362,15.0013338331421,-117.442386787566,0.142982216276266,0.320188904096828,5.09926132027632,15.0013338331421,0.0663421646317983
"135",134,-4100.09108030663,-4211.56492843996,-4100.09108030663,-111.473848133337,-4100.09108030663,15.0013338331421,-116.573109453613,0.118770006750659,0.465321587193313,5.09926132027632,15.0013338331421,0.0617435186156455
"136",135,-4099.61440562612,-4204.61687709011,-4099.61440562612,-105.002471463998,-4099.61440562612,15.0013338331421,-110.101732784275,0.176099472863223,0.469618673313204,5.09926132027632,15.0013338331421,0.0646551711616675
"137",136,-4099.15992066526,-4200.84301669008,-4099.15992066526,-101.683096024811,-4099.15992066526,15.0013338331421,-106.782357345087,0.210067558153034,0.272833467958223,5.09926132027632,15.0013338331421,0.0838385192272738
"138",137,-4098.94743977494,-4204.18463761636,-4098.94743977494,-105.237197841427,-4098.94743977494,15.0013338331421,-110.336459161704,0.196143917386772,0.570606482536149,5.09926132027632,15.0013338331421,0.107843222550293
"139",138,-4084.67009632133,-4184.73153167498,-4084.67009632133,-100.061435353648,-4084.67009632133,15.0013338331421,-105.160696673925,0.188772776126354,0.311143548148856,5.09926132027632,15.0013338331421,0.0916977487128014
"140",139,-4071.51656588714,-4174.63317738254,-4071.51656588714,-103.116611495408,-4071.51656588714,15.0013338331421,-108.215872815684,0.224503209917038,0.105830275574174,5.09926132027632,15.0013338331421,0.0721384126951097
"141",140,-4061.99862872048,-4170.11101925844,-4061.99862872048,-108.112390537958,-4061.99862872048,15.0013338331421,-113.211651858234,0.20638279898748,0.144894949254394,5.09926132027632,15.0013338331421,0.0768463463596258
"142",141,-4042.10594349954,-4147.1369212102,-4042.10594349954,-105.030977710664,-4042.10594349954,15.0013338331421,-110.130239030941,0.169484681489544,0.272514529011885,5.09926132027632,15.0013338331421,0.0778815702037064
"143",142,-4041.34163150734,-4144.80302913596,-4041.34163150734,-103.461397628625,-4041.34163150734,15.0013338331421,-108.560658948901,0.25625064317584,0.220836749716672,5.09926132027632,15.0013338331421,0.09450148238744
"144",143,-4040.12973713692,-4145.65295180289,-4040.12973713692,-105.523214665965,-4040.12973713692,15.0013338331421,-110.622475986241,0.164440367898558,0.154462286957285,5.09926132027632,15.0013338331421,0.0921632601638811
"145",144,-4029.45659012017,-4138.55553618815,-4029.45659012017,-109.098946067981,-4029.45659012017,15.0013338331421,-114.198207388258,0.155868397217426,0.347489421205384,5.09926132027632,15.0013338331421,0.070305893198144
"146",145,-4016.79661566979,-4126.25134359437,-4016.79661566979,-109.454727924579,-4016.79661566979,15.0013338331421,-114.553989244855,0.158372204128138,0.518637817690393,5.09926132027632,15.0013338331421,0.0678291170723863
"147",146,-4016.46041255752,-4125.89836614384,-4016.46041255752,-109.437953586321,-4016.46041255752,15.0013338331421,-114.537214906598,0.180341465887415,0.57021220198744,5.09926132027632,15.0013338331421,0.0734658519996094
"148",147,-4014.09100350065,-4121.52212455052,-4014.09100350065,-107.431121049878,-4014.09100350065,15.0013338331421,-112.530382370155,0.160695778939366,0.239690102961353,5.09926132027632,15.0013338331421,0.0789488890507885
"149",148,-4008.8599183781,-4117.12260434529,-4008.8599183781,-108.262685967192,-4008.8599183781,15.0013338331421,-113.361947287468,0.185044979540107,0.409526144899554,5.09926132027632,15.0013338331421,0.0778744166495379
"150",149,-4008.85277225757,-4119.07904132228,-4008.85277225757,-110.226269064712,-4008.85277225757,15.0013338331421,-115.325530384988,0.188448099241318,0.602705095052556,5.09926132027632,15.0013338331421,0.0767889077724126
"151",150,-4006.50879565297,-4113.75521617979,-4006.50879565297,-107.246420526822,-4006.50879565297,15.0013338331421,-112.345681847098,0.180201128580705,0.276429565575071,5.09926132027632,15.0013338331421,0.0719110362537438
"152",151,-4001.35754016148,-4108.14338824539,-4001.35754016148,-106.785848083915,-4001.35754016148,15.0013338331421,-111.885109404191,0.189445693629311,0.166101069752964,5.09926132027632,15.0013338331421,0.0782809172839953
"153",152,-3999.63751411184,-4109.63974858924,-3999.63751411184,-110.002234477401,-3999.63751411184,15.0013338331421,-115.101495797678,0.171163588281748,0.201721690786893,5.09926132027632,15.0013338331421,0.0726785430332684
"154",153,-3998.26133619714,-4111.89217824228,-3998.26133619714,-113.630842045143,-3998.26133619714,15.0013338331421,-118.730103365419,0.1452894758838,0.0289269977257054,5.09926132027632,15.0013338331421,0.0669112179235517
"155",154,-3997.79292725544,-4112.21791537931,-3997.79292725544,-114.424988123873,-3997.79292725544,15.0013338331421,-119.524249444149,0.159872946404724,0.0621318733518574,5.09926132027632,15.0013338331421,0.067068271311368
"156",155,-3991.30633418586,-4105.75952438729,-3991.30633418586,-114.453190201433,-3991.30633418586,15.0013338331421,-119.55245152171,0.104785378201282,0.433280895631687,5.09926132027632,15.0013338331421,0.0704078169695778
"157",156,-3990.37618924619,-4105.74476919229,-3990.37618924619,-115.368579946105,-3990.37618924619,15.0013338331421,-120.467841266381,0.159956243364758,0.502928063969928,5.09926132027632,15.0013338331421,0.0571447647679688
"158",157,-3989.59952062824,-4106.43263931467,-3989.59952062824,-116.833118686423,-3989.59952062824,15.0013338331421,-121.932380006699,0.122809112448219,0.64394104833427,5.09926132027632,15.0013338331421,0.0602223086631314
"159",158,-3989.25333053178,-4105.82446646933,-3989.25333053178,-116.571135937554,-3989.25333053178,15.0013338331421,-121.67039725783,0.149185265313421,0.303020644186944,5.09926132027632,15.0013338331421,0.0528390761584428
"160",159,-3987.75131616108,-4103.69306268649,-3987.75131616108,-115.941746525408,-3987.75131616108,15.0013338331421,-121.041007845685,0.176825914326985,0.0916625062894773,5.09926132027632,15.0013338331421,0.0600712128799524
"161",160,-3986.95928368299,-4105.82566972899,-3986.95928368299,-118.866386046002,-3986.95928368299,15.0013338331421,-123.965647366278,0.120595847788659,0.017929982578371,5.09926132027632,15.0013338331421,0.0606122487911893
"162",161,-3985.62595057676,-4099.09986574985,-3985.62595057676,-113.473915173087,-3985.62595057676,15.0013338331421,-118.573176493363,0.169447647984616,0.0457121047611047,5.09926132027632,15.0013338331421,0.0702655583371382
"163",162,-3982.67878880123,-4098.12179365206,-3982.67878880123,-115.443004850826,-3982.67878880123,14.9984785225663,-120.274374805941,0.188636418164777,0.0578491553963761,4.83136995511584,14.9984785225663,0.0610907736576391
"164",163,-3982.52561858518,-4095.27363810202,-3982.52561858518,-112.748019516837,-3982.52561858518,14.9984785225663,-117.579389471952,0.17894108959448,0.0393828539743079,4.83136995511584,14.9984785225663,0.0643338426884805
"165",164,-3980.96693119284,-4088.04483083269,-3980.96693119284,-107.077899639845,-3980.96693119284,14.9984785225663,-111.909269594961,0.27641194992796,0.100966942088834,4.83136995511584,14.9984785225663,0.0769163302181157
"166",165,-3979.34158375883,-4085.01871609509,-3979.34158375883,-105.677132336254,-3979.34158375883,14.9984785225663,-110.50850229137,0.240520007602453,0.0631223663987664,4.83136995511584,14.9984785225663,0.0792099025271108
"167",166,-3976.98690334135,-4085.11857257092,-3976.98690334135,-108.131669229569,-3976.98690334135,14.9984785225663,-112.963039184685,0.211544987327949,0.0452974628514147,4.83136995511584,14.9984785225663,0.0756388189309493
"168",167,-3973.34090979843,-4085.03860820424,-3973.34090979843,-111.69769840581,-3973.34090979843,14.9984785225663,-116.529068360926,0.246608344588627,0.105920855772354,4.83136995511584,14.9984785225663,0.0694560424844974
"169",168,-3972.11061287439,-4079.99230363674,-3972.11061287439,-107.881690762351,-3972.11061287439,15.0017487763059,-112.341398224055,0.175077517377212,0.419633079777462,4.45970746170373,15.0017487763059,0.0667425850533661
"170",169,-3970.10029567666,-4076.17409123408,-3970.10029567666,-106.073795557418,-3970.10029567666,15.0017487763059,-110.533503019121,0.197416552707715,0.292902901849743,4.45970746170373,15.0017487763059,0.0816072857297481
"171",170,-3969.31881747938,-4077.11906438862,-3969.31881747938,-107.800246909236,-3969.31881747938,15.0017487763059,-112.25995437094,0.236261446918465,0.40958430988936,4.45970746170373,15.0017487763059,0.0781778128874095
"172",171,-3967.98093850925,-4076.83241241508,-3967.98093850925,-108.851473905836,-3967.98093850925,15.0017487763059,-113.311181367539,0.177105052156045,0.569816853667308,4.45970746170373,15.0017487763059,0.0720698442577888
"173",172,-3967.45054534538,-4081.02438718204,-3967.45054534538,-113.573841836657,-3967.45054534538,15.0017487763059,-118.033549298361,0.199027119775997,0.364387321902419,4.45970746170373,15.0017487763059,0.0670282854790246
"174",173,-3962.75181546747,-4075.3093640832,-3962.75181546747,-112.557548615725,-3962.75181546747,15.0017487763059,-117.017256077429,0.201574096657651,0.348633914044125,4.45970746170373,15.0017487763059,0.0641982973811332
"175",174,-3962.45669291248,-4076.90315011732,-3962.45669291248,-114.446457204837,-3962.45669291248,15.0017487763059,-118.906164666541,0.156965356086388,0.25997930837068,4.45970746170373,15.0017487763059,0.063933417229658
"176",175,-3959.92614376289,-4071.93352877284,-3959.92614376289,-112.007385009952,-3959.92614376289,15.0017487763059,-116.467092471656,0.154747199204534,0.382637521852894,4.45970746170373,15.0017487763059,0.066648568714072
"177",176,-3957.61653293168,-4068.54768668266,-3957.61653293168,-110.931153750985,-3957.61653293168,15.0017487763059,-115.390861212689,0.171155329958683,0.365853139139039,4.45970746170373,15.0017487763059,0.0703022459960987
"178",177,-3957.05302989994,-4064.21285161377,-3957.05302989994,-107.159821713834,-3957.05302989994,15.0001147360249,-113.142056281907,0.193766220217653,0.210619269829542,5.98223456807278,15.0001147360249,0.0678902794036173
"179",178,-3952.74024479737,-4063.01266839242,-3952.74024479737,-110.27242359505,-3952.74024479737,15.0001147360249,-116.254658163123,0.178889278780789,0.322267834466125,5.98223456807278,15.0001147360249,0.0651527487805963
"180",179,-3951.74506044058,-4063.45500249039,-3951.74506044058,-111.709942049808,-3951.74506044058,15.0001147360249,-117.692176617881,0.191330044606178,0.46022871925598,5.98223456807278,15.0001147360249,0.0683800752955895
"181",180,-3950.62358182844,-4061.26652019154,-3950.62358182844,-110.642938363092,-3950.62358182844,15.0001147360249,-116.625172931165,0.136632369685282,0.546829947393528,5.98223456807278,15.0001147360249,0.0621565356188384
"182",181,-3947.74456450977,-4058.2164813848,-3947.74456450977,-110.471916875036,-3947.74456450977,15.0001147360249,-116.454151443109,0.147424197419347,0.343620293111222,5.98223456807278,15.0001147360249,0.0673842590626446
"183",182,-3946.53175951577,-4056.97325953649,-3946.53175951577,-110.441500020715,-3946.53175951577,15.0001147360249,-116.423734588788,0.152056841275661,0.221078414810008,5.98223456807278,15.0001147360249,0.0676667004814719
"184",183,-3944.4860372661,-4052.62691915015,-3944.4860372661,-108.140881884053,-3944.4860372661,15.0001147360249,-114.123116452126,0.182060437386063,0.388041752946204,5.98223456807278,15.0001147360249,0.0713208647017961
"185",184,-3943.62752678991,-4049.55341537293,-3943.62752678991,-105.925888583015,-3943.62752678991,15.0001147360249,-111.908123151087,0.145454350661906,0.313545091132734,5.98223456807278,15.0001147360249,0.0721211865468143
"186",185,-3942.78664457791,-4048.70329351282,-3942.78664457791,-105.916648934915,-3942.78664457791,15.0001147360249,-111.898883502988,0.190496640440936,0.31505941475992,5.98223456807278,15.0001147360249,0.0704627644830684
"187",186,-3942.6624344002,-4049.40729126119,-3942.6624344002,-106.744856860983,-3942.6624344002,15.0001147360249,-112.727091429056,0.23365694644724,0.0899135317311407,5.98223456807278,15.0001147360249,0.0716316006144085
"188",187,-3942.59893354455,-4050.33437219869,-3942.59893354455,-107.735438654141,-3942.59893354455,15.0001147360249,-113.717673222214,0.231223593066087,0.0925048309465761,5.98223456807278,15.0001147360249,0.0664286747934272
"189",188,-3941.21503994527,-4054.05777677544,-3941.21503994527,-112.842736830173,-3941.21503994527,15.0001147360249,-118.824971398246,0.197724001374423,0.17076209945945,5.98223456807278,15.0001147360249,0.0614069067185039
"190",189,-3940.84749735502,-4053.56191219752,-3940.84749735502,-112.714414842501,-3940.84749735502,15.0001147360249,-118.696649410574,0.186175060922737,0.139115824564558,5.98223456807278,15.0001147360249,0.0631477327067797
"191",190,-3939.96626487818,-4048.72099453594,-3939.96626487818,-108.754729657755,-3939.96626487818,15.0001147360249,-114.736964225828,0.202036738938866,0.0493293478759758,5.98223456807278,15.0001147360249,0.0682234398679323
"192",191,-3939.15774537529,-4046.45381143697,-3939.15774537529,-107.29606606168,-3939.15774537529,15.0001147360249,-113.278300629753,0.21673902466314,0.33424808038999,5.98223456807278,15.0001147360249,0.0705272734567288
"193",192,-3939.15766478059,-4046.36278371365,-3939.15766478059,-107.205118933064,-3939.15766478059,15.0001147360249,-113.187353501136,0.201998760269902,0.5069012942124,5.98223456807278,15.0001147360249,0.0727720702767817
"194",193,-3938.44846512461,-4048.76627198538,-3938.44846512461,-110.317806860773,-3938.44846512461,15.0001147360249,-116.300041428846,0.110939534906574,0.380412617006665,5.98223456807278,15.0001147360249,0.0677051392623554
"195",194,-3938.18995007484,-4049.22509477662,-3938.18995007484,-111.03514470178,-3938.18995007484,15.0001147360249,-117.017379269852,0.230821876353109,0.200544774019655,5.98223456807278,15.0001147360249,0.0644381161870216
"196",195,-3937.54241596532,-4045.0408879044,-3937.54241596532,-107.49847193908,-3937.54241596532,15.0001147360249,-113.480706507153,0.233293809130996,0.0320972880998785,5.98223456807278,15.0001147360249,0.0737571193373843
"197",196,-3937.43564713715,-4043.19532285205,-3937.43564713715,-105.759675714891,-3937.43564713715,15.0001147360249,-111.741910282964,0.226842333053399,0.0340338510725719,5.98223456807278,15.0001147360249,0.0716197053440164
"198",197,-3936.99114390429,-4046.34503588476,-3936.99114390429,-109.353891980476,-3936.99114390429,15.0001147360249,-115.336126548549,0.165984357723494,0.22464909392985,5.98223456807278,15.0001147360249,0.0687405376727238
"199",198,-3934.61771915507,-4046.44625194741,-3934.61771915507,-111.828532792343,-3934.61771915507,15.0001147360249,-117.810767360416,0.144091793948519,0.484152163465334,5.98223456807278,15.0001147360249,0.0658602513913645
"200",199,-3934.02552888861,-4044.27636005568,-3934.02552888861,-110.250831167069,-3934.02552888861,15.0001147360249,-116.233065735142,0.204480291578904,0.154409783974549,5.98223456807278,15.0001147360249,0.0692987903882487
"201",200,-3933.63081006099,-4040.94981176303,-3933.63081006099,-107.319001702046,-3933.63081006099,15.0001147360249,-113.301236270119,0.205562427720976,0.35504737996233,5.98223456807278,15.0001147360249,0.0675640027259943
"202",201,-3933.15885430105,-4039.25624590073,-3933.15885430105,-106.097391599672,-3933.15885430105,15.0001147360249,-112.079626167745,0.155025548216814,0.337831526132696,5.98223456807278,15.0001147360249,0.0748708026402156
"203",202,-3932.18845161863,-4038.94368933354,-3932.18845161863,-106.755237714909,-3932.18845161863,15.0001147360249,-112.737472282982,0.174654734548658,0.292031098671419,5.98223456807278,15.0001147360249,0.0705055167044364
"204",203,-3931.36478232158,-4039.36053410544,-3931.36478232158,-107.995751783858,-3931.36478232158,15.0001147360249,-113.977986351931,0.107905419545565,0.45120562934004,5.98223456807278,15.0001147360249,0.0717435004115372
"205",204,-3929.04440800423,-4037.23367754334,-3929.04440800423,-108.189269539107,-3929.04440800423,15.0001147360249,-114.171504107179,0.135442095526274,0.573323031841524,5.98223456807278,15.0001147360249,0.0690357001690443
"206",205,-3928.85748552728,-4035.28969589874,-3928.85748552728,-106.432210371454,-3928.85748552728,15.0001147360249,-112.414444939527,0.167447929087004,0.165261015618866,5.98223456807278,15.0001147360249,0.0694132583833614
"207",206,-3928.19241247219,-4035.81421239811,-3928.19241247219,-107.621799925917,-3928.19241247219,15.0001147360249,-113.604034493989,0.155336530675276,0.569665881334666,5.98223456807278,15.0001147360249,0.0695694463255856
"208",207,-3928.06035739985,-4034.2650644287,-3928.06035739985,-106.204707028847,-3928.06035739985,15.0001147360249,-112.18694159692,0.211425406908179,0.104899618052748,5.98223456807278,15.0001147360249,0.0716309412476989
"209",208,-3927.65242049129,-4039.84973514155,-3927.65242049129,-112.197314650255,-3927.65242049129,15.0001147360249,-118.179549218328,0.112342315491576,0.0715828073487605,5.98223456807278,15.0001147360249,0.0763051493865041
"210",209,-3925.78607463137,-4032.97949280667,-3925.78607463137,-107.193418175299,-3925.78607463137,15.0001147360249,-113.175652743371,0.171654161026586,0.352460723518101,5.98223456807278,15.0001147360249,0.070326940814939
"211",210,-3925.73138666324,-4034.17736507472,-3925.73138666324,-108.445978411482,-3925.73138666324,14.9989330184749,-113.865570369815,0.207027460638855,0.329300141093355,5.41959195833353,14.9989330184749,0.0688084820152256
"212",211,-3925.23238275419,-4032.7729052801,-3925.23238275419,-107.540522525908,-3925.23238275419,14.9989330184749,-112.960114484241,0.165140184517353,0.399893584616642,5.41959195833353,14.9989330184749,0.0688663884451263
"213",212,-3924.86637511348,-4032.26891976245,-3924.86637511348,-107.402544648967,-3924.86637511348,14.9989330184749,-112.822136607301,0.168095829941752,0.478189362279585,5.41959195833353,14.9989330184749,0.0707005790825367
"214",213,-3924.7931407503,-4031.90971732139,-3924.7931407503,-107.116576571095,-3924.7931407503,14.9989330184749,-112.536168529428,0.162823497631573,0.323953518136869,5.41959195833353,14.9989330184749,0.0715998510294012
"215",214,-3924.66530389885,-4030.43804119292,-3924.66530389885,-105.772737294079,-3924.66530389885,14.9989330184749,-111.192329252413,0.159975499208887,0.404843158807327,5.41959195833353,14.9989330184749,0.0747556714256912
"216",215,-3924.57240700411,-4031.40020193019,-3924.57240700411,-106.827794926079,-3924.57240700411,14.9989330184749,-112.247386884413,0.178101859182932,0.347828441211944,5.41959195833353,14.9989330184749,0.0742451743945826
"217",216,-3924.10256262845,-4031.5685155835,-3924.10256262845,-107.46595295505,-3924.10256262845,14.9989330184749,-112.885544913383,0.140968311797404,0.228599815802969,5.41959195833353,14.9989330184749,0.0753535577263487
"218",217,-3924.04674681338,-4034.33562532292,-3924.04674681338,-110.288878509535,-3924.04674681338,14.9989330184749,-115.708470467868,0.170016630725314,0.505590397222428,5.41959195833353,14.9989330184749,0.0685803261204225
"219",218,-3923.73550163061,-4034.16954089899,-3923.73550163061,-110.434039268378,-3923.73550163061,14.9989330184749,-115.853631226711,0.14287102347559,0.635913783360532,5.41959195833353,14.9989330184749,0.0700604195865688
"220",219,-3922.16975589948,-4034.29610635582,-3922.16975589948,-112.126350456341,-3922.16975589948,14.9989330184749,-117.545942414674,0.189745117557739,0.261499516197261,5.41959195833353,14.9989330184749,0.0641085945356495
"221",220,-3921.05825809802,-4032.57820734678,-3921.05825809802,-111.519949248763,-3921.05825809802,14.9989330184749,-116.939541207096,0.146222440991817,0.371416442114973,5.41959195833353,14.9989330184749,0.065053269641895
"222",221,-3919.93216254975,-4032.45285573719,-3919.93216254975,-112.520693187439,-3919.93216254975,14.9984345347624,-117.28416922809,0.132911634505005,0.467661741331577,4.76347604065095,14.9984345347624,0.0642065547905641
"223",222,-3919.86691905915,-4030.6265058777,-3919.86691905915,-110.759586818546,-3919.86691905915,14.9984345347624,-115.523062859197,0.155427620151551,0.404656146346331,4.76347604065095,14.9984345347624,0.0660803598634693
"224",223,-3919.21831004183,-4031.21208387098,-3919.21831004183,-111.993773829159,-3919.21831004183,14.9984345347624,-116.75724986981,0.0875301952352669,0.535329346896262,4.76347604065095,14.9984345347624,0.0678341568007679
"225",224,-3918.95398905637,-4028.65011666389,-3918.95398905637,-109.696127607522,-3918.95398905637,14.9984345347624,-114.459603648173,0.128711132226143,0.530187142226121,4.76347604065095,14.9984345347624,0.0678341568007679
"226",225,-3918.22015869325,-4028.14039580629,-3918.22015869325,-109.920237113038,-3918.22015869325,14.9984345347624,-114.683713153689,0.15569153015068,0.324707160161499,4.76347604065095,14.9984345347624,0.0679474410048705
"227",226,-3918.11832836237,-4028.82366416106,-3918.11832836237,-110.705335798692,-3918.11832836237,14.9984345347624,-115.468811839343,0.156322079871447,0.387861475364022,4.76347604065095,14.9984345347624,0.066881229086351
"228",227,-3918.09861059153,-4031.21173811099,-3918.09861059153,-113.113127519454,-3918.09861059153,14.9984345347624,-117.876603560105,0.184169635385775,0.535102983836262,4.76347604065095,14.9984345347624,0.0675825384040433
"229",228,-3917.91947807061,-4028.61315142429,-3917.91947807061,-110.693673353684,-3917.91947807061,14.9984345347624,-115.457149394335,0.145552548802457,0.271492195076415,4.76347604065095,14.9984345347624,0.0662402334818206
"230",229,-3917.35257848302,-4028.29821410202,-3917.35257848302,-110.945635619004,-3917.35257848302,14.9984345347624,-115.709111659655,0.111629104485286,0.53388598039534,4.76347604065095,14.9984345347624,0.0662402334818206
"231",230,-3917.13959161358,-4028.31735655752,-3917.13959161358,-111.177764943946,-3917.13959161358,14.9984345347624,-115.941240984597,0.196312209089322,0.361299145485991,4.76347604065095,14.9984345347624,0.0655618799828581
"232",231,-3916.74581045931,-4027.53839043428,-3916.74581045931,-110.792579974973,-3916.74581045931,15.0001101315799,-116.775332238306,0.131196260513601,0.521521862764969,5.98275226333338,15.0001101315799,0.0653645809805869
"233",232,-3916.54011453853,-4026.98567925386,-3916.54011453853,-110.445564715328,-3916.54011453853,15.0001101315799,-116.428316978661,0.155251634136259,0.309645633669764,5.98275226333338,15.0001101315799,0.0647246432202857
"234",233,-3916.3294198132,-4028.45077746466,-3916.3294198132,-112.121357651459,-3916.3294198132,15.0001101315799,-118.104109914793,0.125989132827102,0.62289096645762,5.98275226333338,15.0001101315799,0.0625371365213006
"235",234,-3915.84293396158,-4027.40303196315,-3915.84293396158,-111.560098001568,-3915.84293396158,15.0001101315799,-117.542850264902,0.131721138704893,0.637754184210018,5.98275226333338,15.0001101315799,0.0650026583038725
"236",235,-3915.76538125828,-4023.82984639905,-3915.76538125828,-108.064465140779,-3915.76538125828,15.0001101315799,-114.047217404112,0.17649996761025,0.214638225540885,5.98275226333338,15.0001101315799,0.0685083943649516
"237",236,-3915.36370377615,-4022.98854900068,-3915.36370377615,-107.624845224532,-3915.36370377615,15.0001101315799,-113.607597487865,0.239303098349502,0.115266758988043,5.98275226333338,15.0001101315799,0.0721481314057367
"238",237,-3915.32178970927,-4023.59645868189,-3915.32178970927,-108.274668972613,-3915.32178970927,15.0001101315799,-114.257421235947,0.258659470892148,0.0622187448548209,5.98275226333338,15.0001101315799,0.0707372196019293
"239",238,-3915.08626759336,-4020.99605444506,-3915.08626759336,-105.909786851697,-3915.08626759336,15.0001101315799,-111.892539115031,0.178847603793449,0.276400215462014,5.98275226333338,15.0001101315799,0.0707372196019293
"240",239,-3914.98920717617,-4021.54654415799,-3914.98920717617,-106.557336981818,-3914.98920717617,15.0001101315799,-112.540089245152,0.172775211710218,0.191480929018885,5.98275226333338,15.0001101315799,0.0706487333067017
"241",240,-3914.79135148199,-4023.31634606783,-3914.79135148199,-108.524994585839,-3914.79135148199,15.0001101315799,-114.507746849172,0.210104080372851,0.284177026752573,5.98275226333338,15.0001101315799,0.0694439557183609
"242",241,-3914.56608509247,-4022.32782171889,-3914.56608509247,-107.761736626421,-3914.56608509247,15.0001101315799,-113.744488889754,0.169000483988741,0.321672078582363,5.98275226333338,15.0001101315799,0.0689507117681368
"243",242,-3914.54310040453,-4023.55532326659,-3914.54310040453,-109.012222862064,-3914.54310040453,15.0001101315799,-114.994975125397,0.146469206366997,0.203761638219505,5.98275226333338,15.0001101315799,0.0669701392992138
"244",243,-3913.76117361436,-4022.39735802533,-3913.76117361436,-108.636184410969,-3913.76117361436,15.0001101315799,-114.618936674302,0.166938480251001,0.34147951300192,5.98275226333338,15.0001101315799,0.0669701392992138
"245",244,-3913.15637291285,-4021.8946559456,-3913.15637291285,-108.738283032743,-3913.15637291285,15.0001101315799,-114.721035296076,0.169763798092296,0.158259819948047,5.98275226333338,15.0001101315799,0.0674329118678612
"246",245,-3913.06436994403,-4022.99118635293,-3913.06436994403,-109.926816408897,-3913.06436994403,15.0001101315799,-115.909568672231,0.202851570571997,0.188309818283472,5.98275226333338,15.0001101315799,0.0652871842425941
"247",246,-3912.97468288399,-4024.40500276057,-3912.97468288399,-111.430319876583,-3912.97468288399,15.0001101315799,-117.413072139917,0.175260444775822,0.368230818164093,5.98275226333338,15.0001101315799,0.0649654702117587
"248",247,-3912.93843498022,-4023.49506965773,-3912.93843498022,-110.55663467751,-3912.93843498022,15.0001101315799,-116.539386940843,0.200769078066769,0.0593983643076997,5.98275226333338,15.0001101315799,0.0642736222365578
"249",248,-3912.93672078259,-4023.61339263909,-3912.93672078259,-110.676671856497,-3912.93672078259,15.0001101315799,-116.65942411983,0.180243820838729,0.126416196756919,5.98275226333338,15.0001101315799,0.0624976084517303
"250",249,-3912.7312652578,-4023.58086267758,-3912.7312652578,-110.849597419782,-3912.7312652578,15.0001101315799,-116.832349683115,0.197300999381337,0.155253196227515,5.98275226333338,15.0001101315799,0.0639624142648057
"251",250,-3912.58757993971,-4022.51456517346,-3912.58757993971,-109.926985233747,-3912.58757993971,15.0001101315799,-115.909737497081,0.174511658667326,0.0752656302163179,5.98275226333338,15.0001101315799,0.0639624142648057
"252",251,-3912.58541754388,-4023.51108635053,-3912.58541754388,-110.925668806645,-3912.58541754388,15.0001101315799,-116.908421069978,0.181273526387117,0.0279746510943353,5.98275226333338,15.0001101315799,0.0639177412085895
"253",252,-3912.58321051293,-4022.84019093934,-3912.58321051293,-110.256980426411,-3912.58321051293,15.0001101315799,-116.239732689745,0.181695819991524,0.0436448752954855,5.98275226333338,15.0001101315799,0.0630778284149323
"254",253,-3912.51175178093,-4022.24877733406,-3912.51175178093,-109.737025553127,-3912.51175178093,15.0001101315799,-115.71977781646,0.181550304287719,0.0481766728496531,5.98275226333338,15.0001101315799,0.064013839347472
"255",254,-3912.4464266618,-4022.59517161066,-3912.4464266618,-110.148744948863,-3912.4464266618,15.0001101315799,-116.131497212196,0.159015260029606,0.33567629059194,5.98275226333338,15.0001101315799,0.064013839347472
"256",255,-3912.37773079606,-4022.96842698085,-3912.37773079606,-110.59069618479,-3912.37773079606,15.0001101315799,-116.573448448123,0.133316709323026,0.3083816975495,5.98275226333338,15.0001101315799,0.0632408318181965
"257",256,-3912.33648325566,-4022.48498387276,-3912.33648325566,-110.148500617099,-3912.33648325566,15.0001101315799,-116.131252880432,0.133203777446949,0.305461159907244,5.98275226333338,15.0001101315799,0.0657289148323607
"258",257,-3912.30622135187,-4022.72968394726,-3912.30622135187,-110.42346259539,-3912.30622135187,15.0001101315799,-116.406214858723,0.187546857021066,0.209494711144011,5.98275226333338,15.0001101315799,0.063393172545351
"259",258,-3912.24926945595,-4024.19577369204,-3912.24926945595,-111.946504236088,-3912.24926945595,15.0001101315799,-117.929256499422,0.104199727946277,0.60588450245058,5.98275226333338,15.0001101315799,0.0632470960145007
