"","Sample","NSlikelihood","posterior","likelihood","prior","treeLikelihood.file37262d030bd1","TreeHeight","BirthDeath","BDBirthRate","BDDeathRate","logP.mrca.auto_name_1..","mrca.age.auto_name_1.","clockRate"
"13",12,-6237.42049280638,-6312.82682160852,-6237.42049280638,-75.4063288021403,-6237.42049280638,15.0052895552698,-67.4054480716551,0.089250432246857,0.928635429531938,-8.00088073048513,15.0052895552698,214.777336280407
"14",13,-6231.58480229445,-6293.65478840577,-6231.58480229445,-62.0699861113112,-6231.58480229445,15.0052895552698,-54.069105380826,0.171910882936976,0.917311592053418,-8.00088073048513,15.0052895552698,237.981157254796
"15",14,-6199.3162813423,-6258.23462592669,-6199.3162813423,-58.9183445843908,-6199.3162813423,15.0052895552698,-50.9174638539056,0.14766179486462,0.919265453582518,-8.00088073048513,15.0052895552698,101.92589315307
"16",15,-6165.49094114742,-6232.30806137352,-6165.49094114742,-66.817120226099,-6165.49094114742,15.0052895552698,-58.8162394956139,0.235875784818162,0.86714251067082,-8.00088073048513,15.0052895552698,19.7710072749543
"17",16,-6161.50225968546,-6241.08096529139,-6161.50225968546,-79.5787056059354,-6161.50225968546,15.0052895552698,-71.5778248754503,0.308438650080259,0.645619157323221,-8.00088073048513,15.0052895552698,13.805680600332
"18",17,-6160.82520925656,-6245.7318414738,-6160.82520925656,-84.9066322172446,-6160.82520925656,15.0052895552698,-76.9057514867595,0.177015325388999,0.69794695258236,-8.00088073048513,15.0052895552698,16.9668906612148
"19",18,-6128.43915835665,-6190.52940037453,-6128.43915835665,-62.0902420178717,-6128.43915835665,14.9998590363895,-68.0691233939036,0.148295920170329,0.764457000284498,5.97888137603188,14.9998590363895,5.93912133484427
"20",19,-6122.43648145921,-6178.59991887251,-6122.43648145921,-56.1634374133029,-6122.43648145921,14.9998590363895,-62.1423187893348,0.180137714697029,0.859530000880029,5.97888137603188,14.9998590363895,4.80418400715602
"21",20,-6119.41305473757,-6183.98017058754,-6119.41305473757,-64.5671158499748,-6119.41305473757,14.9998590363895,-70.5459972260066,0.164104347789167,0.846980253087119,5.97888137603188,14.9998590363895,5.18330608985546
"22",21,-6062.84943094896,-6134.82940292707,-6062.84943094896,-71.9799719781179,-6062.84943094896,14.9998590363895,-77.9588533541497,0.108113145919192,0.865397027573123,5.97888137603188,14.9998590363895,9.45456853097116
"23",22,-6055.98705434568,-6127.29339068411,-6055.98705434568,-71.3063363384275,-6055.98705434568,14.9998590363895,-77.2852177144594,0.203001562048761,0.834253497620533,5.97888137603188,14.9998590363895,6.42474028168245
"24",23,-6046.87293164586,-6110.77608916577,-6046.87293164586,-63.9031575199096,-6046.87293164586,14.9998590363895,-69.8820388959415,0.130408764567963,0.882610016456029,5.97888137603188,14.9998590363895,7.28964884024113
"25",24,-6012.81741223433,-6089.9432135815,-6012.81741223433,-77.125801347169,-6012.81741223433,14.9990339201686,-82.6479629726429,0.111514659660504,0.902379644569997,5.52216162547381,14.9990339201686,6.35503811052555
"26",25,-5972.92048246882,-6035.27411029049,-5972.92048246882,-62.3536278216693,-5972.92048246882,14.9990339201686,-67.8757894471431,0.0450471036359238,0.952490996752653,5.52216162547381,14.9990339201686,5.94154970097583
"27",26,-5870.60420696417,-5935.9442385095,-5870.60420696417,-65.3400315453311,-5870.60420696417,14.9990339201686,-70.8621931708049,0.0792257182739712,0.932314249752948,5.52216162547381,14.9990339201686,2.20227993817115
"28",27,-5855.4552573837,-5906.690994675,-5855.4552573837,-51.2357372912984,-5855.4552573837,14.9990339201686,-56.7578989167722,0.0805340884595691,0.949702868530761,5.52216162547381,14.9990339201686,2.3845887592287
"29",28,-5839.02191315747,-5898.12610501477,-5839.02191315747,-59.104191857299,-5839.02191315747,14.9990339201686,-64.6263534827728,0.118297861757449,0.888620877953341,5.52216162547381,14.9990339201686,1.96333009267839
"30",29,-5831.64876109878,-5892.22925472502,-5831.64876109878,-60.5804936262406,-5831.64876109878,14.9990339201686,-66.1026552517144,0.125240096472281,0.893472545377281,5.52216162547381,14.9990339201686,2.42843053521259
"31",30,-5824.60367908172,-5895.62915687559,-5824.60367908172,-71.0254777938779,-5824.60367908172,14.9990339201686,-76.5476394193518,0.167680680438257,0.849760999769776,5.52216162547381,14.9990339201686,1.8713242640793
"32",31,-5794.51764692083,-5853.6667853537,-5794.51764692083,-59.1491384328653,-5794.51764692083,14.9990339201686,-64.6713000583391,0.147876485793737,0.888069240134428,5.52216162547381,14.9990339201686,2.47266985218219
"33",32,-5793.1868045317,-5857.37954377535,-5793.1868045317,-64.1927392436469,-5793.1868045317,14.9990339201686,-69.7149008691207,0.185345139848997,0.783978120828749,5.52216162547381,14.9990339201686,2.38869687035922
"34",33,-5776.81178186137,-5834.94470619792,-5776.81178186137,-58.1329243365545,-5776.81178186137,14.9990339201686,-63.6550859620283,0.201581584032446,0.849412196074693,5.52216162547381,14.9990339201686,2.73733790238191
"35",34,-5753.75054854796,-5806.48950424938,-5753.75054854796,-52.7389557014126,-5753.75054854796,14.9990339201686,-58.2611173268864,0.160154355676815,0.880715568023662,5.52216162547381,14.9990339201686,3.28869150568599
"36",35,-5738.3505252004,-5788.47920475064,-5738.3505252004,-50.1286795502348,-5738.3505252004,14.9990339201686,-55.6508411757086,0.207099216313693,0.897689730177564,5.52216162547381,14.9990339201686,2.66058330744289
"37",36,-5709.27685127702,-5772.36240946258,-5709.27685127702,-63.0855581855613,-5709.27685127702,14.9990339201686,-68.6077198110352,0.159922000783881,0.818293348394513,5.52216162547381,14.9990339201686,1.91558861566831
"38",37,-5705.83130364662,-5773.10288662251,-5705.83130364662,-67.2715829758975,-5705.83130364662,14.9990339201686,-72.7937446013713,0.249622363468863,0.795945702101382,5.52216162547381,14.9990339201686,2.83648127288212
"39",38,-5693.00764459231,-5747.85654592029,-5693.00764459231,-54.8489013279814,-5693.00764459231,14.9990339201686,-60.3710629534552,0.267342990278016,0.785630873702958,5.52216162547381,14.9990339201686,2.46972605777905
"40",39,-5667.76141468085,-5729.25549067739,-5667.76141468085,-61.494075996539,-5667.76141468085,14.9990339201686,-67.0162376220128,0.329556993527795,0.788935219641422,5.52216162547381,14.9990339201686,1.84940387918202
"41",40,-5642.542370336,-5716.64936379886,-5642.542370336,-74.1069934628551,-5642.542370336,14.9990339201686,-79.6291550883289,0.142971792600805,0.669848907856459,5.52216162547381,14.9990339201686,1.43384828855613
"42",41,-5636.43534757099,-5709.24587371763,-5636.43534757099,-72.8105261466446,-5636.43534757099,14.9990339201686,-78.3326877721184,0.0924419939891759,0.921899076830518,5.52216162547381,14.9990339201686,2.45498088839567
"43",42,-5630.71562416982,-5716.72354603706,-5630.71562416982,-86.0079218672443,-5630.71562416982,14.9990339201686,-91.5300834927182,0.17395698738453,0.720320229574083,5.52216162547381,14.9990339201686,1.4583597370863
"44",43,-5604.39518028433,-5690.66017664077,-5604.39518028433,-86.2649963564433,-5604.39518028433,14.9990339201686,-91.7871579819171,0.234514374125421,0.530244871331505,5.52216162547381,14.9990339201686,1.11304382113564
"45",44,-5603.71196099859,-5694.57255238095,-5603.71196099859,-90.8605913823563,-5603.71196099859,14.9990339201686,-96.3827530078301,0.100591622494852,0.853841691156497,5.52216162547381,14.9990339201686,1.63963409402749
"46",45,-5601.12207794033,-5679.54499979543,-5601.12207794033,-78.4229218550923,-5601.12207794033,14.9987208238648,-83.5935928084473,0.0966434158125435,0.932617486310791,5.17067095335507,14.9987208238648,1.30669626670236
"47",46,-5589.5280342954,-5662.76345986987,-5589.5280342954,-73.23542557446,-5589.5280342954,14.9987208238648,-78.406096527815,0.194471229785532,0.79284009892879,5.17067095335507,14.9987208238648,1.56953739126771
"48",47,-5584.13523345102,-5665.73541936444,-5584.13523345102,-81.6001859134166,-5584.13523345102,14.9987208238648,-86.7708568667716,0.162171887584112,0.812399746717725,5.17067095335507,14.9987208238648,0.82372672276934
"49",48,-5503.88727776402,-5583.45206499941,-5503.88727776402,-79.5647872353875,-5503.88727776402,14.9987208238648,-84.7354581887426,0.188557243996928,0.709496779835757,5.17067095335507,14.9987208238648,0.853043221200091
"50",49,-5486.60745152434,-5569.11965794525,-5486.60745152434,-82.5122064209103,-5486.60745152434,14.9987208238648,-87.6828773742654,0.229431361482063,0.517929955773211,5.17067095335507,14.9987208238648,0.676702611398244
"51",50,-5463.86760092523,-5545.24691560221,-5463.86760092523,-81.3793146769846,-5463.86760092523,14.9987208238648,-86.5499856303397,0.0685333033041224,0.921163321752659,5.17067095335507,14.9987208238648,0.890661712646297
"52",51,-5415.61492335748,-5497.44281176779,-5415.61492335748,-81.827888410314,-5415.61492335748,14.9987208238648,-86.9985593636691,0.082004013792106,0.822513337376145,5.17067095335507,14.9987208238648,0.681808637508221
"53",52,-5412.27259254866,-5488.28589004098,-5412.27259254866,-76.0132974923196,-5412.27259254866,14.9987208238648,-81.1839684456747,0.204167415984737,0.680815313705189,5.17067095335507,14.9987208238648,0.566050196943212
"54",53,-5409.6998882524,-5492.03457209947,-5409.6998882524,-82.3346838470677,-5409.6998882524,15.0009454266303,-87.8765848362329,0.401042890332516,0.226124124432416,5.54190098916523,15.0009454266303,0.317683905212365
"55",54,-5394.38872279227,-5478.42936331421,-5394.38872279227,-84.040640521938,-5394.38872279227,15.0009454266303,-89.5825415111032,0.307966929293454,0.16716827318216,5.54190098916523,15.0009454266303,0.5052717305436
"56",55,-5391.62084238022,-5480.16730997368,-5391.62084238022,-88.5464675934542,-5391.62084238022,15.0009454266303,-94.0883685826194,0.258942245470878,0.0848045764914302,5.54190098916523,15.0009454266303,0.338205014836302
"57",56,-5363.26126758712,-5457.95878107422,-5363.26126758712,-94.6975134871084,-5363.26126758712,15.0009454266303,-100.239414476274,0.23731647937979,0.0457590116065867,5.54190098916523,15.0009454266303,0.455383516734208
"58",57,-5351.16013201999,-5446.02687847708,-5351.16013201999,-94.8667464570814,-5351.16013201999,15.0009454266303,-100.408647446247,0.235954901967559,0.0436590532815513,5.54190098916523,15.0009454266303,0.322862909413308
"59",58,-5294.70637557741,-5388.90237867034,-5294.70637557741,-94.1960030929304,-5294.70637557741,15.0009454266303,-99.7379040820956,0.305324589914932,0.0290220891329313,5.54190098916523,15.0009454266303,0.203318025507338
"60",59,-5276.80486673502,-5372.82777711822,-5276.80486673502,-96.0229103831991,-5276.80486673502,15.0009454266303,-101.564811372364,0.253828353425598,0.064715612290394,5.54190098916523,15.0009454266303,0.217134856648654
"61",60,-5205.69245530225,-5302.54223598575,-5205.69245530225,-96.8497806835053,-5205.69245530225,15.0009454266303,-102.391681672671,0.252641143724161,0.248277163025172,5.54190098916523,15.0009454266303,0.175025241555964
"62",61,-5173.97377510002,-5267.41609822422,-5173.97377510002,-93.4423231241994,-5173.97377510002,15.0009454266303,-98.9842241133646,0.231036200430429,0.0509823462597033,5.54190098916523,15.0009454266303,0.208529795924416
"63",62,-5170.17990241539,-5269.1428765429,-5170.17990241539,-98.9629741275164,-5170.17990241539,15.0009454266303,-104.504875116682,0.237378112914359,0.16594159435774,5.54190098916523,15.0009454266303,0.180808001342721
"64",63,-5163.8057291108,-5261.0664877694,-5163.8057291108,-97.2607586586073,-5163.8057291108,15.0009454266303,-102.802659647773,0.239178873663925,0.29804290691466,5.54190098916523,15.0009454266303,0.208907604729038
"65",64,-5160.63894086844,-5253.65878980524,-5160.63894086844,-93.019848936802,-5160.63894086844,15.0009454266303,-98.5617499259672,0.196168150674287,0.187473715958848,5.54190098916523,15.0009454266303,0.26203742428342
"66",65,-5107.20818351895,-5199.38563032018,-5107.20818351895,-92.1774468012317,-5107.20818351895,15.0009454266303,-97.7193477903969,0.222765546740096,0.3235533275295,5.54190098916523,15.0009454266303,0.199137029226996
"67",66,-5103.75979502339,-5192.03831085708,-5103.75979502339,-88.2785158336845,-5103.75979502339,15.0009454266303,-93.8204168228498,0.311311357601047,0.382535329434546,5.54190098916523,15.0009454266303,0.239184775138631
"68",67,-5100.5532153185,-5201.11266122888,-5100.5532153185,-100.559445910378,-5100.5532153185,15.0009454266303,-106.101346899543,0.0634385836525274,0.846823389333625,5.54190098916523,15.0009454266303,0.174529899831147
"69",68,-5073.94171249482,-5173.62188261643,-5073.94171249482,-99.6801701216035,-5073.94171249482,15.0009454266303,-105.222071110769,0.11039649841779,0.727708001140554,5.54190098916523,15.0009454266303,0.162459252364649
"70",69,-5066.91017016656,-5160.24001951692,-5066.91017016656,-93.3298493503619,-5066.91017016656,15.0009454266303,-98.8717503395272,0.192125490058715,0.492236036464513,5.54190098916523,15.0009454266303,0.192428025548737
"71",70,-5063.95221949287,-5151.65911904492,-5063.95221949287,-87.7068995520585,-5063.95221949287,15.0009454266303,-93.2488005412238,0.242776119797039,0.371596763549105,5.54190098916523,15.0009454266303,0.337002589812163
"72",71,-5061.48763911064,-5152.43518696014,-5061.48763911064,-90.9475478494994,-5061.48763911064,15.0009454266303,-96.4894488386647,0.22850431365763,0.593315287803576,5.54190098916523,15.0009454266303,0.301100061682361
"73",72,-5030.95062624735,-5122.75319382686,-5030.95062624735,-91.8025675795146,-5030.95062624735,15.0009454266303,-97.3444685686799,0.205629207486494,0.250148588044758,5.54190098916523,15.0009454266303,0.225558567054457
"74",73,-5026.36509536815,-5120.93474252985,-5026.36509536815,-94.5696471617053,-5026.36509536815,15.0009454266303,-100.111548150871,0.183562747206729,0.336718533469245,5.54190098916523,15.0009454266303,0.282379504381626
"75",74,-5005.9187886853,-5097.77809485927,-5005.9187886853,-91.8593061739723,-5005.9187886853,15.0009454266303,-97.4012071631376,0.297229405116969,0.406004110688734,5.54190098916523,15.0009454266303,0.382965915636413
"76",75,-4989.15336078662,-5077.46729019084,-4989.15336078662,-88.3139294042205,-4989.15336078662,15.0009454266303,-93.8558303933858,0.300274294185139,0.470412324230228,5.54190098916523,15.0009454266303,0.361815796002712
"77",76,-4935.25486307319,-5024.51516983658,-4935.25486307319,-89.2603067633978,-4935.25486307319,15.0009454266303,-94.802207752563,0.179509023642437,0.558250380040051,5.54190098916523,15.0009454266303,0.370317381030192
"78",77,-4928.33893778275,-5022.44492646826,-4928.33893778275,-94.1059886855139,-4928.33893778275,15.0009454266303,-99.6478896746792,0.219109790725457,0.453127874821488,5.54190098916523,15.0009454266303,0.22097129202967
"79",78,-4863.629143031,-4954.52010964579,-4863.629143031,-90.8909666147822,-4863.629143031,15.0009454266303,-96.4328676039474,0.174870675058186,0.566712929184952,5.54190098916523,15.0009454266303,0.295845559754005
"80",79,-4794.88534554956,-4880.74641928896,-4794.88534554956,-85.8610737394019,-4794.88534554956,15.0009454266303,-91.4029747285672,0.0968580453401737,0.862519047227551,5.54190098916523,15.0009454266303,0.252345802564272
"81",80,-4790.62840811423,-4879.48802749563,-4790.62840811423,-88.8596193813965,-4790.62840811423,15.0009454266303,-94.4015203705617,0.200809737777708,0.633855529008587,5.54190098916523,15.0009454266303,0.23307220633302
"82",81,-4757.80926980885,-4846.75243203988,-4757.80926980885,-88.9431622310333,-4757.80926980885,15.0009454266303,-94.4850632201985,0.4051641936757,0.254703932578738,5.54190098916523,15.0009454266303,0.350133248754581
"83",82,-4751.81321532888,-4841.22439243223,-4751.81321532888,-89.4111771033503,-4751.81321532888,15.0009454266303,-94.9530780925155,0.19283374938036,0.459756035297396,5.54190098916523,15.0009454266303,0.255063494837989
"84",83,-4738.54693695428,-4829.3859189154,-4738.54693695428,-90.8389819611252,-4738.54693695428,15.0009454266303,-96.3808829502904,0.151449382033258,0.655330696702422,5.54190098916523,15.0009454266303,0.179994435382977
"85",84,-4736.92702945192,-4827.50739997198,-4736.92702945192,-90.5803705200589,-4736.92702945192,15.0009454266303,-96.1222715092241,0.243468248661611,0.388595699973422,5.54190098916523,15.0009454266303,0.190151425841437
"86",85,-4736.85815281074,-4825.88821397642,-4736.85815281074,-89.0300611656771,-4736.85815281074,15.0009454266303,-94.5719621548423,0.238834561935527,0.589988712307682,5.54190098916523,15.0009454266303,0.169817278350806
"87",86,-4701.99680925873,-4786.71317632104,-4701.99680925873,-84.7163670623125,-4701.99680925873,15.0009454266303,-90.2582680514778,0.381325938174744,0.309796686948819,5.54190098916523,15.0009454266303,0.251932740381566
"88",87,-4691.19431269156,-4771.51613396784,-4691.19431269156,-80.3218212762838,-4691.19431269156,15.0009454266303,-85.863722265449,0.267577729692319,0.568680120349625,5.54190098916523,15.0009454266303,0.268425408164115
"89",88,-4686.90066382618,-4766.06623937418,-4686.90066382618,-79.1655755479926,-4686.90066382618,15.0009454266303,-84.7074765371578,0.325427132909829,0.464483272445685,5.54190098916523,15.0009454266303,0.226462862328149
"90",89,-4669.83733811439,-4745.68868021986,-4669.83733811439,-75.8513421054661,-4669.83733811439,15.0009454266303,-81.3932430946313,0.400687123367244,0.330462216847347,5.54190098916523,15.0009454266303,0.316084175022252
"91",90,-4659.70173351105,-4739.81756266581,-4659.70173351105,-80.1158291547585,-4659.70173351105,15.0009454266303,-85.6577301439237,0.218312636877728,0.7180890822709,5.54190098916523,15.0009454266303,0.311489442805698
"92",91,-4652.01464556067,-4722.89463767785,-4652.01464556067,-70.8799921171827,-4652.01464556067,15.0009454266303,-76.421893106348,0.102329402859832,0.91503291159331,5.54190098916523,15.0009454266303,0.363059771875191
"93",92,-4646.59964797316,-4720.92197752933,-4646.59964797316,-74.3223295561706,-4646.59964797316,15.0009454266303,-79.8642305453359,0.0539149093084327,0.936930345144688,5.54190098916523,15.0009454266303,0.228208976174667
"94",93,-4611.55447888334,-4697.88140275685,-4611.55447888334,-86.326923873513,-4611.55447888334,15.0009454266303,-91.8688248626782,0.0596323560302885,0.90697007026693,5.54190098916523,15.0009454266303,0.216779302577031
"95",94,-4611.18301761134,-4696.21824266325,-4611.18301761134,-85.0352250519103,-4611.18301761134,15.0009454266303,-90.5771260410755,0.216240463915511,0.719185881079902,5.54190098916523,15.0009454266303,0.177674125533772
"96",95,-4591.31791046558,-4682.86205748669,-4591.31791046558,-91.5441470211062,-4591.31791046558,15.0009454266303,-97.0860480102714,0.170212600843752,0.566134223085044,5.54190098916523,15.0009454266303,0.200821630611095
"97",96,-4585.91403533588,-4674.58303026001,-4585.91403533588,-88.6689949241279,-4585.91403533588,15.0009454266303,-94.2108959132932,0.238406611783486,0.56241065919248,5.54190098916523,15.0009454266303,0.1543565240111
"98",97,-4582.34409895419,-4673.87889645605,-4582.34409895419,-91.5347975018563,-4582.34409895419,15.0009454266303,-97.0766984910215,0.259703176612285,0.22331592000052,5.54190098916523,15.0009454266303,0.171137464757826
"99",98,-4578.6036609408,-4672.14646084483,-4578.6036609408,-93.5427999040254,-4578.6036609408,15.0009454266303,-99.0847008931907,0.192896766526934,0.416534354849532,5.54190098916523,15.0009454266303,0.141986634158057
"100",99,-4568.90620955858,-4661.48087039646,-4568.90620955858,-92.5746608378828,-4568.90620955858,15.0009454266303,-98.116561827048,0.163472736332838,0.617993035817576,5.54190098916523,15.0009454266303,0.140530567217186
"101",100,-4568.37941724185,-4662.73021604133,-4568.37941724185,-94.3507987994743,-4568.37941724185,15.0013338331421,-99.4500601197506,0.144164949637139,0.76883825403237,5.09926132027632,15.0013338331421,0.154369386508479
"102",101,-4531.7953779693,-4634.1747427231,-4531.7953779693,-102.379364753809,-4531.7953779693,15.0013338331421,-107.478626074085,0.139874525382654,0.690273833699972,5.09926132027632,15.0013338331421,0.13360761412988
"103",102,-4448.24726855335,-4544.41940602599,-4448.24726855335,-96.1721374726436,-4448.24726855335,15.0013338331421,-101.27139879292,0.0821710864958711,0.749732957482201,5.09926132027632,15.0013338331421,0.118114541220552
"104",103,-4420.91065881899,-4503.81424132062,-4420.91065881899,-82.9035825016254,-4420.91065881899,15.0013338331421,-88.0028438219017,0.0631217937933799,0.863173684387763,5.09926132027632,15.0013338331421,0.223286448907809
"105",104,-4408.97528728017,-4496.67278540283,-4408.97528728017,-87.6974981226654,-4408.97528728017,15.0013338331421,-92.7967594429417,0.235261724280573,0.61336035673108,5.09926132027632,15.0013338331421,0.156362653353093
"106",105,-4397.97875498224,-4492.31568207572,-4397.97875498224,-94.3369270934847,-4397.97875498224,15.0013338331421,-99.4361884137611,0.144423981814556,0.673069547194369,5.09926132027632,15.0013338331421,0.126565006797218
"107",106,-4378.77275004941,-4468.38024289845,-4378.77275004941,-89.6074928490312,-4378.77275004941,15.0013338331421,-94.7067541693075,0.0728768207073476,0.886418889026016,5.09926132027632,15.0013338331421,0.131408504944071
"108",107,-4372.49563624953,-4461.58129336614,-4372.49563624953,-89.0856571166143,-4372.49563624953,15.0013338331421,-94.1849184368907,0.220433191880335,0.256092483802361,5.09926132027632,15.0013338331421,0.160181861729408
"109",108,-4363.68528937691,-4451.56339404244,-4363.68528937691,-87.8781046655213,-4363.68528937691,15.0013338331421,-92.9773659857977,0.209463555875705,0.34947147576399,5.09926132027632,15.0013338331421,0.1684190907975
"110",109,-4359.98123216094,-4448.55655462319,-4359.98123216094,-88.5753224622451,-4359.98123216094,15.0013338331421,-93.6745837825215,0.225826302057088,0.349650857010194,5.09926132027632,15.0013338331421,0.162644246363107
"111",110,-4352.98514500882,-4438.3289915081,-4352.98514500882,-85.3438464992817,-4352.98514500882,15.0013338331421,-90.443107819558,0.207884929249656,0.5326189594248,5.09926132027632,15.0013338331421,0.203900687531386
"112",111,-4347.46274449553,-4433.56679908921,-4347.46274449553,-86.1040545936847,-4347.46274449553,15.0013338331421,-91.203315913961,0.191696918744204,0.554048926965652,5.09926132027632,15.0013338331421,0.162453012772275
"113",112,-4336.42460522691,-4422.50645241154,-4336.42460522691,-86.0818471846289,-4336.42460522691,15.0013338331421,-91.1811085049052,0.278689009244657,0.50703340496135,5.09926132027632,15.0013338331421,0.179994858157459
"114",113,-4309.71965264264,-4402.3353318173,-4309.71965264264,-92.6156791746666,-4309.71965264264,15.0013338331421,-97.7149404949429,0.357945096100112,0.275053549087345,5.09926132027632,15.0013338331421,0.192876704506516
"115",114,-4252.11802064741,-4346.22143064633,-4252.11802064741,-94.1034099989206,-4252.11802064741,15.0013338331421,-99.202671319197,0.234387588797585,0.190777620368988,5.09926132027632,15.0013338331421,0.135880002581106
"116",115,-4235.57605529075,-4325.19531364634,-4235.57605529075,-89.6192583555907,-4235.57605529075,15.0013338331421,-94.7185196758671,0.314473641921428,0.312000437191074,5.09926132027632,15.0013338331421,0.125629084606258
"117",116,-4228.86947765736,-4321.68882311865,-4228.86947765736,-92.8193454612863,-4228.86947765736,15.0013338331421,-97.9186067815627,0.294579776877461,0.424841922967667,5.09926132027632,15.0013338331421,0.140601620791058
"118",117,-4223.0880005714,-4322.19802756458,-4223.0880005714,-99.1100269931756,-4223.0880005714,15.0013338331421,-104.209288313452,0.204383783922907,0.216846478515653,5.09926132027632,15.0013338331421,0.11164963170376
"119",118,-4203.55150361915,-4307.41154764377,-4203.55150361915,-103.860044024621,-4203.55150361915,15.0013338331421,-108.959305344897,0.213496156927324,0.138383787350521,5.09926132027632,15.0013338331421,0.0831179287932898
"120",119,-4200.81119661575,-4304.97469427381,-4200.81119661575,-104.163497658052,-4200.81119661575,15.0013338331421,-109.262758978328,0.216253925330183,0.0858073393343943,5.09926132027632,15.0013338331421,0.0984800389564204
"121",120,-4199.71085984715,-4308.06079664929,-4199.71085984715,-108.349936802145,-4199.71085984715,15.0013338331421,-113.449198122421,0.159648955493949,0.376609405655921,5.09926132027632,15.0013338331421,0.0776175636739468
"122",121,-4199.60334104427,-4310.12777104146,-4199.60334104427,-110.524429997193,-4199.60334104427,15.0013338331421,-115.623691317469,0.0939568037324248,0.507145979124382,5.09926132027632,15.0013338331421,0.0846194775894095
"123",122,-4193.13621954166,-4304.1420439993,-4193.13621954166,-111.005824457635,-4193.13621954166,15.0013338331421,-116.105085777912,0.156486323350998,0.396202078402207,5.09926132027632,15.0013338331421,0.0796615419549032
"124",123,-4192.81346815559,-4303.08223986817,-4192.81346815559,-110.268771712571,-4192.81346815559,15.0013338331421,-115.368033032847,0.219663590485108,0.29459801008151,5.09926132027632,15.0013338331421,0.0899428617697771
"125",124,-4166.18675794634,-4271.73504923822,-4166.18675794634,-105.548291291883,-4166.18675794634,15.0013338331421,-110.64755261216,0.267113526567814,0.16897326421076,5.09926132027632,15.0013338331421,0.0953922854256116
"126",125,-4163.54837058233,-4266.67688021594,-4163.54837058233,-103.12850963361,-4163.54837058233,15.0013338331421,-108.227770953886,0.166166890554274,0.200303862036571,5.09926132027632,15.0013338331421,0.0993261581394082
"127",126,-4139.48025641088,-4241.24304431144,-4139.48025641088,-101.762787900554,-4139.48025641088,15.0013338331421,-106.86204922083,0.227334089900975,0.176726517919924,5.09926132027632,15.0013338331421,0.0922123359604285
"128",127,-4135.98703505989,-4242.5139205386,-4135.98703505989,-106.526885478709,-4135.98703505989,15.0013338331421,-111.626146798986,0.129672456146107,0.50701042156474,5.09926132027632,15.0013338331421,0.100728667065164
"129",128,-4128.62469380723,-4239.69051140061,-4128.62469380723,-111.065817593378,-4128.62469380723,15.0013338331421,-116.165078913654,0.221280329947172,0.170047617422544,5.09926132027632,15.0013338331421,0.08073430777955
