"Sample"	"NSlikelihood"	"posterior"	"likelihood"	"prior"	"treeLikelihood.file596d3881af5d"	"TreeHeight"	"rateAC"	"rateAG"	"rateAT"	"rateCG"	"rateGT"	"freqParameter.1"	"freqParameter.2"	"freqParameter.3"	"freqParameter.4"	"BirthDeath"	"BDBirthRate"	"BDDeathRate"	"logP.mrca.auto_name_1.."	"mrca.age.auto_name_1."	"clockRate"
"11"	10	-766.35103633032	-798.597969984687	-766.35103633032	-32.2469336543675	-766.35103633032	15.0015157510581	0.717574012818496	0.219264787312297	6.40304982490107	0.675296390535118	3.1899946436569	0.247169905951976	0.238393186276446	0.263668044533956	0.250768863237623	-19.7866515103729	0.128230664710894	0.639763868851583	4.84006611073795	15.0015157510581	0.255451396604452
"12"	11	-765.726331990191	-797.973435537348	-765.726331990191	-32.2471035471563	-765.726331990191	15.0015157510581	1.13052643054886	0.113752679127356	8.80485195401753	0.675296390535118	4.42555097022969	0.243237067673679	0.2387701686062	0.255428264691436	0.262564499028685	-18.9650634066154	0.0478950490511307	0.939550342852971	4.84006611073795	15.0015157510581	0.396282912151158
"13"	12	-757.915197575154	-791.35887780833	-757.915197575154	-33.443680233176	-757.915197575154	15.0015157510581	1.13052643054886	0.0865469524954729	8.80485195401753	0.675296390535118	3.01581564459059	0.243237067673679	0.24327839700814	0.255428264691436	0.258056270626744	-20.927994712964	0.0777214389544324	0.535625632061104	4.84006611073795	15.0015157510581	0.202760198150705
"14"	13	-757.079454941085	-790.283363809267	-757.079454941085	-33.2039088681827	-757.079454941085	15.0015157510581	0.75814215916298	0.126941854570248	8.80485195401753	0.675296390535118	1.47200971050293	0.243237067673679	0.24327839700814	0.255428264691436	0.258056270626744	-21.5749016436509	0.036734194352676	0.762697943416674	4.84006611073795	15.0015157510581	0.159600670372373
"15"	14	-756.250258030895	-789.585001883466	-756.250258030895	-33.3347438525719	-756.250258030895	15.0015977009701	0.75814215916298	0.126941854570248	8.80485195401753	0.675296390535118	1.47200971050293	0.240148399058195	0.247103412120526	0.254691918194535	0.258056270626744	-21.5781630680738	0.0737165930967618	0.471002985874462	4.71249255077154	15.0015977009701	0.102509827722163
"16"	15	-744.355758373994	-779.518518892855	-744.355758373994	-35.1627605188609	-744.355758373994	15.0015977009701	0.632519366355699	0.136495716911178	8.80485195401753	1.22848211605137	1.54110270370012	0.249304854661093	0.241876215570917	0.253085839043393	0.255733090724597	-22.8471627303992	0.231440093341663	0.322516492437086	4.71249255077154	15.0015977009701	0.152320749885329
"17"	16	-743.554623197188	-776.397867984488	-743.554623197188	-32.8432447873006	-743.554623197188	15.0015977009701	0.632519366355699	0.136495716911178	8.80485195401753	1.44079161280764	1.0772904966357	0.249304854661093	0.241876215570917	0.253085839043393	0.255733090724597	-20.7415012549862	0.158363034017766	0.29806513627415	4.71249255077154	15.0015977009701	0.104487771157167
"18"	17	-737.145655758114	-770.392568502446	-737.145655758114	-33.2469127443321	-737.145655758114	15.0015977009701	0.632519366355699	0.136495716911178	7.8638608771612	1.44079161280764	1.6241461024157	0.250432026085729	0.240749044146282	0.253085839043393	0.255733090724597	-20.9019502764957	0.0660531658016317	0.396693647397534	4.71249255077154	15.0015977009701	0.144575817288387
"19"	18	-734.337869080246	-768.725545527403	-734.337869080246	-34.3876764471569	-734.337869080246	15.0015977009701	0.632519366355699	0.140394237140627	7.8638608771612	1.0138643617168	1.4865071657789	0.244743155889543	0.252223855508948	0.254022997796843	0.249009990804666	-22.4902002761188	0.131510498776058	0.5506821941917	4.71249255077154	15.0015977009701	0.166238537532069
"20"	19	-732.343176317146	-763.880022270682	-732.343176317146	-31.5368459535357	-732.343176317146	15.0015977009701	0.338388313085051	0.22180891765504	7.68445031827565	1.0138643617168	1.4865071657789	0.244743155889543	0.252223855508948	0.248883209041116	0.254149779560394	-19.8643252779487	0.118245871118305	0.634631135803788	4.71249255077154	15.0015977009701	0.179447323987867
"21"	20	-729.100520158644	-761.221386559662	-729.100520158644	-32.1208664010177	-729.100520158644	15.0015977009701	0.338388313085051	0.22180891765504	7.68445031827565	1.91015897582084	1.4865071657789	0.244743155889543	0.252223855508948	0.248883209041116	0.254149779560394	-19.7569697897354	0.0810001329259701	0.537704879368903	4.71249255077154	15.0015977009701	0.159890415721395
"22"	21	-725.636094228609	-758.646044025704	-725.636094228609	-33.0099497970947	-725.636094228609	15.0015977009701	0.338388313085051	0.22180891765504	6.17179946908728	2.64445732238016	1.06355062338321	0.25301294750429	0.252001136619138	0.240613417426368	0.254372498450203	-20.9834920606551	0.0654584421664468	0.727405239792296	4.71249255077154	15.0015977009701	0.122795754008616
"23"	22	-724.778404738682	-756.453034436819	-724.778404738682	-31.6746296981375	-724.778404738682	15.0015977009701	0.338388313085051	0.22180891765504	3.74175251708997	2.64445732238016	1.06355062338321	0.25301294750429	0.252001136619138	0.240613417426368	0.254372498450203	-20.3665911935925	0.0743283120182045	0.522885546216033	4.71249255077154	15.0015977009701	0.133367360340001
"24"	23	-724.763296380588	-756.73226974152	-724.763296380588	-31.9689733609317	-724.763296380588	15.0015977009701	0.338388313085051	0.22180891765504	2.91611405159827	2.64445732238016	1.99401162834213	0.25301294750429	0.252001136619138	0.240613417426368	0.254372498450203	-20.2901808871434	0.167801226637691	0.390066769484612	4.71249255077154	15.0015977009701	0.163133008617118
"25"	24	-722.063435102349	-754.181731962666	-722.063435102349	-32.1182968603167	-722.063435102349	15.0011902194896	0.338388313085051	0.22180891765504	2.91611405159827	2.64445732238016	2.160469435386	0.25301294750429	0.246549119142735	0.246065434902772	0.254372498450203	-20.914703409275	0.219417839052005	0.467699587754517	5.28050552900951	15.0011902194896	0.161609230580997
"26"	25	-721.264733857583	-751.649558391676	-721.264733857583	-30.3848245340932	-721.264733857583	15.0011902194896	0.338388313085051	0.22180891765504	1.90900727044768	2.64445732238016	2.160469435386	0.25301294750429	0.246549119142735	0.246065434902772	0.254372498450203	-19.6844269050217	0.164740896545588	0.548508408986767	5.28050552900951	15.0011902194896	0.274113455613458
"27"	26	-720.448966766962	-750.444556577849	-720.448966766962	-29.9955898108871	-720.448966766962	15.0011902194896	0.26743456295828	0.175355078904638	1.90900727044768	2.64445732238016	1.63754929682903	0.25301294750429	0.252814350670307	0.246065434902772	0.248107266922631	-20.0669771549176	0.135100747993272	0.422598521765872	5.28050552900951	15.0011902194896	0.240018188389394
"28"	27	-719.524439158771	-749.34325717237	-719.524439158771	-29.8188180135994	-719.524439158771	15.0011902194896	0.26743456295828	0.183070805094062	1.3119744210921	2.64445732238016	1.48189575977445	0.255492757365428	0.256273131228008	0.240126844483933	0.248107266922631	-20.375363488864	0.0393458733287814	0.896412730854892	5.28050552900951	15.0011902194896	0.205808856916363
"29"	28	-718.734183979666	-749.595167071778	-718.734183979666	-30.8609830921125	-718.734183979666	15.0011902194896	0.26743456295828	0.183070805094062	1.88398353112734	2.64445732238016	0.816336828343363	0.255492757365428	0.256273131228008	0.240126844483933	0.248107266922631	-21.6495589664873	0.203272975335828	0.594759901286175	5.28050552900951	15.0011902194896	0.117026903964478
"30"	29	-718.626598205342	-750.299039520651	-718.626598205342	-31.6724413153087	-718.626598205342	15.0016915218351	0.26743456295828	0.238232539691565	1.52093559258094	2.64445732238016	0.816336828343363	0.24238659353991	0.243931566741928	0.259121155160891	0.254560684557271	-21.7254061336119	0.151782898722003	0.773294500898496	4.55819368640336	15.0016915218351	0.152509376648624
"31"	30	-715.932585274222	-746.186776657547	-715.932585274222	-30.2541913833247	-715.932585274222	15.0016915218351	0.26743456295828	0.238232539691565	1.52093559258094	2.64445732238016	0.732168457781375	0.258640347580154	0.239873992529364	0.249429116199184	0.252056543691298	-20.4189486458168	0.0693451342283207	0.536302857622814	4.55819368640336	15.0016915218351	0.140131041926611
"32"	31	-715.830763547272	-749.023314386302	-715.830763547272	-33.1925508390299	-715.830763547272	15.0016915218351	0.26743456295828	0.238232539691565	2.06154812170486	2.64445732238016	0.732168457781375	0.258640347580154	0.239873992529364	0.249429116199184	0.252056543691298	-23.0143218770516	0.297440828503464	0.565779154206938	4.55819368640336	15.0016915218351	0.130707114750531
"33"	32	-714.358340666748	-743.857135627776	-714.358340666748	-29.4987949610279	-714.358340666748	15.0016915218351	0.257584733772567	0.218808436751188	2.07866975882097	2.75444354580632	0.970243017894178	0.259956429471193	0.238557910638324	0.249429116199184	0.252056543691298	-19.0884232790168	0.139269237067454	0.374696265236754	4.55819368640336	15.0016915218351	0.179659900019157
"34"	33	-714.293846261197	-741.96812828892	-714.293846261197	-27.6742820277224	-714.293846261197	15.0016915218351	0.141430166828902	0.218808436751188	0.935449596965483	2.75444354580632	1.29319327167319	0.265221386964833	0.238557910638324	0.249429116199184	0.246791586197658	-18.4126945643675	0.173789751561786	0.652794866967146	4.55819368640336	15.0016915218351	0.348018062662191
"35"	34	-714.168312755715	-737.896473933922	-714.168312755715	-23.7281611782072	-714.168312755715	15.0016915218351	0.141430166828902	0.218808436751188	1.02082876424901	2.75444354580632	1.29319327167319	0.265221386964833	0.238557910638324	0.249429116199184	0.246791586197658	-14.3750601150851	0.0712988509054292	0.957059718507972	4.55819368640336	15.0016915218351	0.589274269494787
"36"	35	-714.028176912471	-740.85562312988	-714.028176912471	-26.827446217409	-714.028176912471	15.0016915218351	0.141430166828902	0.218808436751188	1.02082876424901	2.75444354580632	2.27971594081219	0.261750611459527	0.238557910638324	0.25289989170449	0.246791586197658	-16.8371034177279	0.130154903100886	0.594891896930629	4.55819368640336	15.0016915218351	0.634927524194574
"37"	36	-710.771942198248	-735.060625495325	-710.771942198248	-24.288683297077	-710.771942198248	14.9999545005754	0.141430166828902	0.427679681473118	1.02082876424901	2.16515815582414	2.27971594081219	0.2638845465802	0.236423975517651	0.25289989170449	0.246791586197658	-15.368430380888	0.122661615809383	0.776952321837718	5.98778164695697	14.9999545005754	1.03393065412662
"38"	37	-710.50249990678	-737.086538439865	-710.50249990678	-26.584038533085	-710.50249990678	14.9999545005754	0.141430166828902	0.427679681473118	1.02082876424901	2.16515815582414	1.42808324351993	0.270121727291628	0.236423975517651	0.246662710993062	0.246791586197658	-18.193280693875	0.0970020703155581	0.27807979119663	5.98778164695697	14.9999545005754	1.64593046983434
"39"	38	-707.886326023463	-728.793197588367	-707.886326023463	-20.9068715649045	-707.886326023463	14.9999545005754	0.252438542068693	0.427679681473118	1.02082876424901	1.31929571343047	1.30212150557293	0.26055378628859	0.236423975517651	0.246662710993062	0.256359527200697	-12.6101486243039	0.142807778806528	0.956325267345454	5.98778164695697	14.9999545005754	1.16100083669027
"40"	39	-704.636337716789	-726.282314504351	-704.636337716789	-21.6459767875618	-704.636337716789	14.9999545005754	0.273339992164786	0.525777628738756	0.729829615053769	1.31929571343047	0.784412996283785	0.26055378628859	0.236423975517651	0.246662710993062	0.256359527200697	-13.9516345368713	0.18547922836903	0.758827259511461	5.98778164695697	14.9999545005754	0.795115283820019
"41"	40	-704.395841146977	-728.835276419978	-704.395841146977	-24.4394352730003	-704.395841146977	14.9999545005754	0.407929600242951	0.804689970270091	0.430128125654777	1.31929571343047	0.784412996283785	0.257479283185516	0.236423975517651	0.249737214096136	0.256359527200697	-16.4652911049831	0.15421222193535	0.743457874948833	5.98778164695697	14.9999545005754	0.636529394516037
"42"	41	-702.405070664444	-727.763379710655	-702.405070664444	-25.3583090462114	-702.405070664444	14.9999545005754	0.799140109556848	0.469870177611243	0.430128125654777	1.31929571343047	0.784412996283785	0.257479283185516	0.235268073064014	0.259299160448422	0.247953483302048	-17.2340658279405	0.0901999776961007	0.581711879415446	5.98778164695697	14.9999545005754	0.331884405932528
"43"	42	-700.952024290331	-727.090030634531	-700.952024290331	-26.1380063441993	-700.952024290331	14.9999545005754	0.705535750249226	0.469870177611243	0.700894502038021	1.31929571343047	0.784412996283785	0.254476515671501	0.243658337235199	0.259299160448422	0.242565986644878	-17.6505362890004	0.0762211191161795	0.747095829569271	5.98778164695697	14.9999545005754	0.19439626448675
"44"	43	-700.901619955483	-728.380042632471	-700.901619955483	-27.4784226769882	-700.901619955483	14.9999545005754	0.705535750249226	0.469870177611243	0.917846674111324	1.93182582999534	0.611758860881144	0.261325345010208	0.236809507896492	0.259299160448422	0.242565986644878	-18.5429489207522	0.0948113907805622	0.746918169649653	5.98778164695697	14.9999545005754	0.116550985094533
"45"	44	-699.313536125458	-727.770061993894	-699.313536125458	-28.4565258684359	-699.313536125458	14.9999545005754	0.705535750249226	0.467117335501808	0.917846674111324	1.93182582999534	1.12303052544183	0.261325345010208	0.236809507896492	0.259299160448422	0.242565986644878	-18.8985691965127	0.190384972246387	0.506911274418174	5.98778164695697	14.9999545005754	0.139281065795197
"46"	45	-698.767528773444	-728.841539899419	-698.767528773444	-30.074011125975	-698.767528773444	14.9999545005754	0.705535750249226	1.16915345355412	0.684713269503593	1.26896577327508	1.54006833919254	0.261325345010208	0.245473828142848	0.26415345766291	0.229047369184033	-20.0348889465588	0.229532474399418	0.418436802679214	5.98778164695697	14.9999545005754	0.134122654866945
"47"	46	-698.669745871139	-728.397263238253	-698.669745871139	-29.7275173671137	-698.669745871139	14.9999545005754	0.705535750249226	1.16915345355412	0.684713269503593	1.26896577327508	1.49183195094986	0.261325345010208	0.245473828142848	0.26415345766291	0.229047369184033	-19.7234496595597	0.143899294217301	0.369581452899655	5.98778164695697	14.9999545005754	0.112464102454361
"48"	47	-698.563529206673	-727.70875332738	-698.563529206673	-29.1452241207076	-698.563529206673	14.9999545005754	0.705535750249226	1.16915345355412	0.684713269503593	0.970713273119493	1.49183195094986	0.261325345010208	0.245473828142848	0.26415345766291	0.229047369184033	-19.4255117066425	0.133374237476478	0.203352092937947	5.98778164695697	14.9999545005754	0.133899506551346
"49"	48	-698.317140922015	-728.556851335621	-698.317140922015	-30.2397104136056	-698.317140922015	14.9999545005754	0.705535750249226	1.16915345355412	0.684713269503593	1.20709912341046	1.26079314549051	0.261325345010208	0.245473828142848	0.26415345766291	0.229047369184033	-20.4722669639138	0.119022922438241	0.352316716722305	5.98778164695697	14.9999545005754	0.101002963383891
"50"	49	-698.22953680825	-726.667820078021	-698.22953680825	-28.4382832697716	-698.22953680825	14.9999545005754	0.698785534805895	1.16915345355412	0.684713269503593	1.20709912341046	1.26079314549051	0.257334363551053	0.245473828142848	0.268144439122066	0.229047369184033	-18.6806477289886	0.0669882338310217	0.814382871405704	5.98778164695697	14.9999545005754	0.113785733415158
"51"	50	-698.144171294779	-728.237232750672	-698.144171294779	-30.0930614558929	-698.144171294779	14.9999545005754	1.18747583147327	1.16915345355412	0.684713269503593	1.34191876491972	1.19787177878443	0.263219556984823	0.245473828142848	0.262259245688295	0.229047369184033	-19.7236862106477	0.148407107405838	0.406298409372191	5.98778164695697	14.9999545005754	0.123308040033231
"52"	51	-698.074377032994	-728.356059095363	-698.074377032994	-30.2816820623692	-698.074377032994	14.9999545005754	1.18747583147327	1.16915345355412	0.684713269503593	1.34191876491972	1.34038667588833	0.263219556984823	0.245473828142848	0.262259245688295	0.229047369184033	-19.7912642391447	0.196907734452633	0.417733865434753	5.98778164695697	14.9999545005754	0.135054970340548
"53"	52	-698.018529575288	-728.910872534849	-698.018529575288	-30.8923429595608	-698.018529575288	14.9999545005754	1.09064134670248	1.16915345355412	0.684713269503593	1.34191876491972	1.34038667588833	0.263219556984823	0.245473828142848	0.262259245688295	0.229047369184033	-20.4924193749326	0.130499000242622	0.757355852679787	5.98778164695697	14.9999545005754	0.107237323595683
"54"	53	-697.74026467613	-728.137033501216	-697.74026467613	-30.3967688250857	-697.74026467613	14.9999545005754	1.09064134670248	1.16915345355412	0.730926343408992	1.34191876491972	1.34038667588833	0.263219556984823	0.245473828142848	0.262259245688295	0.229047369184033	-19.9301770321341	0.0389791840105489	0.745236916127623	5.98778164695697	14.9999545005754	0.10622604277176
"55"	54	-697.474560373947	-727.756767174034	-697.474560373947	-30.2822068000869	-697.474560373947	14.9999545005754	0.896885608297169	1.16915345355412	0.730926343408992	1.36934694542365	1.04998953165174	0.256615333485288	0.245473828142848	0.26886346918783	0.229047369184033	-20.2598479776467	0.0424138890615173	0.704479061649507	5.98778164695697	14.9999545005754	0.0980279303505941
"56"	55	-697.275905901241	-727.141025475147	-697.275905901241	-29.865119573906	-697.275905901241	14.9999545005754	0.896885608297169	1.16915345355412	0.730926343408992	1.36934694542365	1.07621501168986	0.258644499289164	0.245473828142848	0.264635673603931	0.231245998964057	-19.8167016345836	0.066564342051994	0.812395252360185	5.98778164695697	14.9999545005754	0.0963463419312469
"57"	56	-697.125973301829	-729.141648086272	-697.125973301829	-32.015674784443	-697.125973301829	14.9999545005754	0.896885608297169	1.16915345355412	1.02753682628591	1.36934694542365	1.07621501168986	0.254364454976664	0.245473828142848	0.264635673603931	0.235526043276557	-21.6140190583565	0.0915210098941936	0.779879851784273	5.98778164695697	14.9999545005754	0.0708877065241455
"58"	57	-697.123474862953	-727.908487424116	-697.123474862953	-30.7850125611634	-697.123474862953	14.9999545005754	0.896885608297169	1.16915345355412	1.02753682628591	1.36934694542365	1.45133426697163	0.254364454976664	0.241288275882031	0.264097316065405	0.2402499530759	-20.0617635114092	0.0573212003159281	0.86374832100114	5.98778164695697	14.9999545005754	0.0923413462391887
"59"	58	-696.72316004358	-727.33051767507	-696.72316004358	-30.6073576314907	-696.72316004358	14.9999545005754	0.896885608297169	0.844610915358102	1.02753682628591	1.47057862450613	1.45133426697163	0.250840561674217	0.241288275882031	0.267621209367852	0.2402499530759	-20.1313578374017	0.077686389826467	0.640693567789984	5.98778164695697	14.9999545005754	0.0829098094445578
"60"	59	-696.519210820834	-728.010920593742	-696.519210820834	-31.491709772908	-696.519210820834	14.9999545005754	0.896885608297169	0.872709050267639	1.02753682628591	1.47057862450613	1.45133426697163	0.250840561674217	0.241288275882031	0.267621209367852	0.2402499530759	-20.9832152215742	0.135666282104322	0.593524832052292	5.98778164695697	14.9999545005754	0.0766046987375386
"61"	60	-696.351540542849	-726.655352907544	-696.351540542849	-30.3038123646955	-696.351540542849	14.9999545005754	0.896885608297169	0.872709050267639	1.02753682628591	1.47057862450613	1.05787219824304	0.250840561674217	0.243321435511736	0.267621209367852	0.238216793446195	-20.1350766178017	0.0145548604619858	0.948684941899248	5.98778164695697	14.9999545005754	0.0887056185962384
"62"	61	-696.033991172837	-726.133583082301	-696.033991172837	-30.0995919094635	-696.033991172837	14.9999545005754	0.896885608297169	0.939794367700722	1.02753682628591	1.81402938754721	1.05787219824304	0.250840561674217	0.243321435511736	0.268264358512047	0.237573644301999	-19.6234010186226	0.00612231184284246	0.986961424049745	5.98778164695697	14.9999545005754	0.0892587800139554
"63"	62	-696.026751390626	-726.72793521052	-696.026751390626	-30.7011838198943	-696.026751390626	14.9991226424895	0.896885608297169	0.939794367700722	1.02753682628591	1.91981651993271	1.05787219824304	0.250840561674217	0.243321435511736	0.268264358512047	0.237573644301999	-19.7767261004282	0.0158437906525837	0.940456820574831	5.60393864518673	14.9991226424895	0.0981317208063036
"64"	63	-695.55618591367	-724.761229762426	-695.55618591367	-29.2050438487566	-695.55618591367	14.9991226424895	0.706942514329103	0.939794367700722	1.03602438969421	1.82556096581605	1.02352722463264	0.250840561674217	0.238259700211272	0.273326093812511	0.237573644301999	-18.6090366412119	0.0434268516604551	0.870295488967335	5.60393864518673	14.9991226424895	0.122056488043049
"65"	64	-695.549335110801	-725.145705619806	-695.549335110801	-29.5963705090054	-695.549335110801	14.9991226424895	0.706942514329103	0.939794367700722	0.996677911955868	1.82556096581605	1.02352722463264	0.243243575170232	0.238147200619583	0.273326093812511	0.245283130397673	-19.0410803381926	0.0477527866256837	0.865087888278855	5.60393864518673	14.9991226424895	0.105619833636204
"66"	65	-695.375979153135	-726.910324024075	-695.375979153135	-31.5343448709403	-695.375979153135	14.9991226424895	0.706942514329103	0.999531946622904	0.885962228738099	1.82556096581605	1.02352722463264	0.247933059300923	0.238147200619583	0.26863660968182	0.245283130397673	-21.0404603431332	0.245706908531688	0.498751076630064	5.60393864518673	14.9991226424895	0.113470504670871
"67"	66	-695.321680434508	-726.221790799952	-695.321680434508	-30.9001103654434	-695.321680434508	14.9991226424895	0.706942514329103	0.999531946622904	0.885962228738099	1.82556096581605	1.02352722463264	0.247933059300923	0.238274738631965	0.26863660968182	0.245155592385291	-20.4062258376363	0.207220465496112	0.0484909923252836	5.60393864518673	14.9991226424895	0.11503338691315
"68"	67	-695.286768415747	-725.878075299945	-695.286768415747	-30.5913068841975	-695.286768415747	14.9991226424895	0.706942514329103	0.999531946622904	0.885962228738099	1.82556096581605	1.02352722463264	0.247933059300923	0.238274738631965	0.26863660968182	0.245155592385291	-20.0974223563904	0.180424468457223	0.047183979076008	5.60393864518673	14.9991226424895	0.113266389449397
"69"	68	-695.089824290466	-725.901350805433	-695.089824290466	-30.8115265149666	-695.089824290466	14.9991226424895	0.706942514329103	0.999531946622904	0.986513304782431	1.82556096581605	1.02352722463264	0.247933059300923	0.229495620836512	0.26863660968182	0.253934710180745	-20.2054595104912	0.168468157403136	0.122630131429693	5.60393864518673	14.9991226424895	0.105614959993433
"70"	69	-695.018287816289	-726.135935929474	-695.018287816289	-31.1176481131852	-695.018287816289	14.9991226424895	0.706942514329103	0.912767329402493	0.986513304782431	1.82556096581605	1.02352722463264	0.247933059300923	0.229495620836512	0.26863660968182	0.253934710180745	-20.6021851438371	0.212550194057204	0.304770734149724	5.60393864518673	14.9991226424895	0.111383247791106
"71"	70	-694.990514925696	-724.861486770499	-694.990514925696	-29.8709718448028	-694.990514925696	14.9991226424895	0.684783279448983	0.912767329402493	0.986513304782431	1.82556096581605	1.02352722463264	0.247933059300923	0.229495620836512	0.26863660968182	0.253934710180745	-19.3879793971295	0.0800963729363985	0.733403469145596	5.60393864518673	14.9991226424895	0.104691947956618
"72"	71	-694.907886360507	-725.116436177072	-694.907886360507	-30.2085498165649	-694.907886360507	14.9991226424895	0.684783279448983	0.912767329402493	0.986513304782431	1.82556096581605	1.02352722463264	0.247933059300923	0.229495620836512	0.26863660968182	0.253934710180745	-19.7255573688916	0.0645577110082139	0.891997980986519	5.60393864518673	14.9991226424895	0.101777924212611
"73"	72	-694.860579363636	-724.796871759838	-694.860579363636	-29.9362923962018	-694.860579363636	14.9991226424895	0.684783279448983	0.912767329402493	0.986513304782431	1.82556096581605	1.03936051407062	0.252919046177544	0.229495620836512	0.26863660968182	0.248948723304124	-19.4371332565998	0.0393579864534531	0.916643883997957	5.60393864518673	14.9991226424895	0.100147242862233
"74"	73	-694.852454752813	-724.729235767711	-694.852454752813	-29.8767810148979	-694.852454752813	14.9991226424895	0.684783279448983	0.912767329402493	0.986513304782431	1.77677630837059	1.03936051407062	0.252919046177544	0.229495620836512	0.26863660968182	0.248948723304124	-19.4082326668042	0.0470805126324625	0.845047306035738	5.60393864518673	14.9991226424895	0.0964550639996651
"75"	74	-694.844712048253	-725.220876759544	-694.844712048253	-30.3761647112909	-694.844712048253	14.9991226424895	0.684783279448983	0.912767329402493	0.986513304782431	1.77677630837059	1.03936051407062	0.251046211329946	0.229495620836512	0.26863660968182	0.250821558151722	-19.9076163631972	0.0382480597434342	0.792521374709494	5.60393864518673	14.9991226424895	0.0962689754580494
"76"	75	-694.840807720653	-725.581962819309	-694.840807720653	-30.7411550986565	-694.840807720653	14.9991226424895	0.684783279448983	0.912767329402493	0.986513304782431	1.81531900156674	1.03936051407062	0.253527516836656	0.227014315329801	0.26863660968182	0.250821558151722	-20.248364957719	0.138633504872605	0.602200488077321	5.60393864518673	14.9991226424895	0.0954077506484933
"77"	76	-694.801800919529	-725.013732045995	-694.801800919529	-30.2119311264669	-694.801800919529	14.9991226424895	0.684783279448983	0.912767329402493	0.986513304782431	1.81531900156674	1.03936051407062	0.253527516836656	0.227014315329801	0.26863660968182	0.250821558151722	-19.7191409855294	0.136121017980922	0.487031097855183	5.60393864518673	14.9991226424895	0.101505160878566
