"Sample"	"NSlikelihood"	"posterior"	"likelihood"	"prior"	"treeLikelihood.file5b4f4b20c908"	"TreeHeight"	"rateAC"	"rateAG"	"rateAT"	"rateCG"	"rateGT"	"freqParameter.1"	"freqParameter.2"	"freqParameter.3"	"freqParameter.4"	"BirthDeath"	"BDBirthRate"	"BDDeathRate"	"logP.mrca.auto_name_1.."	"mrca.age.auto_name_1."	"clockRate"
"35"	34	-715.999782437448	-750.272090083707	-715.999782437448	-34.2723076462584	-715.999782437448	14.9996287216394	1.32718088745462	1.09681566044324	0.951568680607168	3.48386112552488	3.78047236443527	0.254833505037758	0.233578059958964	0.265257187472341	0.246331247530937	-20.9697276652997	0.0373992802246906	0.787185906810908	5.91989293524207	14.9996287216394	0.0765269702251891
"36"	35	-715.939363670533	-749.956271995578	-715.939363670533	-34.0169083250456	-715.939363670533	14.9996287216394	1.32718088745462	1.09681566044324	0.523533342400058	3.48386112552488	2.07215096845376	0.23928467152496	0.249126893471762	0.265257187472341	0.246331247530937	-22.0667982999989	0.106608099873108	0.397232141653772	5.91989293524207	14.9996287216394	0.0485237746987254
"37"	36	-714.644987702208	-747.817401296098	-714.644987702208	-33.1724135938896	-714.644987702208	14.9996287216394	1.32718088745462	1.3146435283111	0.523533342400058	3.48386112552488	2.08296600308739	0.232557038869485	0.24466300336148	0.265257187472341	0.257522770296694	-21.0332885975715	0.0880250738313171	0.349108856012899	5.91989293524207	14.9996287216394	0.0630688225859731
"38"	37	-714.194471410154	-747.271420955537	-714.194471410154	-33.0769495453828	-714.194471410154	14.9996287216394	1.32718088745462	1.3146435283111	0.523533342400058	2.11109021953809	1.69273819995582	0.232557038869485	0.24466300336148	0.265257187472341	0.257522770296694	-21.7870873944276	0.122153965689329	0.171913568540911	5.91989293524207	14.9996287216394	0.0566883212513037
"39"	38	-711.70450281195	-743.588778109751	-711.70450281195	-31.884275297801	-711.70450281195	14.9996287216394	1.32718088745462	0.695953726511562	0.930296664545225	2.41748363232063	1.54343300607219	0.240832263777043	0.241042165363915	0.256981962564783	0.261143608294259	-20.5860154254784	0.132908400250686	0.657137160050445	5.91989293524207	14.9996287216394	0.078169033151501
"40"	39	-710.280862549968	-743.025631900156	-710.280862549968	-32.744769350188	-710.280862549968	14.9996287216394	1.32718088745462	0.695953726511562	0.930296664545225	2.41748363232063	0.968678911140583	0.240832263777043	0.241042165363915	0.256981962564783	0.261143608294259	-21.9465245683686	0.0894918110433167	0.535120089378073	5.91989293524207	14.9996287216394	0.0449573212608798
"41"	40	-708.852915302318	-739.126616648222	-708.852915302318	-30.2737013459045	-708.852915302318	14.9996287216394	1.32718088745462	0.695953726511562	1.16036604182727	2.41748363232063	0.968678911140583	0.237757760673969	0.241042165363915	0.260056465667857	0.261143608294259	-19.2425117310581	0.10415025695397	0.498577773287736	5.91989293524207	14.9996287216394	0.102266482316707
"42"	41	-708.041167646784	-739.16260052446	-708.041167646784	-31.1214328776759	-708.041167646784	14.9996287216394	1.32718088745462	0.406377503345089	1.16036604182727	2.41748363232063	1.07167791039411	0.237757760673969	0.23365027699064	0.275854397939781	0.25273756439561	-20.5095275151335	0.221943025638347	0.129981158094367	5.91989293524207	14.9996287216394	0.0829896796589911
"43"	42	-707.921167785506	-741.330300040286	-707.921167785506	-33.4091322547796	-707.921167785506	14.9996287216394	1.2903761085116	0.406377503345089	1.34882041506425	2.41748363232063	1.07167791039411	0.243472043235029	0.23365027699064	0.275854397939781	0.24702328183455	-22.6658089042958	0.247748710810133	0.0578401895815268	5.91989293524207	14.9996287216394	0.0731250477928055
"44"	43	-707.608205868503	-740.964750016088	-707.608205868503	-33.3565441475854	-707.608205868503	14.9996287216394	1.2903761085116	0.406377503345089	1.12266835379664	2.41748363232063	1.07167791039411	0.243472043235029	0.23365027699064	0.274184031265966	0.248693648508365	-22.8101820299354	0.253630719845655	0.0570711056630345	5.91989293524207	14.9996287216394	0.0696682690112265
"45"	44	-707.198164744762	-738.288611057812	-707.198164744762	-31.0904463130495	-707.198164744762	14.9996287216394	1.2903761085116	0.406377503345089	1.12266835379664	2.40807199316829	1.07167791039411	0.243472043235029	0.23869354233497	0.274184031265966	0.243650383164035	-20.5487310749778	0.222345618007851	0.0416641790610423	5.91989293524207	14.9996287216394	0.0816693597172292
"46"	45	-706.710474976008	-738.816856321072	-706.710474976008	-32.1063813450636	-706.710474976008	14.9996287216394	1.2903761085116	0.406377503345089	1.12266835379664	2.40807199316829	1.07167791039411	0.243472043235029	0.23869354233497	0.282598860215203	0.235235554214799	-21.5646661069918	0.292149592159257	0.0502675455045949	5.91989293524207	14.9996287216394	0.0875891159099578
"47"	46	-706.604214571529	-738.27887285563	-706.604214571529	-31.6746582841009	-706.604214571529	14.9996287216394	1.19250555795933	0.406377503345089	1.12266835379664	2.40807199316829	1.07167791039411	0.243472043235029	0.23869354233497	0.282598860215203	0.235235554214799	-21.2176633730004	0.168680817341503	0.124109826523877	5.91989293524207	14.9996287216394	0.071437135310052
"48"	47	-705.227323447187	-736.519580612912	-705.227323447187	-31.2922571657245	-705.227323447187	14.9996287216394	1.19250555795933	0.406377503345089	1.12266835379664	2.45918479666614	1.07167791039411	0.243472043235029	0.23869354233497	0.282598860215203	0.235235554214799	-20.8101976615666	0.125088688287544	0.263466573726259	5.91989293524207	14.9996287216394	0.0681848756927651
"49"	48	-705.203941169104	-736.545442491752	-705.203941169104	-31.3415013226481	-705.203941169104	14.9996287216394	1.19250555795933	0.406377503345089	1.00600693375982	2.45918479666614	0.905708020758095	0.243472043235029	0.23869354233497	0.282598860215203	0.235235554214799	-21.1517889942021	0.0556578147745152	0.501994884748301	5.91989293524207	14.9996287216394	0.0655386878271575
"50"	49	-704.260239719726	-734.513879512758	-704.260239719726	-30.2536397930317	-704.260239719726	14.9996287216394	0.597170569119759	0.702294595439337	1.00600693375982	2.45918479666614	0.905708020758095	0.243472043235029	0.23869354233497	0.282598860215203	0.235235554214799	-20.2459768469617	0.143441239970736	0.458268058913442	5.91989293524207	14.9996287216394	0.0780328056826664
"51"	50	-704.195596399456	-733.48713911264	-704.195596399456	-29.2915427131838	-704.195596399456	14.9996287216394	0.597170569119759	0.702294595439337	1.00600693375982	1.27112959583885	0.905708020758095	0.2493572366688	0.23869354233497	0.276713666781432	0.235235554214799	-20.0296130500183	0.107309853140977	0.461503510812646	5.91989293524207	14.9996287216394	0.0748090701739416
"52"	51	-703.381680684105	-732.711367260201	-703.381680684105	-29.3296865760961	-703.381680684105	14.9996287216394	0.70115196098729	0.702294595439337	0.81348521844241	1.71227175119274	0.905708020758095	0.2493572366688	0.242519995109668	0.272887214006733	0.235235554214799	-19.7987773319597	0.100289999920482	0.585368220714163	5.91989293524207	14.9996287216394	0.0803255788814183
"53"	52	-703.190807028006	-734.418496304919	-703.190807028006	-31.2276892769127	-703.190807028006	14.9996287216394	0.70115196098729	0.752716867480824	0.81348521844241	1.71227175119274	0.905708020758095	0.254222300135908	0.237654931642561	0.272887214006733	0.235235554214799	-21.628389544877	0.192710615062638	0.677884218172374	5.91989293524207	14.9996287216394	0.0810986829266587
"54"	53	-702.957096732487	-732.224243212657	-702.957096732487	-29.2671464801697	-702.957096732487	14.9996287216394	0.461202808937422	0.660035673396788	0.737531835956419	1.71227175119274	0.905708020758095	0.254222300135908	0.237654931642561	0.263223255671418	0.244899512550114	-20.3199565652957	0.0761731077037076	0.848544057004619	5.91989293524207	14.9996287216394	0.0665239498268248
"55"	54	-702.661917218014	-731.677020070789	-702.661917218014	-29.0151028527749	-702.661917218014	14.9996287216394	0.461202808937422	0.660035673396788	0.737531835956419	1.62622580306763	0.680540332267335	0.258186945179081	0.233690286599387	0.263223255671418	0.244899512550114	-20.4195538694525	0.0853471951036197	0.600040153551114	5.91989293524207	14.9996287216394	0.0612249505930057
"56"	55	-701.82548842592	-731.044923998584	-701.82548842592	-29.219435572664	-701.82548842592	14.9996287216394	0.594804105328286	0.660035673396788	0.737531835956419	1.72204809070904	0.811529811434661	0.258186945179081	0.235218827913765	0.263223255671418	0.243370971235736	-20.1245485872473	0.105377605075255	0.589240416146338	5.91989293524207	14.9996287216394	0.07277417868466
"57"	56	-701.682176182543	-730.528421726371	-701.682176182543	-28.846245543828	-701.682176182543	14.9996287216394	0.594804105328286	0.617851960515571	0.515493334532023	1.72204809070904	0.811529811434661	0.252577498758136	0.235218827913765	0.263223255671418	0.248980417656682	-20.1786899829533	0.101046521386641	0.619126298209656	5.91989293524207	14.9996287216394	0.0655614945641222
"58"	57	-701.627168992261	-730.034735733985	-701.627168992261	-28.4075667417247	-701.627168992261	14.9996287216394	0.594804105328286	0.617851960515571	0.515493334532023	1.4248839596803	0.811529811434661	0.252577498758136	0.237568681543252	0.26087340204193	0.248980417656682	-19.9496803504951	0.117542499321558	0.698049149864663	5.91989293524207	14.9996287216394	0.0786455825677663
"59"	58	-701.443765176694	-733.118844333405	-701.443765176694	-31.6750791567114	-701.443765176694	14.9996287216394	0.681198507648434	0.617851960515571	0.503926729293555	1.53022132229551	0.634477522248509	0.24731120265192	0.24256526339628	0.266139698148146	0.243983835803654	-23.2756571359563	0.286990850839562	0.371286751875844	5.91989293524207	14.9996287216394	0.0677223880121962
"60"	59	-701.177445672992	-730.210558679771	-701.177445672992	-29.0331130067792	-701.177445672992	14.9996287216394	0.681198507648434	0.617851960515571	0.503926729293555	1.53022132229551	0.634477522248509	0.24731120265192	0.248274806371939	0.260430155172487	0.243983835803654	-20.6336909860241	0.103748122008607	0.132677816166709	5.91989293524207	14.9996287216394	0.0759244637778567
"61"	60	-701.095569778847	-730.315262837406	-701.095569778847	-29.2196930585595	-701.095569778847	14.9996287216394	0.428312040635032	0.617851960515571	0.664214545297836	1.53022132229551	0.634477522248509	0.242479111349369	0.253106897674489	0.260430155172487	0.243983835803654	-21.0079669638876	0.133240950245847	0.151967082153075	5.91989293524207	14.9996287216394	0.0624368763324928
"62"	61	-700.978662426202	-729.119880359015	-700.978662426202	-28.1412179328128	-700.978662426202	14.9996287216394	0.428312040635032	0.553753526883994	0.664214545297836	1.03295072924672	0.634477522248509	0.237050628194803	0.260568540458761	0.265471227993256	0.23690960335318	-20.4598197951644	0.128924669237672	0.487777436805749	5.91989293524207	14.9996287216394	0.0671793598256896
"63"	62	-700.435063184356	-729.355040585693	-700.435063184356	-28.9199774013363	-700.435063184356	14.9996287216394	0.428312040635032	0.435114815731755	0.664214545297836	1.03295072924672	0.623457162419237	0.241262079915114	0.260568540458761	0.265471227993256	0.232698151632869	-21.491313210405	0.0695705016337434	0.329981976004494	5.91989293524207	14.9996287216394	0.0588257262040575
"64"	63	-700.425480914823	-729.715190777119	-700.425480914823	-29.2897098622964	-700.425480914823	14.9996287216394	0.428312040635032	0.462587587551915	0.664214545297836	1.09318839479538	0.391099505599054	0.233587238219386	0.260568540458761	0.283362063249279	0.222482158072574	-22.2078763781978	0.221902641734437	0.341953440061851	5.91989293524207	14.9996287216394	0.0668322135305276
"65"	64	-700.031434845737	-728.118881806686	-700.031434845737	-28.0874469609493	-700.031434845737	14.9996287216394	0.428312040635032	0.462587587551915	0.664214545297836	1.03951707941939	0.391099505599054	0.239118647930741	0.253678563458284	0.288423798549743	0.218778990061232	-21.0588057939636	0.0913894997396956	0.742508633143286	5.91989293524207	14.9996287216394	0.0589582530869325
"66"	65	-700.011383236461	-728.187459699218	-700.011383236461	-28.176076462757	-700.011383236461	14.9996287216394	0.428312040635032	0.462587587551915	0.664214545297836	1.03951707941939	0.391099505599054	0.239118647930741	0.253678563458284	0.288423798549743	0.218778990061232	-21.1474352957713	0.0994306999204125	0.601796117469938	5.91989293524207	14.9996287216394	0.0582018846551604
"67"	66	-699.891357940325	-728.216280927124	-699.891357940325	-28.3249229867983	-699.891357940325	14.9996287216394	0.428312040635032	0.491991746024808	0.51643975141219	1.03951707941939	0.469099740615496	0.243808132061432	0.253678563458284	0.283734314419052	0.218778990061232	-21.3095478664416	0.11977836231386	0.533029954369086	5.91989293524207	14.9996287216394	0.0566014754223796
"68"	67	-699.280996249219	-727.485894117817	-699.280996249219	-28.2048978685978	-699.280996249219	14.9996287216394	0.428312040635032	0.491991746024808	0.51643975141219	1.03951707941939	0.505152633716786	0.234584625242699	0.263029608289399	0.283734314419052	0.21865145204885	-21.1155745035421	0.0895235694106947	0.25021118887456	5.91989293524207	14.9996287216394	0.0585479735107148
"69"	68	-699.232069625929	-727.807428903363	-699.232069625929	-28.5753592774341	-699.232069625929	14.9996287216394	0.428312040635032	0.417255127035346	0.51643975141219	0.950656760941476	0.505152633716786	0.234584625242699	0.263029608289399	0.283734314419052	0.21865145204885	-21.7400752018243	0.190464048339381	0.496484558231992	5.91989293524207	14.9996287216394	0.0708211481875461
"70"	69	-699.124706708393	-727.427295778958	-699.124706708393	-28.3025890705642	-699.124706708393	14.9996287216394	0.428312040635032	0.417255127035346	0.51643975141219	0.950656760941476	0.505152633716786	0.234584625242699	0.254250490493946	0.283734314419052	0.227430569844304	-21.4673049949544	0.0847401265664718	0.0852519695896815	5.91989293524207	14.9996287216394	0.0622274752661132
