"Sample"	"NSlikelihood"	"posterior"	"likelihood"	"prior"	"treeLikelihood.file55a747a7e307"	"TreeHeight"	"BirthDeath"	"BDBirthRate"	"BDDeathRate"	"logP.mrca.auto_name_1.."	"mrca.age.auto_name_1."	"clockRate"
"11"	10	-829.618138001792	-842.331148943941	-829.618138001792	-12.7130109421484	-829.618138001792	15.0002023589587	-18.6813531138523	0.211023930550727	0.508059036586389	5.96834217170393	15.0002023589587	0.454048058510308
"12"	11	-776.335825866408	-784.480020863944	-776.335825866408	-8.14419499753619	-776.335825866408	15.0002023589587	-14.1125371692401	0.0866772787018996	0.88250390480641	5.96834217170393	15.0002023589587	0.289346937213827
"13"	12	-758.309708722231	-764.615294313121	-758.309708722231	-6.30558559089029	-758.309708722231	15.0002023589587	-12.2739277625942	0.0898509947413692	0.910894685328826	5.96834217170393	15.0002023589587	0.436370692136473
"14"	13	-748.065394429882	-758.133203579014	-748.065394429882	-10.067809149132	-748.065394429882	15.0002023589587	-16.0361513208359	0.0588607506363929	0.929376075531589	5.96834217170393	15.0002023589587	0.44436400408935
"15"	14	-738.13993782145	-752.363029195169	-738.13993782145	-14.2230913737199	-738.13993782145	15.0002023589587	-20.1914335454238	0.173178756399222	0.511119912552206	5.96834217170393	15.0002023589587	0.105045530860313
"16"	15	-725.987962171661	-739.797319259637	-725.987962171661	-13.8093570879754	-725.987962171661	15.0002023589587	-19.7776992596793	0.0309539552223515	0.769286291168483	5.96834217170393	15.0002023589587	0.173073349771689
"17"	16	-703.52365236995	-717.927419766627	-703.52365236995	-14.4037673966763	-703.52365236995	15.0002023589587	-20.3721095683802	0.0546678835398475	0.781485918573857	5.96834217170393	15.0002023589587	0.0943761862514144
"18"	17	-698.041215842304	-712.454413817959	-698.041215842304	-14.4131979756556	-698.041215842304	15.0002023589587	-20.3815401473595	0.144479267060205	0.485989189835563	5.96834217170393	15.0002023589587	0.0706318506091572
"19"	18	-687.831851263056	-701.000097084692	-687.831851263056	-13.1682458216362	-687.831851263056	15.0002023589587	-19.1365879933402	0.139340302153757	0.514952006363668	5.96834217170393	15.0002023589587	0.0781048502961517
"20"	19	-687.798290317877	-701.213441905905	-687.798290317877	-13.4151515880282	-687.798290317877	15.0002023589587	-19.3834937597322	0.0957491626301591	0.769857557990434	5.96834217170393	15.0002023589587	0.0694566199247769
"21"	20	-683.268309331727	-696.957818593955	-683.268309331727	-13.6895092622281	-683.268309331727	15.0002023589587	-19.657851433932	0.152918595768583	0.633306897559814	5.96834217170393	15.0002023589587	0.0779666928095993
"22"	21	-680.541754272263	-696.871922294574	-680.541754272263	-16.3301680223116	-680.541754272263	15.0002023589587	-22.2985101940155	0.205871812606551	0.279456327402349	5.96834217170393	15.0002023589587	0.0525823217298716
"23"	22	-678.539547236946	-692.978877600456	-678.539547236946	-14.43933036351	-678.539547236946	15.0002023589587	-20.407672535214	0.108384390608568	0.374329608982852	5.96834217170393	15.0002023589587	0.0624858954577614
"24"	23	-678.416271194408	-694.773951361252	-678.416271194408	-16.3576801668441	-678.416271194408	15.0002023589587	-22.3260223385481	0.1846606079951	0.453301404379873	5.96834217170393	15.0002023589587	0.0518740064430362
"25"	24	-677.995777509038	-693.063631581732	-677.995777509038	-15.0678540726939	-677.995777509038	15.0002023589587	-21.0361962443978	0.0526223152260777	0.704339617695391	5.96834217170393	15.0002023589587	0.0537559233284105
"26"	25	-677.595364986747	-692.95086820826	-677.595364986747	-15.3555032215126	-677.595364986747	15.0002023589587	-21.3238453932166	0.0963940973149279	0.823559760359519	5.96834217170393	15.0002023589587	0.0604584400178411
"27"	26	-677.551460450074	-692.508884591948	-677.551460450074	-14.9574241418744	-677.551460450074	15.0002023589587	-20.9257663135784	0.125986156487742	0.745185900665765	5.96834217170393	15.0002023589587	0.0586490135144023
"28"	27	-677.509907320462	-692.830569091778	-677.509907320462	-15.3206617713167	-677.509907320462	15.0002023589587	-21.2890039430206	0.0841359636456589	0.219140847081897	5.96834217170393	15.0002023589587	0.0538024452175391
"29"	28	-677.147580164037	-692.362830982947	-677.147580164037	-15.2152508189095	-677.147580164037	15.0002023589587	-21.1835929906135	0.0725523002100965	0.289102336539699	5.96834217170393	15.0002023589587	0.0619498766428375
"30"	29	-677.071837709347	-693.159549163629	-677.071837709347	-16.0877114542819	-677.071837709347	15.0002023589587	-22.0560536259859	0.0429920907117675	0.495458511033407	5.96834217170393	15.0002023589587	0.0570655130086075
"31"	30	-677.056416292725	-692.061719675977	-677.056416292725	-15.0053033832512	-677.056416292725	15.0002023589587	-20.9736455549551	0.104074634189505	0.630273329507305	5.96834217170393	15.0002023589587	0.053851236678163
"32"	31	-677.038998251302	-692.448552433103	-677.038998251302	-15.4095541818009	-677.038998251302	15.0002023589587	-21.3778963535048	0.142756503032783	0.426887654371987	5.96834217170393	15.0002023589587	0.0546226368236011
"33"	32	-677.036761066383	-692.141995820842	-677.036761066383	-15.1052347544596	-677.036761066383	15.0002023589587	-21.0735769261636	0.112303624117165	0.163017896076948	5.96834217170393	15.0002023589587	0.0570179389200729
"34"	33	-677.020903338574	-692.607776876855	-677.020903338574	-15.5868735382807	-677.020903338574	15.0002023589587	-21.5552157099847	0.182310434892459	0.196784172773699	5.96834217170393	15.0002023589587	0.0567379623000143
"35"	34	-677.006006080953	-692.052510607885	-677.006006080953	-15.0465045269323	-677.006006080953	15.0002023589587	-21.0148466986362	0.147710672460169	0.0940562070608497	5.96834217170393	15.0002023589587	0.0580535486267904
"36"	35	-677.004857771701	-691.782698582583	-677.004857771701	-14.7778408108826	-677.004857771701	15.0002023589587	-20.7461829825865	0.0810508855900587	0.547121925594819	5.96834217170393	15.0002023589587	0.0556878998590999
"37"	36	-677.00368702767	-693.153547215589	-677.00368702767	-16.1498601879191	-677.00368702767	14.9984655101266	-20.961347347943	0.106649097777781	0.663338903709962	4.81148716002389	14.9984655101266	0.0573261131935941
"38"	37	-677.00168107368	-694.012818702854	-677.00168107368	-17.011137629174	-677.00168107368	14.9984655101266	-21.8226247891979	0.0739840001679262	0.899231582525739	4.81148716002389	14.9984655101266	0.0568191993607047
"39"	38	-676.993434559668	-692.629601620134	-676.993434559668	-15.6361670604653	-676.993434559668	14.9984655101266	-20.4476542204892	0.0264934898146063	0.893199717773039	4.81148716002389	14.9984655101266	0.0587966632183733
"40"	39	-676.989418741833	-693.183864423191	-676.989418741833	-16.1944456813579	-676.989418741833	14.9984655101266	-21.0059328413818	0.0597410718671488	0.531367810973709	4.81148716002389	14.9984655101266	0.0587966632183733
"41"	40	-676.986895392492	-693.773855595661	-676.986895392492	-16.7869602031686	-676.986895392492	14.9984655101266	-21.5984473631925	0.160898196487331	0.552416836264446	4.81148716002389	14.9984655101266	0.0571727121696693
"42"	41	-676.978725780212	-693.779201869218	-676.978725780212	-16.800476089006	-676.978725780212	14.9984655101266	-21.6119632490299	0.178930112806665	0.370802666414525	4.81148716002389	14.9984655101266	0.0571727121696693
"43"	42	-676.977031430085	-693.247179888313	-676.977031430085	-16.2701484582277	-676.977031430085	14.9984655101266	-21.0816356182516	0.148538744012331	0.347886473718444	4.81148716002389	14.9984655101266	0.0574265720080708
"44"	43	-676.976776239893	-693.127076852108	-676.976776239893	-16.1503006122147	-676.976776239893	14.9984655101266	-20.9617877722386	0.0813227616788063	0.403370999057766	4.81148716002389	14.9984655101266	0.0574265720080708
"45"	44	-676.975611704386	-693.113642192327	-676.975611704386	-16.1380304879414	-676.975611704386	14.9984655101266	-20.9495176479653	0.120238703602767	0.612611598692301	4.81148716002389	14.9984655101266	0.0574265720080708
