"","site_model_name","clock_model_name","tree_prior_name","marg_log_lik","marg_log_lik_sd","weight","ess"
"1","JC69","strict","birth_death",-8247.96079128494,5.38226660192729,0.999162665038961,5.88508969281759
"2","HKY","strict","yule",-8255.04523997447,6.6590017859981,0.000837334960937704,7.61128950659254
"3","TN93","strict","yule",-8277.87944799613,7.25639602073402,1.01421185366187e-13,10.7925777184453
