"Sample"	"NSlikelihood"	"posterior"	"likelihood"	"prior"	"treeLikelihood.file66a54de85737"	"TreeHeight"	"BirthDeath"	"BDBirthRate"	"BDDeathRate"	"logP.mrca.auto_name_1.."	"mrca.age.auto_name_1."	"clockRate"
"123"	122	-4053.58424843731	-4145.34934209444	-4053.58424843731	-91.7650936571331	-4053.58424843731	14.9992555077149	-97.4767760216233	0.315287450166116	0.105222695097813	5.71168236449019	14.9992555077149	0.129917215473958
"124"	123	-4045.18223694123	-4131.82602595905	-4045.18223694123	-86.6437890178166	-4045.18223694123	14.9992555077149	-92.3554713823068	0.283379884586454	0.252019338809432	5.71168236449019	14.9992555077149	0.144459323555458
"125"	124	-4038.16930199534	-4126.31006648244	-4038.16930199534	-88.1407644871017	-4038.16930199534	14.9992555077149	-93.8524468515918	0.284559025156078	0.43658552893843	5.71168236449019	14.9992555077149	0.152379262003387
"126"	125	-4026.11116785747	-4115.12508136642	-4026.11116785747	-89.0139135089456	-4026.11116785747	14.9992555077149	-94.7255958734358	0.322509431662351	0.299352624998306	5.71168236449019	14.9992555077149	0.142620473826852
"127"	126	-4023.45851490209	-4114.42937698835	-4023.45851490209	-90.9708620862623	-4023.45851490209	14.9992555077149	-96.6825444507525	0.212494783756076	0.295349044852311	5.71168236449019	14.9992555077149	0.127158125298289
"128"	127	-4023.41150081605	-4115.59729764304	-4023.41150081605	-92.1857968269885	-4023.41150081605	14.9992555077149	-97.8974791914787	0.25387815882707	0.360252492868746	5.71168236449019	14.9992555077149	0.131606291420904
"129"	128	-4022.43806652002	-4117.20180924676	-4022.43806652002	-94.7637427267398	-4022.43806652002	14.9992555077149	-100.47542509123	0.193758654566402	0.526852914310081	5.71168236449019	14.9992555077149	0.124387490824537
"130"	129	-4019.6183343192	-4114.11015048478	-4019.6183343192	-94.4918161655795	-4019.6183343192	14.9992555077149	-100.20349853007	0.244360883931118	0.216273740380427	5.71168236449019	14.9992555077149	0.120322472689201
"131"	130	-4019.42141115611	-4116.62970440775	-4019.42141115611	-97.2082932516439	-4019.42141115611	14.9992555077149	-102.919975616134	0.270186564364017	0.364851281740141	5.71168236449019	14.9992555077149	0.116247784223218
"132"	131	-4018.34347164855	-4119.14704877567	-4018.34347164855	-100.803577127115	-4018.34347164855	14.9992555077149	-106.515259491605	0.217538312197786	0.478211153473031	5.71168236449019	14.9992555077149	0.105538991931884
"133"	132	-4014.08394655777	-4111.34299479527	-4014.08394655777	-97.2590482375045	-4014.08394655777	14.9992555077149	-102.970730601995	0.153867006193318	0.586440985832257	5.71168236449019	14.9992555077149	0.104832465875729
"134"	133	-4012.18900605788	-4110.35128111739	-4012.18900605788	-98.1622750595124	-4012.18900605788	14.9992555077149	-103.873957424003	0.211477872998645	0.23173476817377	5.71168236449019	14.9992555077149	0.113889486846234
"135"	134	-4010.11978211915	-4105.94552506394	-4010.11978211915	-95.8257429447885	-4010.11978211915	14.9992555077149	-101.537425309279	0.298906506758106	0.0838689077996776	5.71168236449019	14.9992555077149	0.0938314920090835
"136"	135	-4006.17724152241	-4104.05441488379	-4006.17724152241	-97.8771733613744	-4006.17724152241	14.9992555077149	-103.588855725865	0.245625606633649	0.126716009595584	5.71168236449019	14.9992555077149	0.114448465552426
"137"	136	-4004.06262392397	-4103.1823096387	-4004.06262392397	-99.1196857147313	-4004.06262392397	14.9992555077149	-104.831368079222	0.247460142231028	0.0463930583435448	5.71168236449019	14.9992555077149	0.0955315639211424
"138"	137	-3997.80348703852	-4097.71514106467	-3997.80348703852	-99.9116540261513	-3997.80348703852	14.9992555077149	-105.623336390641	0.244118672941273	0.12548718273486	5.71168236449019	14.9992555077149	0.0900718197310157
"139"	138	-3995.34486954387	-4088.62934658201	-3995.34486954387	-93.2844770381392	-3995.34486954387	14.9992555077149	-98.9961594026293	0.300708642767777	0.0983220469087821	5.71168236449019	14.9992555077149	0.124907695378157
"140"	139	-3989.78319041463	-4085.61593497319	-3989.78319041463	-95.8327445585634	-3989.78319041463	14.9992555077149	-101.544426923054	0.22553077174551	0.120393552938598	5.71168236449019	14.9992555077149	0.106610893036071
"141"	140	-3987.70872850727	-4084.14944077504	-3987.70872850727	-96.4407122677635	-3987.70872850727	14.9992555077149	-102.152394632254	0.238654807864595	0.384764750548534	5.71168236449019	14.9992555077149	0.107218359685071
"142"	141	-3987.39970709819	-4086.17113586598	-3987.39970709819	-98.7714287677951	-3987.39970709819	14.9992555077149	-104.483111132285	0.219250076365073	0.40113556411987	5.71168236449019	14.9992555077149	0.11086935543978
"143"	142	-3985.28943471517	-4086.36695709908	-3985.28943471517	-101.077522383908	-3985.28943471517	14.9992555077149	-106.789204748398	0.222335722507296	0.228131779024433	5.71168236449019	14.9992555077149	0.101577128944991
"144"	143	-3979.61036493355	-4082.74942754045	-3979.61036493355	-103.139062606902	-3979.61036493355	14.9992555077149	-108.850744971392	0.234284345019035	0.164586481476549	5.71168236449019	14.9992555077149	0.0891951662431972
"145"	144	-3978.80169953184	-4087.57781823003	-3978.80169953184	-108.77611869819	-3978.80169953184	14.9992555077149	-114.48780106268	0.189665985284398	0.258560418573682	5.71168236449019	14.9992555077149	0.0757969668499245
"146"	145	-3976.77195357026	-4085.37288456759	-3976.77195357026	-108.600930997335	-3976.77195357026	14.9992555077149	-114.312613361826	0.161464544257688	0.239368775885732	5.71168236449019	14.9992555077149	0.0813758849366856
"147"	146	-3975.46084023272	-4088.2100358094	-3975.46084023272	-112.749195576682	-3975.46084023272	14.9992555077149	-118.460877941172	0.1077964703205	0.486890935163925	5.71168236449019	14.9992555077149	0.0669690847139492
"148"	147	-3974.24003701165	-4082.66434023773	-3974.24003701165	-108.424303226081	-3974.24003701165	14.9992555077149	-114.135985590571	0.156165552517436	0.498719639669505	5.71168236449019	14.9992555077149	0.0761897708569194
"149"	148	-3971.8772204627	-4082.6943676878	-3971.8772204627	-110.817147225103	-3971.8772204627	14.9992555077149	-116.528829589593	0.182426881803114	0.404859258486006	5.71168236449019	14.9992555077149	0.0697487934270648
"150"	149	-3970.77370475474	-4077.33155063419	-3970.77370475474	-106.557845879456	-3970.77370475474	14.9992555077149	-112.269528243946	0.176123851854685	0.0790126543014543	5.71168236449019	14.9992555077149	0.0746332069276681
"151"	150	-3970.47622090337	-4077.7474894101	-3970.47622090337	-107.271268506732	-3970.47622090337	14.9995085546162	-113.139325969869	0.177179310828172	0.0511203597253993	5.86805746313724	14.9995085546162	0.0807659513226585
"152"	151	-3969.55303505714	-4077.19869169477	-3969.55303505714	-107.645656637626	-3969.55303505714	14.9995085546162	-113.513714100763	0.198169598491224	0.0794743723670405	5.86805746313724	14.9995085546162	0.0772529557685653
"153"	152	-3965.59307800979	-4074.61065601362	-3965.59307800979	-109.017578003823	-3965.59307800979	14.9995085546162	-114.88563546696	0.191294911349681	0.0946556802113406	5.86805746313724	14.9995085546162	0.0727925180206583
"154"	153	-3965.02212823475	-4075.151275087	-3965.02212823475	-110.129146852247	-3965.02212823475	14.9995085546162	-115.997204315384	0.140569924134481	0.360602037899626	5.86805746313724	14.9995085546162	0.0732086209354233
"155"	154	-3962.42156055246	-4071.29912469609	-3962.42156055246	-108.877564143623	-3962.42156055246	14.9995085546162	-114.74562160676	0.166835182967148	0.0783651571375225	5.86805746313724	14.9995085546162	0.0723859290753208
"156"	155	-3960.04852284631	-4066.37014660758	-3960.04852284631	-106.32162376127	-3960.04852284631	14.9995085546162	-112.189681224407	0.183663151720913	0.0576712160577244	5.86805746313724	14.9995085546162	0.0851590925589025
"157"	156	-3959.38836705912	-4065.1329005267	-3959.38836705912	-105.744533467582	-3959.38836705912	14.9995085546162	-111.61259093072	0.208601222380329	0.0444113967609947	5.86805746313724	14.9995085546162	0.0847308300054242
"158"	157	-3958.8124394114	-4066.53867317937	-3958.8124394114	-107.726233767965	-3958.8124394114	14.9995085546162	-113.594291231102	0.171073192469804	0.255314145313974	5.86805746313724	14.9995085546162	0.0665658946385068
"159"	158	-3958.77658298957	-4066.63177925022	-3958.77658298957	-107.855196260647	-3958.77658298957	14.9995085546162	-113.723253723784	0.157035317123552	0.237805183020881	5.86805746313724	14.9995085546162	0.0801168711893583
"160"	159	-3951.2680074094	-4060.45567569587	-3951.2680074094	-109.18766828647	-3951.2680074094	14.9995085546162	-115.055725749607	0.166069641575797	0.357710545037789	5.86805746313724	14.9995085546162	0.0728448646828803
"161"	160	-3951.22477903872	-4063.63214434458	-3951.22477903872	-112.407365305861	-3951.22477903872	14.9995085546162	-118.275422768998	0.181321723259069	0.198546833757214	5.86805746313724	14.9995085546162	0.0713954714733198
"162"	161	-3950.0403705575	-4061.36058663936	-3950.0403705575	-111.320216081856	-3950.0403705575	14.9995085546162	-117.188273544993	0.236202998496493	0.0819007734580598	5.86805746313724	14.9995085546162	0.0724091403852553
"163"	162	-3947.71013538913	-4058.00456892101	-3947.71013538913	-110.294433531883	-3947.71013538913	14.9995085546162	-116.162490995021	0.197460206960524	0.11639506537426	5.86805746313724	14.9995085546162	0.0786329191915552
"164"	163	-3947.4252833226	-4055.68280612279	-3947.4252833226	-108.257522800187	-3947.4252833226	14.9995085546162	-114.125580263324	0.190984340516311	0.238764146485732	5.86805746313724	14.9995085546162	0.0784284603067208
"165"	164	-3944.64903714806	-4054.93255512371	-3944.64903714806	-110.283517975655	-3944.64903714806	14.9995085546162	-116.151575438793	0.170562722021147	0.120708677231345	5.86805746313724	14.9995085546162	0.0710671671337559
"166"	165	-3942.92272892559	-4056.76399651486	-3942.92272892559	-113.841267589267	-3942.92272892559	14.9995085546162	-119.709325052404	0.135845533255265	0.187321136974539	5.86805746313724	14.9995085546162	0.0652887728045474
"167"	166	-3942.42069417186	-4056.04942442784	-3942.42069417186	-113.628730255976	-3942.42069417186	14.9995085546162	-119.496787719114	0.1939911154745	0.177606869908716	5.86805746313724	14.9995085546162	0.0637135342032121
"168"	167	-3942.00805477657	-4054.21436695609	-3942.00805477657	-112.206312179522	-3942.00805477657	14.9995085546162	-118.074369642659	0.207282473798387	0.0656277746257917	5.86805746313724	14.9995085546162	0.0643660033782003
"169"	168	-3941.53647388426	-4051.84338558904	-3941.53647388426	-110.306911704785	-3941.53647388426	14.9995085546162	-116.174969167922	0.226741714210422	0.111993315484482	5.86805746313724	14.9995085546162	0.0724475365874805
"170"	169	-3940.25689019543	-4052.45267631824	-3940.25689019543	-112.195786122817	-3940.25689019543	14.9995085546162	-118.063843585954	0.115700365084966	0.265420654207035	5.86805746313724	14.9995085546162	0.0680212012753359
"171"	170	-3933.52288631091	-4044.42394991017	-3933.52288631091	-110.901063599258	-3933.52288631091	14.9995085546162	-116.769121062395	0.122420910728381	0.572474674057069	5.86805746313724	14.9995085546162	0.0714552299916167
"172"	171	-3933.39796498532	-4043.25214278924	-3933.39796498532	-109.854177803919	-3933.39796498532	14.9995085546162	-115.722235267056	0.171100847290689	0.282440431586819	5.86805746313724	14.9995085546162	0.0723628222482916
"173"	172	-3931.85086866769	-4042.69160161615	-3931.85086866769	-110.840732948462	-3931.85086866769	14.9995085546162	-116.708790411599	0.134211882417868	0.431668434016505	5.86805746313724	14.9995085546162	0.0788778964654843
"174"	173	-3931.4808823526	-4038.68506276594	-3931.4808823526	-107.204180413343	-3931.4808823526	14.9995085546162	-113.07223787648	0.233263308053962	0.161281133427584	5.86805746313724	14.9995085546162	0.083324802843782
"175"	174	-3926.88790245224	-4035.3789513694	-3926.88790245224	-108.49104891716	-3926.88790245224	14.9995085546162	-114.359106380297	0.155784261897311	0.133795473270951	5.86805746313724	14.9995085546162	0.0739044153000181
"176"	175	-3925.77945355563	-4034.11565970406	-3925.77945355563	-108.336206148428	-3925.77945355563	14.9995085546162	-114.204263611565	0.158778128694489	0.0601551454196419	5.86805746313724	14.9995085546162	0.0717542436804916
"177"	176	-3923.5272089647	-4031.0062217422	-3923.5272089647	-107.479012777502	-3923.5272089647	14.9995085546162	-113.34707024064	0.16743444757512	0.149787073408299	5.86805746313724	14.9995085546162	0.0755164963757896
"178"	177	-3923.21983779529	-4033.9827264851	-3923.21983779529	-110.762888689804	-3923.21983779529	14.9995085546162	-116.630946152941	0.233443694677795	0.0698650630865151	5.86805746313724	14.9995085546162	0.0681054913333108
"179"	178	-3921.46444184652	-4032.27198199359	-3921.46444184652	-110.80754014707	-3921.46444184652	14.9995085546162	-116.675597610208	0.16818655143192	0.289606606242685	5.86805746313724	14.9995085546162	0.0681236594454074
"180"	179	-3921.07197316453	-4034.37665631813	-3921.07197316453	-113.304683153596	-3921.07197316453	14.9995085546162	-119.172740616734	0.139135514395	0.151025586864069	5.86805746313724	14.9995085546162	0.0715411873065251
"181"	180	-3919.48307910556	-4032.70715937845	-3919.48307910556	-113.224080272891	-3919.48307910556	14.9995085546162	-119.092137736028	0.141691095670132	0.402693102547059	5.86805746313724	14.9995085546162	0.0661923731152859
"182"	181	-3919.46027272439	-4032.57553171906	-3919.46027272439	-113.115258994674	-3919.46027272439	14.9995085546162	-118.983316457812	0.24085558381721	0.212713459390328	5.86805746313724	14.9995085546162	0.0731971604663775
"183"	182	-3918.33279365839	-4030.41316469442	-3918.33279365839	-112.080371036029	-3918.33279365839	14.9995085546162	-117.948428499166	0.150811768906876	0.265794841820427	5.86805746313724	14.9995085546162	0.0666653365146982
"184"	183	-3915.6089207175	-4027.6637068	-3915.6089207175	-112.054786082499	-3915.6089207175	14.9995085546162	-117.922843545636	0.119511888811594	0.352263364277141	5.86805746313724	14.9995085546162	0.0756489871346817
"185"	184	-3914.92599832953	-4025.94232039678	-3914.92599832953	-111.016322067247	-3914.92599832953	14.9995085546162	-116.884379530384	0.143463911881151	0.299398750734702	5.86805746313724	14.9995085546162	0.072419713720122
"186"	185	-3913.70724577547	-4025.64326850592	-3913.70724577547	-111.93602273045	-3913.70724577547	14.9995085546162	-117.804080193587	0.085035321303504	0.628416517936972	5.86805746313724	14.9995085546162	0.0682456799512863
"187"	186	-3913.52774639138	-4026.87929848131	-3913.52774639138	-113.351552089927	-3913.52774639138	14.9995085546162	-119.219609553064	0.154748534891215	0.377710894673739	5.86805746313724	14.9995085546162	0.0647169019536207
"188"	187	-3912.13871050646	-4023.32304288374	-3912.13871050646	-111.184332377286	-3912.13871050646	14.9995085546162	-117.052389840423	0.142431993592565	0.253961275286379	5.86805746313724	14.9995085546162	0.0703129799195707
"189"	188	-3911.4426509783	-4021.90869006639	-3911.4426509783	-110.46603908809	-3911.4426509783	14.9995085546162	-116.334096551227	0.218245557664407	0.0553768525703005	5.86805746313724	14.9995085546162	0.0707693592266481
"190"	189	-3910.64065639781	-4019.38892130314	-3910.64065639781	-108.748264905329	-3910.64065639781	14.9995085546162	-114.616322368466	0.199648609766591	0.12354538876667	5.86805746313724	14.9995085546162	0.0743962817742401
"191"	190	-3910.47243068687	-4019.5522793253	-3910.47243068687	-109.079848638425	-3910.47243068687	14.9995085546162	-114.947906101562	0.178868977584404	0.0385913757153967	5.86805746313724	14.9995085546162	0.0759324438313081
"192"	191	-3910.42822486423	-4019.229175457	-3910.42822486423	-108.800950592771	-3910.42822486423	14.9995085546162	-114.669008055908	0.181264594316348	0.0814265009172622	5.86805746313724	14.9995085546162	0.0738669238012876
"193"	192	-3909.64621658212	-4019.34459105078	-3909.64621658212	-109.698374468653	-3909.64621658212	14.9998641271303	-115.677960496065	0.146809374623721	0.176629727595458	5.97958602741186	14.9998641271303	0.0746530968368039
"194"	193	-3909.26342444681	-4019.82295941858	-3909.26342444681	-110.55953497176	-3909.26342444681	14.9998641271303	-116.539120999172	0.185853980251716	0.439701580119671	5.97958602741186	14.9998641271303	0.0740897320637997
"195"	194	-3907.1476467212	-4016.10591200067	-3907.1476467212	-108.958265279467	-3907.1476467212	14.9998641271303	-114.937851306879	0.148035925292085	0.394836146141092	5.97958602741186	14.9998641271303	0.0682706182112787
"196"	195	-3906.27391678011	-4015.2254159951	-3906.27391678011	-108.951499214995	-3906.27391678011	14.9998641271303	-114.931085242407	0.173862399890131	0.248518788247774	5.97958602741186	14.9998641271303	0.0719082241512364
"197"	196	-3905.93778656703	-4013.48809821772	-3905.93778656703	-107.550311650682	-3905.93778656703	14.9998641271303	-113.529897678094	0.195241487319746	0.166457495979757	5.97958602741186	14.9998641271303	0.0748330108622263
"198"	197	-3905.546740868	-4012.97023325881	-3905.546740868	-107.423492390807	-3905.546740868	14.9998641271303	-113.403078418219	0.206608500780784	0.198191623839802	5.97958602741186	14.9998641271303	0.0738007615290303
"199"	198	-3905.4990285675	-4012.07621584432	-3905.4990285675	-106.577187276813	-3905.4990285675	14.9998641271303	-112.556773304225	0.18355299748999	0.0876140820676722	5.97958602741186	14.9998641271303	0.0761282721892686
"200"	199	-3904.65649288517	-4014.05427277244	-3904.65649288517	-109.397779887266	-3904.65649288517	14.9998641271303	-115.377365914677	0.191330948412655	0.318869971184085	5.97958602741186	14.9998641271303	0.0759737949295351
"201"	200	-3904.15805976786	-4011.13471092749	-3904.15805976786	-106.97665115963	-3904.15805976786	14.9998641271303	-112.956237187042	0.204626470051838	0.129906012282192	5.97958602741186	14.9998641271303	0.0759737949295351
"202"	201	-3903.24085954981	-4010.90670118358	-3903.24085954981	-107.665841633775	-3903.24085954981	14.9998641271303	-113.645427661187	0.224756492537482	0.0637744368442797	5.97958602741186	14.9998641271303	0.073957951900243
"203"	202	-3903.16925568225	-4009.92601848093	-3903.16925568225	-106.756762798677	-3903.16925568225	14.9998641271303	-112.736348826089	0.179786197304232	0.144954094570713	5.97958602741186	14.9998641271303	0.0756400614233994
"204"	203	-3902.65820047248	-4013.11513922146	-3902.65820047248	-110.456938748983	-3902.65820047248	14.9998641271303	-116.436524776395	0.179458634392441	0.235020547207891	5.97958602741186	14.9998641271303	0.0727764292878581
"205"	204	-3902.12444341281	-4012.77249053516	-3902.12444341281	-110.648047122348	-3902.12444341281	14.9998641271303	-116.62763314976	0.157798934332081	0.238876350255882	5.97958602741186	14.9998641271303	0.0705475135889829
"206"	205	-3901.76300009309	-4015.33192557772	-3901.76300009309	-113.568925484634	-3901.76300009309	14.9998641271303	-119.548511512046	0.144198813909937	0.405075686483341	5.97958602741186	14.9998641271303	0.0678822650064482
"207"	206	-3901.66299807509	-4012.11743474404	-3901.66299807509	-110.454436668943	-3901.66299807509	14.9998641271303	-116.434022696355	0.186222830076906	0.328052460750792	5.97958602741186	14.9998641271303	0.0707116087204378
"208"	207	-3900.78898589758	-4008.07088705619	-3900.78898589758	-107.281901158607	-3900.78898589758	14.9998641271303	-113.261487186019	0.186220185550703	0.298773520882264	5.97958602741186	14.9998641271303	0.0760641747648441
"209"	208	-3900.72857066478	-4009.58665514498	-3900.72857066478	-108.8580844802	-3900.72857066478	14.9998641271303	-114.837670507612	0.259237168523801	0.152978877736887	5.97958602741186	14.9998641271303	0.07274874775906
"210"	209	-3900.06715804372	-4005.76596144908	-3900.06715804372	-105.698803405361	-3900.06715804372	14.9998641271303	-111.678389432773	0.212993625813594	0.127866978045791	5.97958602741186	14.9998641271303	0.078437920017838
"211"	210	-3900.01059251995	-4004.7161735431	-3900.01059251995	-104.705581023152	-3900.01059251995	14.9998641271303	-110.685167050564	0.227574937948006	0.120358472859028	5.97958602741186	14.9998641271303	0.0775952062053087
"212"	211	-3899.5912066562	-4006.25059903006	-3899.5912066562	-106.659392373863	-3899.5912066562	14.9998641271303	-112.638978401275	0.193131137815068	0.229451791668768	5.97958602741186	14.9998641271303	0.0796955946107201
"213"	212	-3898.08317276393	-4003.16035199156	-3898.08317276393	-105.077179227628	-3898.08317276393	14.9998641271303	-111.05676525504	0.21015001441286	0.106447317948001	5.97958602741186	14.9998641271303	0.0759818147372834
"214"	213	-3897.98655665527	-4005.50413064951	-3897.98655665527	-107.517573994244	-3897.98655665527	14.9998641271303	-113.497160021656	0.222073296142319	0.28678897700911	5.97958602741186	14.9998641271303	0.0781476709384365
"215"	214	-3897.84991872638	-4003.48825095234	-3897.84991872638	-105.638332225956	-3897.84991872638	14.9998641271303	-111.617918253368	0.205209604630346	0.216772375771768	5.97958602741186	14.9998641271303	0.0794241705932439
"216"	215	-3897.24135666838	-4004.67350816049	-3897.24135666838	-107.432151492108	-3897.24135666838	14.9998641271303	-113.411737519519	0.219190875767467	0.194043899157811	5.97958602741186	14.9998641271303	0.0763935665424966
"217"	216	-3897.21329569651	-4004.12570105284	-3897.21329569651	-106.912405356333	-3897.21329569651	14.9998641271303	-112.891991383744	0.142609498422331	0.511005534167555	5.97958602741186	14.9998641271303	0.077953057693736
"218"	217	-3896.69904444181	-4005.22158531509	-3896.69904444181	-108.522540873274	-3896.69904444181	14.9998641271303	-114.502126900686	0.0953211699625888	0.624774178285009	5.97958602741186	14.9998641271303	0.0791282414857483
"219"	218	-3896.69565737274	-4003.24763877423	-3896.69565737274	-106.551981401493	-3896.69565737274	14.9998641271303	-112.531567428905	0.178537077848373	0.146240907341808	5.97958602741186	14.9998641271303	0.0776333638714736
"220"	219	-3896.58101416175	-4003.75791584353	-3896.58101416175	-107.176901681776	-3896.58101416175	14.9998641271303	-113.156487709188	0.194961925545698	0.346454992526499	5.97958602741186	14.9998641271303	0.0758584031627025
"221"	220	-3895.76023583459	-4002.95957473278	-3895.76023583459	-107.199338898193	-3895.76023583459	14.9998641271303	-113.178924925605	0.162603460273307	0.278477689164465	5.97958602741186	14.9998641271303	0.0758859706652856
"222"	221	-3895.73509656122	-4003.84303336995	-3895.73509656122	-108.107936808728	-3895.73509656122	14.9998641271303	-114.08752283614	0.152230163598661	0.361518558490543	5.97958602741186	14.9998641271303	0.0771935399323458
"223"	222	-3895.44979574118	-4002.60651660471	-3895.44979574118	-107.156720863525	-3895.44979574118	14.9998641271303	-113.136306890936	0.165185402684578	0.287548963885923	5.97958602741186	14.9998641271303	0.0774066954936371
"224"	223	-3895.30516984298	-4002.97144882588	-3895.30516984298	-107.666278982905	-3895.30516984298	14.9998641271303	-113.645865010317	0.162828581148253	0.0852809759839453	5.97958602741186	14.9998641271303	0.076521823670916
"225"	224	-3895.22066152808	-4003.20961336064	-3895.22066152808	-107.988951832559	-3895.22066152808	14.9998641271303	-113.96853785997	0.166596618112288	0.182313418119402	5.97958602741186	14.9998641271303	0.075470189032017
"226"	225	-3895.15806756813	-4006.93635571054	-3895.15806756813	-111.778288142414	-3895.15806756813	14.9998641271303	-117.757874169826	0.233835824438635	0.194892617690051	5.97958602741186	14.9998641271303	0.0729231897522373
"227"	226	-3895.10802196676	-4004.93170507626	-3895.10802196676	-109.823683109499	-3895.10802196676	14.9998641271303	-115.803269136911	0.159133150034692	0.126778574103125	5.97958602741186	14.9998641271303	0.0728583558879262
"228"	227	-3895.07296902603	-4004.89887979327	-3895.07296902603	-109.825910767246	-3895.07296902603	14.9998641271303	-115.805496794658	0.162805929222982	0.224077132214034	5.97958602741186	14.9998641271303	0.0706297327276984
"229"	228	-3894.47409981213	-4004.08897301237	-3894.47409981213	-109.614873200239	-3894.47409981213	14.9998641271303	-115.59445922765	0.159940479705326	0.20701450374341	5.97958602741186	14.9998641271303	0.0702127897087126
"230"	229	-3894.19212658125	-4004.36318352728	-3894.19212658125	-110.17105694603	-3894.19212658125	14.9998641271303	-116.150642973442	0.164046449486389	0.270862136347709	5.97958602741186	14.9998641271303	0.0718312389473536
"231"	230	-3893.72652807808	-4004.5095617953	-3893.72652807808	-110.783033717218	-3893.72652807808	14.9998641271303	-116.76261974463	0.134550366320139	0.169663303506066	5.97958602741186	14.9998641271303	0.0711146777882011
"232"	231	-3893.53771941971	-4003.39549582278	-3893.53771941971	-109.857776403065	-3893.53771941971	14.9998641271303	-115.837362430476	0.18951515394914	0.161487643174484	5.97958602741186	14.9998641271303	0.0697022185303572
"233"	232	-3893.43823645511	-4003.83618179566	-3893.43823645511	-110.397945340553	-3893.43823645511	14.9998641271303	-116.377531367964	0.141607776258475	0.300750954417387	5.97958602741186	14.9998641271303	0.0704791627152163
"234"	233	-3893.24044529881	-4003.55131474081	-3893.24044529881	-110.310869441998	-3893.24044529881	14.9998641271303	-116.29045546941	0.188342352634565	0.180684966285501	5.97958602741186	14.9998641271303	0.0692877219434574
"235"	234	-3893.03520197284	-4003.87987712362	-3893.03520197284	-110.844675150779	-3893.03520197284	14.9998641271303	-116.824261178191	0.185771277745337	0.17556077528066	5.97958602741186	14.9998641271303	0.068820960208022
"236"	235	-3892.88579097085	-4005.02102600749	-3892.88579097085	-112.135235036633	-3892.88579097085	14.9998641271303	-118.114821064045	0.135920246407691	0.403361308342303	5.97958602741186	14.9998641271303	0.0689675708526645
"237"	236	-3891.7566539302	-4004.90258848618	-3891.7566539302	-113.14593455598	-3891.7566539302	14.9998641271303	-119.125520583391	0.106137565141915	0.534103847879798	5.97958602741186	14.9998641271303	0.06757585773218
"238"	237	-3891.31910365409	-4003.49371788217	-3891.31910365409	-112.174614228085	-3891.31910365409	14.9998641271303	-118.154200255497	0.113913801788165	0.556872661470172	5.97958602741186	14.9998641271303	0.0686097649007234
"239"	238	-3891.25646670961	-4002.72501330302	-3891.25646670961	-111.468546593415	-3891.25646670961	14.9998641271303	-117.448132620827	0.200112548083724	0.29864011084872	5.97958602741186	14.9998641271303	0.0709659918538595
"240"	239	-3890.6930440007	-4002.16725518318	-3890.6930440007	-111.47421118248	-3890.6930440007	14.9998641271303	-117.453797209892	0.17369731773517	0.210027818969727	5.97958602741186	14.9998641271303	0.0669196756069229
"241"	240	-3890.67917458604	-4002.39997119633	-3890.67917458604	-111.720796610292	-3890.67917458604	14.9998641271303	-117.700382637703	0.158377356192431	0.201824771054404	5.97958602741186	14.9998641271303	0.0685217124689527
"242"	241	-3890.43036725731	-4003.40505563179	-3890.43036725731	-112.97468837448	-3890.43036725731	14.9998641271303	-118.954274401892	0.164407159438191	0.425710445962937	5.97958602741186	14.9998641271303	0.0662149026808862
"243"	242	-3890.42248943066	-4002.63472015517	-3890.42248943066	-112.212230724506	-3890.42248943066	14.9998641271303	-118.191816751918	0.165845376741326	0.377708853892804	5.97958602741186	14.9998641271303	0.0688549715386618
"244"	243	-3890.34819173198	-4003.00941015187	-3890.34819173198	-112.661218419892	-3890.34819173198	14.9998641271303	-118.640804447304	0.15696313671437	0.323566496428205	5.97958602741186	14.9998641271303	0.0664470383044255
"245"	244	-3890.23727517112	-4003.14324307234	-3890.23727517112	-112.905967901224	-3890.23727517112	14.9998641271303	-118.885553928636	0.140817062443254	0.294808268031794	5.97958602741186	14.9998641271303	0.0675420847943322
"246"	245	-3890.16501694732	-4005.15203815254	-3890.16501694732	-114.987021205225	-3890.16501694732	14.9998641271303	-120.966607232636	0.0981790077559307	0.410711847425514	5.97958602741186	14.9998641271303	0.0673806369986976
"247"	246	-3889.74278635549	-4005.00236101561	-3889.74278635549	-115.259574660125	-3889.74278635549	14.9998641271303	-121.239160687537	0.0771052556271167	0.675376854010446	5.97958602741186	14.9998641271303	0.0657231033455192
"248"	247	-3889.67227622492	-4003.86868796484	-3889.67227622492	-114.196411739926	-3889.67227622492	14.9998641271303	-120.175997767337	0.109821313816116	0.284769345144696	5.97958602741186	14.9998641271303	0.0671809856892803
"249"	248	-3889.62672311943	-4000.77310739126	-3889.62672311943	-111.146384271824	-3889.62672311943	14.9998641271303	-117.125970299236	0.182850895373373	0.138332580692536	5.97958602741186	14.9998641271303	0.0671839396175669
"250"	249	-3889.60477023844	-4000.45826337585	-3889.60477023844	-110.853493137409	-3889.60477023844	14.9998641271303	-116.833079164821	0.1832859682318	0.169103995685107	5.97958602741186	14.9998641271303	0.0672621683803738
"251"	250	-3889.57457107438	-4000.41097999106	-3889.57457107438	-110.836408916685	-3889.57457107438	14.9998641271303	-116.815994944097	0.189192097180594	0.162466344402974	5.97958602741186	14.9998641271303	0.068084148538284
