"","birth_time","parent","id","death_time"
"1",15,0,-1,-1
"2",15,-1,2,8.16575733770393
"3",14.7266897192115,2,3,10.0933480021439
"4",14.3464913342361,3,4,10.216366796593
"5",13.9850077210693,3,5,5.01241628257647
"6",13.7212934289132,-1,-6,6.87972806319228
"7",13.6454781221807,3,7,11.2967285058074
"8",13.5671244547875,4,8,9.69175556991429
"9",13.5671244547875,5,9,12.6271725887828
"10",13.2555281521005,2,10,10.9654233396896
"11",13.1616964976694,2,11,8.77547933559987
"12",12.867439887656,9,12,6.52282662144902
"13",12.867439887656,5,13,-1
"14",12.4144925371862,8,14,-1
"15",12.148552277829,14,15,-1
"16",12.069978544987,3,16,-1
"17",11.2492366260999,8,17,6.66205695722304
"18",10.6185326164027,12,18,2.75511421668869
"19",10.2485371562106,17,19,10.2188121797394
"20",10.0044477248031,13,20,0.984407997108506
"21",9.98507160993991,13,21,9.04990696032179
"22",9.42333250549767,20,22,-1
"23",9.20802946252635,17,23,1.04882575877543
"24",8.84853347157448,16,24,6.71656441405012
"25",8.46885929716355,23,25,8.18100424554907
"26",8.13248245481689,13,26,7.35385534526581
"27",8.04197002698023,16,27,-1
"28",7.92546251960571,18,28,-1
"29",7.72121083660218,28,29,7.22057239513727
"30",7.06101724449613,14,30,-1
"31",7.05810351599237,13,31,2.43508072180152
"32",7.05810351599237,-1,-32,-1
"33",6.30629259235937,5,33,3.99260455461494
"34",6.12124604472426,23,34,2.67723927840526
"35",6.01066101277108,22,35,-1
"36",5.87891774327637,30,36,-1
"37",5.65584382557237,28,37,2.43736485402004
"38",5.43798026376449,20,38,-1
"39",5.22950341612344,16,39,3.368926900918
"40",5.01845181340297,-1,-40,-1
"41",4.84054038200791,14,41,2.28077286122844
"42",4.67729338078905,30,42,3.69103601871379
"43",4.67729338078905,33,43,-1
"44",4.40384238665428,42,44,-1
"45",4.36944392470405,31,45,3.11828024855823
"46",4.25518427838491,-40,-46,1.7828476411782
"47",4.05383356210896,18,47,0.339600774251146
"48",3.76952456323768,37,48,1.34098289487195
"49",3.73999662606283,48,49,-1
"50",3.67278383409445,31,50,3.53017449311268
"51",3.29760076207352,28,51,2.50579299491834
"52",3.25716932304894,44,52,-1
"53",3.13834899924131,47,53,1.99066367976994
"54",3.13834899924131,14,54,-1
"55",3.13215039061713,23,55,1.36551387045081
"56",3.08568606212881,37,56,-1
"57",3.07343509970015,52,57,-1
"58",2.93360171621348,-40,-58,-1
"59",2.91003004594722,23,59,-1
"60",2.91003004594722,51,60,2.5618672183803
"61",2.86247854558657,18,61,1.02935012186478
"62",2.5240087879033,-1,-62,-1
"63",2.33020410746958,56,63,0.624429445324284
"64",2.32631062810593,15,64,-1
"65",2.27854144158438,27,65,-1
"66",2.17397226281006,16,66,1.59953139733103
"67",2.01221017387124,36,67,0.897312812768599
"68",2.01221017387124,20,68,-1
"69",2.01221017387124,13,69,-1
"70",1.84250701948893,-1,-70,-1
"71",1.75623830929429,59,71,-1
"72",1.66874759846999,66,72,-1
"73",1.57576800234519,68,73,-1
"74",1.47848899809486,-32,-74,-1
"75",1.36768072731413,44,75,-1
"76",1.32239744420094,47,76,-1
"77",0.867179990860242,35,77,-1
"78",0.719669630296942,59,78,-1
"79",0.631988968827467,38,79,-1
"80",0.631988968827467,28,80,-1
"81",0.631988968827467,16,81,-1
"82",0.631988968827467,75,82,-1
"83",0.631988968827467,-40,-83,-1
"84",0.175003591860974,76,84,0.145511873407246
"85",0.155722236626235,73,85,-1
"86",0.0424924332198099,16,86,-1
"87",0.00252685155417662,52,87,-1
