"Sample"	"NSlikelihood"	"posterior"	"likelihood"	"prior"	"treeLikelihood.file4e1d1e81bede"	"TreeHeight"	"rateAC"	"rateAG"	"rateAT"	"rateCG"	"rateGT"	"freqParameter.1"	"freqParameter.2"	"freqParameter.3"	"freqParameter.4"	"ucldMean"	"ucldStdev"	"rate.mean"	"rate.variance"	"rate.coefficientOfVariation"	"BirthDeath"	"BDBirthRate"	"BDDeathRate"	"logP.mrca.auto_name_1.."	"mrca.age.auto_name_1."
"12"	11	-784.551825424834	-812.441974303616	-784.551825424834	-27.8901488787818	-784.551825424834	14.9980495472335	0.27016818654493	0.721961167174615	1.19434681784104	0.493012864582981	0.335173560586375	0.244148419350626	0.248944951993398	0.269164364457651	0.237742264198325	0.106137628933	0.140424361229936	0.09945445988997	0.000222969137219014	0.154575651300666	-19.9083338336234	0.119118848466466	0.4680766468134	4.08668374869256	14.9980495472335
"13"	12	-780.488548607175	-810.323369349255	-780.488548607175	-29.8348207420799	-780.488548607175	14.9980495472335	0.340710505811533	0.565189271354052	1.69899018625738	0.784281587952794	0.335173560586375	0.244148419350626	0.245673497719312	0.269164364457651	0.241013718472411	0.0665985339738821	0.0768190608808276	0.0708015848420646	3.18812215168935e-05	0.082480347902141	-21.4548161898647	0.0527836995932976	0.746508232542145	4.08668374869256	14.9980495472335
"14"	13	-753.261674012173	-782.412341078651	-753.261674012173	-29.1506670664778	-753.261674012173	14.9980495472335	0.340710505811533	0.520536198231984	1.69899018625738	0.5094141105695	0.335173560586375	0.239217142551198	0.245673497719312	0.274095641257079	0.241013718472411	0.0566591058513633	0.157025811276417	0.0577640858893217	4.0160213439675e-05	0.108857266468207	-20.7493129303	0.0324919939505788	0.929331967114897	4.08668374869256	14.9980495472335
"15"	14	-729.183668055572	-756.994180586792	-729.183668055572	-27.8105125312203	-729.183668055572	14.9980495472335	0.43004347525061	1.04713378695847	1.69899018625738	0.5094141105695	0.289912646706863	0.243865513262413	0.245673497719312	0.273334497200874	0.237126491817402	0.11944901475669	0.036063486424483	0.121310275373938	2.13332671787148e-05	0.0386548646643279	-19.6250674265413	0.0407498570964801	0.806384474898285	4.08668374869256	14.9980495472335
"16"	15	-723.14986406768	-753.172037443046	-723.14986406768	-30.0221733753668	-723.14986406768	14.9980495472335	0.298100967003434	1.04713378695847	2.16890726861315	0.5094141105695	0.289912646706863	0.243865513262413	0.245673497719312	0.273334497200874	0.237126491817402	0.102161172400408	0.342796687750558	0.089747673271482	0.000501182782877544	0.238584511645338	-20.079150690992	0.0942881369971338	0.81236659355753	4.08668374869256	14.9980495472335
"17"	16	-720.71645862244	-750.827426206324	-720.71645862244	-30.110967583884	-720.71645862244	14.9980495472335	0.298100967003434	1.02097135599524	1.19134597320599	0.5094141105695	0.47858722380368	0.246358628863229	0.245673497719312	0.270841381600058	0.237126491817402	0.137497196403221	0.140431289460078	0.148855413636678	0.000371428425853612	0.130514196023336	-21.3059265414066	0.0364288375440037	0.555899094133346	4.08668374869256	14.9980495472335
"18"	17	-720.278260426138	-751.64477464675	-720.278260426138	-31.3665142206119	-720.278260426138	14.9980495472335	0.322576108726267	1.55586326086101	1.19134597320599	0.5094141105695	0.437525716883699	0.246358628863229	0.245673497719312	0.270841381600058	0.237126491817402	0.0903798872250902	0.0178374483572688	0.0905766733898232	3.4440032485657e-06	0.0203828617993161	-23.4174393678418	0.024901704361038	0.63982778423622	4.08668374869256	14.9980495472335
"19"	18	-713.462683650033	-740.048878816231	-713.462683650033	-26.5861951661983	-713.462683650033	14.9980495472335	0.322576108726267	1.55586326086101	0.332156249060977	0.5094141105695	0.437525716883699	0.246358628863229	0.245673497719312	0.270841381600058	0.237126491817402	0.183281249344917	0.237287215012032	0.159457124072957	0.00176494712580609	0.229656154713664	-18.1702829443618	0.162253316539539	0.582406535794739	4.08668374869256	14.9980495472335
"20"	19	-712.093971359408	-739.55951139707	-712.093971359408	-27.4655400376626	-712.093971359408	14.9980495472335	0.322576108726267	1.55586326086101	0.371358478680811	0.5094141105695	0.437525716883699	0.246358628863229	0.245673497719312	0.270841381600058	0.237126491817402	0.167218673043421	0.296084252280437	0.167130023230199	0.00157916902240139	0.267219649832372	-18.6838440826512	0.191993988999213	0.562919749653124	4.08668374869256	14.9980495472335
"21"	20	-711.930479218395	-738.222162353044	-711.930479218395	-26.2916831346496	-711.930479218395	14.9980495472335	0.322576108726267	1.55586326086101	0.357960815131134	0.64143593446997	0.391787392477367	0.246358628863229	0.240487856897745	0.276027022421624	0.237126491817402	0.167218673043421	0.0613651965152562	0.175141360578734	5.98647671500673e-05	0.0454509453844116	-18.7627621638983	0.209021221197395	0.595389903453736	4.08668374869256	14.9980495472335
"22"	21	-710.160029430799	-740.631114949095	-710.160029430799	-30.471085518296	-710.160029430799	14.9980495472335	0.322576108726267	1.55586326086101	0.357960815131134	0.64143593446997	0.391787392477367	0.246358628863229	0.240487856897745	0.276027022421624	0.237126491817402	0.11609974499788	0.655756541100484	0.0843730917651775	0.00754775863369265	0.759534299820166	-20.2950957429648	0.154171003158051	0.634732982625084	4.08668374869256	14.9980495472335
"23"	22	-709.995418781307	-738.318411990143	-709.995418781307	-28.3229932088356	-709.995418781307	14.9980495472335	0.322576108726267	1.55586326086101	0.357960815131134	0.64143593446997	0.391787392477367	0.242989972146043	0.243856513614931	0.276027022421624	0.237126491817402	0.0967352883854022	0.310387613318902	0.107120605627681	0.00132516314044607	0.334956926338387	-19.3957116480056	0.112707830569257	0.173931176610531	4.08668374869256	14.9980495472335
"24"	23	-709.736054848214	-739.186911048633	-709.736054848214	-29.4508562004195	-709.736054848214	14.9980495472335	0.322576108726267	1.55586326086101	0.357960815131134	0.64143593446997	0.534801830907173	0.242989972146043	0.243856513614931	0.276027022421624	0.237126491817402	0.0933550346306045	0.58010845676302	0.143287529650795	0.00500881147863196	0.589974167604324	-19.2194636807159	0.213361725278106	0.311714985778427	4.08668374869256	14.9980495472335
"25"	24	-709.694638032636	-739.675081779273	-709.694638032636	-29.9804437466377	-709.694638032636	14.9980495472335	0.384647191256249	1.55586326086101	0.357960815131134	0.64143593446997	0.534801830907173	0.227974497895901	0.243856513614931	0.276027022421624	0.252141966067544	0.0920433028499877	0.293039163608992	0.0956938325649682	0.000856927739818062	0.313677515001187	-20.6417543584042	0.200222409953058	0.285831451288056	4.08668374869256	14.9980495472335
"26"	25	-708.767327968659	-737.889445885935	-708.767327968659	-29.1221179172762	-708.767327968659	14.9980495472335	0.384647191256249	1.55586326086101	0.357960815131134	0.64143593446997	0.534801830907173	0.227974497895901	0.246938407767547	0.272945128269009	0.252141966067544	0.103377320919316	0.389429945038076	0.114092494860904	0.00211087954405801	0.478902876715275	-19.4001030625964	0.122154916013913	0.530171244080651	4.08668374869256	14.9980495472335
"27"	26	-708.677777092531	-738.149598764711	-708.677777092531	-29.4718216721798	-708.677777092531	14.9980495472335	0.602791604990724	1.55586326086101	0.357960815131134	0.64143593446997	0.86022321209838	0.227974497895901	0.246938407767547	0.272945128269009	0.252141966067544	0.1096261688585	0.0821133885384716	0.105298343399448	9.62759260444689e-05	0.0907909321209515	-20.338491653802	0.147263135104559	0.561477462487415	4.08668374869256	14.9980495472335
"28"	27	-708.150688366528	-737.146851590654	-708.150688366528	-28.9961632241259	-708.150688366528	14.9980495472335	0.457232731023249	1.24375606423094	0.357960815131134	0.64143593446997	0.86022321209838	0.227974497895901	0.246938407767547	0.272945128269009	0.252141966067544	0.0972270297108034	0.14583031198828	0.100689134049827	0.000215707107166646	0.153201164302401	-19.9369852004706	0.0893577225568263	0.632808527363329	4.08668374869256	14.9980495472335
"29"	28	-707.752966439564	-737.307236895911	-707.752966439564	-29.554270456347	-707.752966439564	14.9980495472335	0.382335491103144	1.24375606423094	0.357789989700365	0.64143593446997	0.86022321209838	0.227974497895901	0.246938407767547	0.272945128269009	0.252141966067544	0.079700158908292	0.142255973799069	0.0806833947809484	0.000125397714407242	0.141949112027106	-20.6937865230717	0.0509995873630365	0.639053895326404	4.08668374869256	14.9980495472335
"30"	29	-706.84275863237	-737.618700285031	-706.84275863237	-30.7759416526613	-706.84275863237	14.9980495472335	0.382335491103144	1.24375606423094	0.357789989700365	0.788774775928801	0.86022321209838	0.227974497895901	0.246938407767547	0.272945128269009	0.252141966067544	0.079700158908292	0.0879230531980744	0.0830597869912884	3.43919334890931e-05	0.0714313612219765	-22.0680897571362	0.0437091732153565	0.432719324423073	4.08668374869256	14.9980495472335
"31"	30	-705.692050345802	-733.572038914102	-705.692050345802	-27.8799885682994	-705.692050345802	14.9980495472335	0.382335491103144	1.24375606423094	0.357789989700365	0.788774775928801	0.776822159658183	0.236238514367317	0.242658782925005	0.273356290998444	0.247746411709235	0.0753289561832809	0.00719764980148732	0.075273385795003	1.94800149411236e-07	0.00586700534993021	-20.6409831201517	0.0384546479447359	0.769455384042228	4.08668374869256	14.9980495472335
"32"	31	-705.431610513109	-732.650946161723	-705.431610513109	-27.2193356486135	-705.431610513109	14.9980495472335	0.382335491103144	1.24375606423094	0.357789989700365	0.41602250135588	0.99628516252067	0.236238514367317	0.242658782925005	0.273356290998444	0.247746411709235	0.0753289561832809	0.00837354863774266	0.0753729979990835	2.7767700628711e-07	0.00699370141333569	-20.2942842724626	0.0627463998882193	0.660792154447399	4.08668374869256	14.9980495472335
"33"	32	-704.933892641064	-732.732581571557	-704.933892641064	-27.7986889304932	-704.933892641064	14.9980495472335	0.382335491103144	1.24375606423094	0.357789989700365	0.41602250135588	0.99628516252067	0.236238514367317	0.252152167394891	0.273356290998444	0.238253027239349	0.0753289561832809	0.0320574615852326	0.0771655651096758	4.99673726512715e-06	0.0294265130834464	-20.1935565541773	0.137981185591985	0.280811112178597	4.08668374869256	14.9980495472335
"34"	33	-704.791257601015	-733.367566047162	-704.791257601015	-28.5763084461472	-704.791257601015	14.9980495472335	0.382335491103144	1.24375606423094	0.368478348413761	0.41602250135588	0.99628516252067	0.236238514367317	0.252152167394891	0.273356290998444	0.238253027239349	0.0775514748104696	0.0263487095943331	0.0780122897995093	2.58431700645546e-06	0.0207088325055507	-21.0473809016822	0.186647958688486	0.491929498961417	4.08668374869256	14.9980495472335
"35"	34	-704.478323753947	-732.724572488833	-704.478323753947	-28.2462487348856	-704.478323753947	14.9980495472335	0.533468717857763	0.665764878746843	0.358335372500349	0.41602250135588	0.99628516252067	0.236238514367317	0.251161413694294	0.273356290998444	0.239243780939946	0.0872921714851924	0.0102002733398783	0.0874199260343902	2.53352916429265e-07	0.00575760608049674	-21.5151049687742	0.195791014226956	0.312587176974781	4.08668374869256	14.9980495472335
"36"	35	-704.034744437567	-730.317874703154	-704.034744437567	-26.2831302655867	-704.034744437567	14.9980495472335	0.51667327276639	0.665764878746843	0.358335372500349	0.41602250135588	0.99628516252067	0.236238514367317	0.251161413694294	0.273356290998444	0.239243780939946	0.0910034627934867	0.0431916274496346	0.0900994558240168	1.93319267023895e-05	0.048330538902039	-18.8332047863847	0.11811410917663	0.476587537428503	4.08668374869256	14.9980495472335
"37"	36	-702.787099961069	-732.103025641832	-702.787099961069	-29.3159256807626	-702.787099961069	14.9980495472335	0.776570671816482	0.756298085542982	0.358335372500349	0.41602250135588	0.99628516252067	0.227240671345208	0.251161413694294	0.273356290998444	0.248241623962055	0.0908626679871477	0.207260355191095	0.0940409461205431	0.000335582491548828	0.211269947155048	-20.1755861725075	0.0843266336345403	0.842887808085267	4.08668374869256	14.9980495472335
"38"	37	-702.635351642883	-730.587172348151	-702.635351642883	-27.9518207052682	-702.635351642883	14.9980495472335	0.454425907964785	0.756298085542982	0.358335372500349	0.41602250135588	0.99628516252067	0.227240671345208	0.251161413694294	0.273356290998444	0.248241623962055	0.0756712653196867	0.0843567658955606	0.0749327923821281	3.68046560642785e-05	0.0785914016016834	-20.0884403047601	0.0998929694363452	0.526303667120851	4.08668374869256	14.9980495472335
"39"	38	-701.661407551686	-731.704532362862	-701.661407551686	-30.0431248111765	-701.661407551686	14.9980495472335	0.454425907964785	0.807993585864023	0.358335372500349	0.354123272912486	0.99628516252067	0.227240671345208	0.251161413694294	0.273356290998444	0.248241623962055	0.0804720820538618	0.319474369608422	0.0767854802719733	0.000696923109105901	0.302068644673911	-21.0448454519733	0.193369891183284	0.67518990325923	4.08668374869256	14.9980495472335
"40"	39	-701.56260266686	-732.656649405425	-701.56260266686	-31.0940467385652	-701.56260266686	14.9980495472335	0.454425907964785	0.791438937391264	0.358335372500349	0.317270974289311	0.99628516252067	0.227240671345208	0.259907165724063	0.250238898866269	0.26261326406446	0.101143759793237	0.500248326180459	0.0990645948476966	0.00200016652113593	0.528211409098434	-21.5445308604844	0.156637719074186	0.22570373862617	4.08668374869256	14.9980495472335
"41"	40	-701.233941531468	-728.620444697894	-701.233941531468	-27.3865031664252	-701.233941531468	14.9980495472335	0.454425907964785	0.748309551187368	0.358335372500349	0.417636321701556	0.99628516252067	0.227240671345208	0.259907165724063	0.250238898866269	0.26261326406446	0.101143759793237	0.0718193925371315	0.0997754438315684	6.87359473276224e-05	0.0837978525387296	-19.6366781772783	0.179157726340821	0.184764453094768	4.08668374869256	14.9980495472335
"42"	41	-700.350713507205	-730.004246796409	-700.350713507205	-29.6535332892034	-700.350713507205	14.9980495472335	0.454425907964785	0.748309551187368	0.358335372500349	0.600182813503033	0.99628516252067	0.227240671345208	0.259907165724063	0.250238898866269	0.26261326406446	0.112577280053607	0.372424586331938	0.0956996200744105	0.00164094206376127	0.395306451508704	-19.9960677135025	0.180924252238353	0.292996350737601	4.08668374869256	14.9980495472335
"43"	42	-699.042144595703	-729.570010688576	-699.042144595703	-30.5278660928726	-699.042144595703	14.9980495472335	0.832943964660913	0.748309551187368	0.355329212472576	0.622354977461125	0.99628516252067	0.227240671345208	0.259907165724063	0.250238898866269	0.26261326406446	0.122809309203515	0.585616812859059	0.0964072767875969	0.00588838407950264	0.659123697758596	-19.4619057381345	0.109022060826813	0.869798946986601	4.08668374869256	14.9980495472335
"44"	43	-698.959755212907	-727.339626319582	-698.959755212907	-28.3798711066748	-698.959755212907	14.9980495472335	1.11081987495238	0.748309551187368	0.355329212472576	0.622354977461125	0.99628516252067	0.2344374010914	0.259907165724063	0.250238898866269	0.255416534318268	0.0844786151509899	0.105842116962012	0.0879696699643505	7.20227360003853e-05	0.100460034808563	-19.0565279955489	0.0670041897191	0.797107183356888	4.08668374869256	14.9980495472335
"45"	44	-698.771093057154	-730.328995136207	-698.771093057154	-31.5579020790534	-698.771093057154	14.9980495472335	1.11081987495238	0.748309551187368	0.355329212472576	0.622354977461125	0.99628516252067	0.2344374010914	0.259907165724063	0.250238898866269	0.255416534318268	0.0939128905680126	0.538775650352268	0.0800504107712891	0.00066815943676262	0.356823615265941	-20.3516960728462	0.06808061769044	0.507100165007105	4.08668374869256	14.9980495472335
"46"	45	-698.748943568736	-731.442753009639	-698.748943568736	-32.6938094409026	-698.748943568736	14.9980495472335	1.11081987495238	0.748309551187368	0.355329212472576	0.622354977461125	0.99628516252067	0.23789488611921	0.256449680696253	0.250238898866269	0.255416534318268	0.117343396272798	0.620145101076653	0.0706629360618617	0.00116945266288071	0.398494948164489	-21.2097814161518	0.0695161810325944	0.808660217532408	4.08668374869256	14.9980495472335
"47"	46	-697.294663576668	-727.0883561215	-697.294663576668	-29.7936925448316	-697.294663576668	14.9980495472335	1.11081987495238	0.748309551187368	0.282577465991073	0.622354977461125	0.99628516252067	0.227043764519727	0.261480315266366	0.250238898866269	0.261237021347639	0.0863141986839424	0.325945718678229	0.105818513486599	0.000739792457859429	0.314378690474145	-19.6010738968457	0.0560585452092579	0.739260126869753	4.08668374869256	14.9980495472335
"48"	47	-697.25397529903	-725.688812878604	-697.25397529903	-28.4348375795744	-697.25397529903	14.9980495472335	1.11081987495238	0.748309551187368	0.239385001300797	0.622354977461125	0.99628516252067	0.227043764519727	0.261480315266366	0.250238898866269	0.261237021347639	0.0946893915073991	0.18380218895731	0.0992568807301585	0.000148891116040171	0.121632682693853	-19.0400743924829	0.115779727957764	0.550037801085902	4.08668374869256	14.9980495472335
"49"	48	-696.908147307451	-726.039199949328	-696.908147307451	-29.1310526418769	-696.908147307451	15.0017088082767	1.11081987495238	0.748309551187368	0.239385001300797	0.622354977461125	0.99628516252067	0.227043764519727	0.261305244258334	0.250238898866269	0.26141209235567	0.0946893915073991	0.192196007342757	0.0870754571697873	0.000237071624636033	0.172513683399558	-20.135871048419	0.136245095330869	0.813485979167064	4.5288038824582	15.0017088082767
"50"	49	-696.867534858388	-729.082992647484	-696.867534858388	-32.2154577890959	-696.867534858388	15.0017088082767	1.11081987495238	0.9207082172366	0.752284789794433	0.6174928337632	0.99628516252067	0.227043764519727	0.268380486193682	0.243163656930921	0.26141209235567	0.105721998501676	0.222799209246845	0.109035386951168	0.000493182359402418	0.208742218103986	-21.7353930740657	0.293567292985035	0.535285737456442	4.5288038824582	15.0017088082767
"51"	50	-695.779186926458	-725.006135974631	-695.779186926458	-29.2269490481728	-695.779186926458	15.0017088082767	1.11081987495238	0.9207082172366	0.752284789794433	0.6174928337632	0.711326547439441	0.227043764519727	0.268380486193682	0.243163656930921	0.26141209235567	0.106100612519788	0.201743732234291	0.107827109177371	0.000320101858866197	0.173349702393066	-19.1962756620427	0.177417764922977	0.516121360058248	4.5288038824582	15.0017088082767
"52"	51	-695.085842735471	-724.28984419502	-695.085842735471	-29.204001459549	-695.085842735471	15.0017088082767	1.31083340025434	0.621562753178924	0.521012234824924	0.6174928337632	0.711326547439441	0.227043764519727	0.268380486193682	0.243163656930921	0.26141209235567	0.114654181701334	0.510508297447206	0.118324898937773	0.00235569895929859	0.458774894695693	-18.520424893469	0.131567267980204	0.625115663495929	4.5288038824582	15.0017088082767
"53"	52	-694.996798246802	-725.941918837606	-694.996798246802	-30.9451205908041	-694.996798246802	15.0017088082767	1.31083340025434	0.621562753178924	0.521012234824924	0.526401074776904	0.711326547439441	0.227043764519727	0.26827401751094	0.243270125613663	0.26141209235567	0.114654181701334	0.83605813468598	0.182277658923997	0.0116597559829744	0.772205242977416	-19.3427178857662	0.106172419638561	0.320376643343802	4.5288038824582	15.0017088082767
"54"	53	-694.986001531292	-727.191880508517	-694.986001531292	-32.2058789772247	-694.986001531292	15.0017088082767	1.31083340025434	0.621562753178924	0.521012234824924	0.526401074776904	0.728900164126126	0.233593217138482	0.26827401751094	0.243270125613663	0.254862639736915	0.114654181701334	0.656111093403827	0.0789081695770867	0.00517901819322773	0.683859563518544	-21.1613091388263	0.0820320680410329	0.16897434326538	4.5288038824582	15.0017088082767
"55"	54	-694.913210567274	-726.471697533895	-694.913210567274	-31.5584869666207	-694.913210567274	15.0017088082767	1.31083340025434	0.621562753178924	0.521012234824924	0.526401074776904	0.728900164126126	0.236230422844136	0.26827401751094	0.240632919908008	0.254862639736915	0.123863042115788	0.775530709885835	0.0887766534275606	0.00208582549498449	0.45564901347801	-20.1242315553665	0.0491104667366665	0.80588699591717	4.5288038824582	15.0017088082767
"56"	55	-694.523488733424	-725.980958074238	-694.523488733424	-31.4574693408146	-694.523488733424	15.0017088082767	1.2431578575999	0.621562753178924	0.521012234824924	0.526401074776904	0.728900164126126	0.236230422844136	0.26827401751094	0.240632919908008	0.254862639736915	0.123863042115788	0.745291846705637	0.086015909501695	0.00333365870002699	0.606435004347713	-20.1778303306159	0.0518748358379941	0.723124262277884	4.5288038824582	15.0017088082767
"57"	56	-694.504992874652	-726.623615378682	-694.504992874652	-32.1186225040301	-694.504992874652	15.0017088082767	1.2431578575999	0.621562753178924	0.521012234824924	0.526401074776904	0.728900164126126	0.236230422844136	0.270793943818929	0.240632919908008	0.252342713428926	0.108169260137718	0.766849141897412	0.140713637638507	0.00528560514519838	0.670198965916255	-20.7694080630032	0.0554586035612189	0.415199309166676	4.5288038824582	15.0017088082767
"58"	57	-694.288850507841	-724.487901736286	-694.288850507841	-30.1990512284455	-694.288850507841	15.0017088082767	1.2431578575999	0.621562753178924	0.521012234824924	0.526401074776904	0.85153165287105	0.236230422844136	0.270793943818929	0.240632919908008	0.252342713428926	0.129133333657194	0.570034059537009	0.090641896113921	0.00410982221417451	0.556311876464831	-19.3417582436283	0.128906305793059	0.429088993057132	4.5288038824582	15.0017088082767
