"Sample"	"NSlikelihood"	"posterior"	"likelihood"	"prior"	"treeLikelihood.file500174aa0b6"	"TreeHeight"	"rateAC"	"rateAG"	"rateAT"	"rateCG"	"rateGT"	"freqParameter.1"	"freqParameter.2"	"freqParameter.3"	"freqParameter.4"	"ucldMean"	"ucldStdev"	"rate.mean"	"rate.variance"	"rate.coefficientOfVariation"	"BirthDeath"	"BDBirthRate"	"BDDeathRate"	"logP.mrca.auto_name_1.."	"mrca.age.auto_name_1."
"11"	10	-784.328449547773	-816.674863713586	-784.328449547773	-32.3464141658129	-784.328449547773	15.0028445940485	0.384352993542473	0.720053805795849	1.22775200331295	0.748482882885783	0.467341775335957	0.243160088435484	0.269342820287983	0.254859041216854	0.232638050059679	0.17096660590177	0.0419145606181881	0.168196894557566	4.64159623040649e-05	0.0401350744133621	-21.9110206149924	0.0476172595824666	0.441367264760429	1.9429590953745	15.0028445940485
"12"	11	-776.854634056301	-808.829351068896	-776.854634056301	-31.9747170125952	-776.854634056301	15.0028445940485	0.384352993542473	0.720053805795849	2.50644732853365	0.748482882885783	0.467341775335957	0.243160088435484	0.269342820287983	0.254859041216854	0.232638050059679	0.202467399888076	0.207673392192423	0.205609843690516	0.00133370298616629	0.177001907026657	-19.5626257825206	0.0582646028654912	0.588527048955151	1.9429590953745	15.0028445940485
"13"	12	-765.800821173002	-792.600830753211	-765.800821173002	-26.8000095802084	-765.800821173002	15.0028445940485	0.384352993542473	0.687149176694827	2.50644732853365	1.28303786271908	0.467341775335957	0.243855938225455	0.264299182400631	0.259206829314235	0.232638050059679	0.354024102885125	0.0776111632195257	0.353456120758711	0.000472975074580974	0.0606233284468684	-14.6622705751607	0.0776871371125906	0.922729499222545	1.9429590953745	15.0028445940485
"14"	13	-765.311306036632	-793.184888682014	-765.311306036632	-27.8735826453818	-765.311306036632	15.0028445940485	0.384352993542473	0.687411724260022	2.94323367673208	1.78494101102809	0.370425504077569	0.243855938225455	0.264299182400631	0.259206829314235	0.232638050059679	0.354024102885125	0.0237936687531881	0.359250705233776	9.12438581020523e-05	0.0269673404936014	-16.0910684177028	0.0464155762928946	0.918318184363573	1.9429590953745	15.0028445940485
"15"	14	-761.403354126409	-790.279015398798	-761.403354126409	-28.8756612723894	-761.403354126409	15.0028445940485	0.277880945697458	1.33627620071334	2.94323367673208	1.78494101102809	0.502809319370982	0.24461708228166	0.264299182400631	0.25844568525803	0.232638050059679	0.264455110082551	0.00407784659954159	0.264934376312875	2.37127008846409e-06	0.00581221168768735	-17.3082112603413	0.0560545478540266	0.706869283409216	1.9429590953745	15.0028445940485
"16"	15	-754.852913685893	-787.549148015482	-754.852913685893	-32.6962343295897	-754.852913685893	15.0028445940485	0.465262623042704	1.33627620071334	2.94323367673208	1.78494101102809	0.502809319370982	0.24461708228166	0.264299182400631	0.25844568525803	0.232638050059679	0.265188463337468	0.353226735134991	0.274761003493553	0.00731563799338136	0.346862112112854	-17.6520721738282	0.174116587056996	0.805741751434227	1.9429590953745	15.0028445940485
"17"	16	-753.359676294326	-785.289845298733	-753.359676294326	-31.9301690044076	-753.359676294326	15.0028445940485	0.465262623042704	1.30288960361908	2.94323367673208	1.78494101102809	0.502809319370982	0.24461708228166	0.264299182400631	0.25844568525803	0.232638050059679	0.252627201087838	0.191779772903597	0.242070578751005	0.00240823591105268	0.198510353290113	-17.6156550195931	0.147237520135467	0.544606262647988	1.9429590953745	15.0028445940485
"18"	17	-751.673825878469	-784.242017678548	-751.673825878469	-32.5681918000791	-751.673825878469	15.0028445940485	0.502858512855169	1.98547986221675	2.94323367673208	1.78494101102809	0.473411342966324	0.24461708228166	0.264299182400631	0.25844568525803	0.232638050059679	0.305377341304103	0.13355077007933	0.259582744990512	0.00231750629005935	0.159101485475732	-18.121003776065	0.100360162601047	0.40757673239021	1.9429590953745	15.0028445940485
"19"	18	-751.397092690473	-780.623682073468	-751.397092690473	-29.2265893829953	-751.397092690473	15.0028445940485	0.736945701333987	1.98547986221675	2.99633294023332	1.49379226798175	0.473411342966324	0.24461708228166	0.264299182400631	0.25844568525803	0.232638050059679	0.333622582252771	0.102823032614112	0.337550167338901	0.00152999788201504	0.115819449349628	-14.7697221743554	0.109788946118561	0.888733210175955	1.9429590953745	15.0028445940485
"20"	19	-749.91625024065	-781.330622306411	-749.91625024065	-31.4143720657602	-749.91625024065	15.0028445940485	0.736945701333987	1.98547986221675	1.53793108643036	1.49379226798175	0.473411342966324	0.24461708228166	0.264693942662607	0.258050924996053	0.232638050059679	0.238585107395384	0.233937541691687	0.239499141151141	0.00341809469737495	0.232185652221208	-17.015157619027	0.111885357739672	0.567549781015476	1.9429590953745	15.0028445940485
"21"	20	-748.286403471417	-778.202914571411	-748.286403471417	-29.9165110999944	-748.286403471417	15.0028445940485	0.736945701333987	1.98547986221675	2.03032490487693	1.49379226798175	0.473411342966324	0.24461708228166	0.259508301841041	0.263236565817619	0.232638050059679	0.274898843273296	0.0317158916685133	0.272067396571019	7.35326766830595e-05	0.0315276806152186	-16.6536900441901	0.10894820971457	0.694037967199676	1.9429590953745	15.0028445940485
"22"	21	-747.055222056522	-777.298920249018	-747.055222056522	-30.2436981924963	-747.055222056522	15.0028445940485	0.629758433530494	1.96651171600604	2.03032490487693	1.49379226798175	0.447280644417445	0.24461708228166	0.259508301841041	0.263236565817619	0.232638050059679	0.288624962934709	0.130493296403035	0.2901340276861	0.00112858731629402	0.11651775159869	-16.2976503040227	0.0845255216693036	0.731431663167786	1.9429590953745	15.0028445940485
"23"	22	-746.987413636814	-777.244914354867	-746.987413636814	-30.2575007180531	-746.987413636814	15.0028445940485	0.714965803651366	1.96651171600604	1.21556623861654	1.49379226798175	0.447280644417445	0.24461708228166	0.259508301841041	0.263236565817619	0.232638050059679	0.288624962934709	0.419393841817254	0.269374269566316	0.0122268690254734	0.377620864933546	-15.4571970809068	0.0624682881814424	0.844683670884568	1.9429590953745	15.0028445940485
"24"	23	-746.253227000844	-777.861455999187	-746.253227000844	-31.6082289983427	-746.253227000844	15.0028445940485	0.714965803651366	1.96651171600604	1.21556623861654	0.8862358954711	1.07618197356521	0.24461708228166	0.259508301841041	0.263236565817619	0.232638050059679	0.229277150638935	0.176143789085936	0.219093818628449	0.00164645636241499	0.186840852378091	-17.5040358183082	0.157272358947947	0.474181338065462	1.9429590953745	15.0028445940485
"25"	24	-744.834944740807	-776.811506806533	-744.834944740807	-31.9765620657254	-744.834944740807	15.0028445940485	0.852541712728433	1.96651171600604	1.21556623861654	1.02668561069995	1.07618197356521	0.231042716328631	0.265315431413471	0.264694922915816	0.238946929342082	0.224267846560094	0.034479024933717	0.225694929713837	3.08552305983579e-05	0.024858504325819	-18.6594622032065	0.227898921401525	0.140427374188845	1.9429590953745	15.0028445940485
"26"	25	-742.496317743293	-775.034232368307	-742.496317743293	-32.5379146250146	-742.496317743293	15.0028445940485	1.08498637009636	1.96651171600604	1.21556623861654	1.67527670540939	1.07618197356521	0.226417931074225	0.273022110820492	0.2616130287632	0.238946929342082	0.224267846560094	0.0458326448777558	0.223942339196053	0.000125392866441524	0.0491783147652641	-18.2777251284559	0.19675589966372	0.170539533299395	1.9429590953745	15.0028445940485
"27"	26	-742.427841818455	-775.247206864253	-742.427841818455	-32.8193650457974	-742.427841818455	15.0028445940485	1.08498637009636	1.96651171600604	1.21556623861654	1.67527670540939	1.07618197356521	0.226417931074225	0.273022110820492	0.2616130287632	0.238946929342082	0.243866769815923	0.131116530826167	0.253627276656391	0.00144219440217663	0.153361400087613	-17.851939068449	0.181487283284722	0.333321400669162	1.9429590953745	15.0028445940485
"28"	27	-741.827467326508	-775.828245662914	-741.827467326508	-34.0007783364068	-741.827467326508	15.0028445940485	1.08498637009636	1.73566506901756	1.21556623861654	1.67527670540939	1.07618197356521	0.226417931074225	0.273022110820492	0.2616130287632	0.238946929342082	0.283324043849728	0.422077238167168	0.219253034139248	0.0134401493436031	0.404100136364916	-17.8633905864967	0.235985104507402	0.275360802329226	1.9429590953745	15.0028445940485
"29"	28	-740.345730337172	-773.35730184988	-740.345730337172	-33.0115715127084	-740.345730337172	15.0028445940485	1.08498637009636	1.38748951104468	1.21556623861654	1.67527670540939	1.07618197356521	0.233131862285984	0.266308179608734	0.2616130287632	0.238946929342082	0.283324043849728	0.253446410678323	0.352223883690496	0.005058176623246	0.244430446055175	-17.7806705526029	0.0793216650240298	0.55565002259152	1.9429590953745	15.0028445940485
"30"	29	-740.289524712889	-772.753236537133	-740.289524712889	-32.4637118242436	-740.289524712889	15.0028445940485	1.08498637009636	1.38748951104468	1.21556623861654	1.67527670540939	1.07618197356521	0.233131862285984	0.270621387375682	0.2616130287632	0.234633721575134	0.283324043849728	0.178385184460191	0.239798274340367	0.00185277089522738	0.155755124763083	-17.5910534828544	0.12343129640537	0.962490372598196	1.9429590953745	15.0028445940485
"31"	30	-740.212216354431	-769.925792247171	-740.212216354431	-29.7135758927407	-740.212216354431	15.0028445940485	1.30633819056341	1.38748951104468	1.21556623861654	1.67527670540939	1.07618197356521	0.233131862285984	0.270621387375682	0.2616130287632	0.234633721575134	0.270920779674698	0.0331816817658374	0.270309417953953	8.065510237408e-05	0.0329562097057102	-15.7969867762776	0.110864080871553	0.782115512297949	1.9429590953745	15.0028445940485
"32"	31	-740.00569215195	-770.035992787644	-740.00569215195	-30.0303006356938	-740.00569215195	15.0028445940485	1.30633819056341	1.45994819765269	1.21556623861654	1.67527670540939	1.25168705151063	0.233131862285984	0.270621387375682	0.2616130287632	0.234633721575134	0.270920779674698	0.0474631108777813	0.269901228136882	0.000217644968651581	0.0552846618670567	-15.6984611667294	0.05603887329682	0.877742194213372	1.9429590953745	15.0028445940485
"33"	32	-739.880826595945	-769.85158747087	-739.880826595945	-29.9707608749252	-739.880826595945	15.0028445940485	1.30633819056341	1.45994819765269	1.21556623861654	1.67527670540939	1.25168705151063	0.233131862285984	0.270621387375682	0.2616130287632	0.234633721575134	0.268454538944822	0.0381629273758595	0.266541934105348	5.60307420153155e-05	0.0280143232603335	-15.763681636456	0.0856166391533998	0.829367333843426	1.9429590953745	15.0028445940485
"34"	33	-739.836060822994	-771.579795486311	-739.836060822994	-31.7437346633169	-739.836060822994	15.0028445940485	1.30633819056341	1.60918483464127	1.21556623861654	1.67527670540939	1.25168705151063	0.233131862285984	0.270621387375682	0.2616130287632	0.234633721575134	0.263309101771575	0.0968336304306516	0.259962821099596	0.000694191428380019	0.0983507987864148	-16.8544125451034	0.106368226003778	0.572467817688748	1.9429590953745	15.0028445940485
"35"	34	-739.692715836243	-771.78579913197	-739.692715836243	-32.0930832957271	-739.692715836243	15.0028445940485	1.82272003469459	1.60918483464127	1.25187918300358	1.67527670540939	1.25168705151063	0.233131862285984	0.270621387375682	0.2616130287632	0.234633721575134	0.263309101771575	0.133752021457957	0.293491574049274	0.00130847683072536	0.128236824284104	-16.5587045106	0.135900641851058	0.606684797733396	1.9429590953745	15.0028445940485
"36"	35	-739.685279843771	-770.52981731082	-739.685279843771	-30.8445374670491	-739.685279843771	15.0028445940485	1.82272003469459	1.60918483464127	1.25187918300358	1.67527670540939	1.25168705151063	0.233131862285984	0.270621387375682	0.2616130287632	0.234633721575134	0.270338382857089	0.110809893777277	0.290028706298152	0.00110922917327675	0.121287907701742	-15.456866462558	0.0753604754948723	0.932166513873858	1.9429590953745	15.0028445940485
"37"	36	-739.635175391222	-770.285588443776	-739.635175391222	-30.6504130525539	-739.635175391222	15.0028445940485	1.82272003469459	1.60918483464127	1.25187918300358	1.51598989167148	1.25168705151063	0.232326193602702	0.271427056058963	0.2616130287632	0.234633721575134	0.279695337710985	0.121101803785799	0.292887968715315	0.00101760412593476	0.116381292614508	-15.3057450973481	0.0586106589384594	0.916456480024752	1.9429590953745	15.0028445940485
"38"	37	-739.635013742787	-771.16561837754	-739.635013742787	-31.5306046347535	-739.635013742787	15.0028445940485	1.82272003469459	1.82800782765047	1.25187918300358	1.38524377370436	1.25168705151063	0.232326193602702	0.271427056058963	0.2616130287632	0.234633721575134	0.279695337710985	0.180723326852161	0.292294442537031	0.00225470089557173	0.178909472138472	-15.8121962087832	0.085651099026375	0.88922189546662	1.9429590953745	15.0028445940485
"39"	38	-739.603756254412	-770.930069003887	-739.603756254412	-31.3263127494747	-739.603756254412	15.0028445940485	1.50225522209683	1.82800782765047	1.25187918300358	1.23288501121164	1.31607235278784	0.232326193602702	0.271427056058963	0.2616130287632	0.234633721575134	0.279695337710985	0.179454160259329	0.215188869445442	0.00260111358332554	0.204456389295747	-15.9020520965861	0.092971392438351	0.835535003217346	1.9429590953745	15.0028445940485
"40"	39	-739.336999340514	-771.055635151907	-739.336999340514	-31.7186358113929	-739.336999340514	15.0028445940485	1.50225522209683	1.76190861592291	1.31389772070824	1.23288501121164	1.31607235278784	0.232672152960443	0.271427056058963	0.252727838009524	0.24317295297107	0.279695337710985	0.216200206832186	0.253425777799833	0.00545075036111878	0.278254713508039	-16.0985465392897	0.0447318779467291	0.871038929373136	1.9429590953745	15.0028445940485
"41"	40	-739.288430878705	-767.557845137461	-739.288430878705	-28.2694142587562	-739.288430878705	14.9991172634825	1.50225522209683	1.76190861592291	1.73828325119913	1.23288501121164	1.31607235278784	0.232672152960443	0.271427056058963	0.252727838009524	0.24317295297107	0.270047927011353	0.186875840168459	0.270659089415204	0.00130182493618791	0.136922287069941	-16.1411208467321	0.0359064453251985	0.902553525340375	5.59920486614154	14.9991172634825
"42"	41	-739.271862175676	-767.186450326023	-739.271862175676	-27.9145881503465	-739.271862175676	14.9991172634825	1.50225522209683	1.76190861592291	1.87592716472452	1.23288501121164	1.31607235278784	0.238839345705956	0.271427056058963	0.24656064526401	0.24317295297107	0.270047927011353	0.192879222073838	0.234281797390197	0.00264750213794044	0.200316166363931	-15.6698580502995	0.0907257581216625	0.877400480089105	5.59920486614154	14.9991172634825
"43"	42	-739.042077801532	-768.059642906988	-739.042077801532	-29.0175651054564	-739.042077801532	14.9991172634825	1.6105114626967	1.93439802750767	1.87592716472452	1.7717721287745	1.31607235278784	0.238839345705956	0.271427056058963	0.24656064526401	0.24317295297107	0.26237171663351	0.142781760237232	0.233056265449276	0.00125929336802886	0.140320751987095	-16.4698137487075	0.0486787600002283	0.839388923428664	5.59920486614154	14.9991172634825
"44"	43	-739.004191830366	-768.11370205308	-739.004191830366	-29.1095102227145	-739.004191830366	14.9991172634825	1.6105114626967	2.06155921395137	1.86018956891236	1.7717721287745	1.31607235278784	0.237734318895542	0.271427056058963	0.247665672074424	0.24317295297107	0.26237171663351	0.0976548542851123	0.251871975564517	0.000632641303367721	0.095799526103555	-16.7975548649136	0.0553300731723814	0.783885034955332	5.59920486614154	14.9991172634825
"45"	44	-738.992962208427	-765.905008305877	-738.992962208427	-26.9120460974502	-738.992962208427	14.9991172634825	1.6105114626967	2.06155921395137	1.86018956891236	1.7717721287745	1.31607235278784	0.237734318895542	0.271427056058963	0.247665672074424	0.24317295297107	0.25086191587946	0.0172531939748563	0.250932638838979	1.42955283673422e-05	0.0151011633879115	-15.6086981378819	0.0521917421244205	0.892499338519888	5.59920486614154	14.9991172634825
"46"	45	-738.987634260614	-767.096290631522	-738.987634260614	-28.108656370908	-738.987634260614	14.9991172634825	1.6105114626967	1.63312463876662	1.86018956891236	1.7717721287745	1.31607235278784	0.237917289139163	0.271427056058963	0.247665672074424	0.242989982727449	0.251466289875889	0.0307242631096089	0.249092573199148	3.47935352778758e-05	0.0236281699577847	-16.7470991142014	0.0108110208575272	0.956640403906318	5.59920486614154	14.9991172634825
"47"	46	-738.761590856774	-767.035157543446	-738.761590856774	-28.2735666866712	-738.761590856774	14.9991172634825	1.77813498140784	1.63312463876662	1.86018956891236	1.7717721287745	1.31607235278784	0.231857491580206	0.277486853617921	0.247665672074424	0.242989982727449	0.232509065152544	0.0631418111569954	0.230714085590306	0.000210186677875257	0.062581539758586	-16.384659423151	0.0290841657326229	0.92527907993112	5.59920486614154	14.9991172634825
"48"	47	-738.72684992886	-767.641145977751	-738.72684992886	-28.9142960488915	-738.72684992886	14.9991172634825	1.77813498140784	1.84495721779563	2.11212068480912	1.7717721287745	1.31607235278784	0.231857491580206	0.277486853617921	0.247665672074424	0.242989982727449	0.231819709283757	0.140382940025607	0.229351912949808	0.000866617135121292	0.129465423152425	-16.1829675176333	0.0147716582863431	0.982045501795293	5.59920486614154	14.9991172634825
"49"	48	-738.531962931965	-768.011163031287	-738.531962931965	-29.4792000993226	-738.531962931965	14.9991172634825	1.77813498140784	1.84495721779563	2.11212068480912	1.7717721287745	1.31607235278784	0.231857491580206	0.277311782609889	0.247665672074424	0.243165053735481	0.231819709283757	0.106357399659306	0.213321421693412	0.000899789338448333	0.130466591914925	-16.9647596883554	0.0122543959311861	0.953981319692955	5.59920486614154	14.9991172634825
"50"	49	-738.37423103853	-768.212767656303	-738.37423103853	-29.8385366177727	-738.37423103853	14.9991172634825	1.77813498140784	1.73054982653346	2.11212068480912	1.7717721287745	1.31607235278784	0.231857491580206	0.277311782609889	0.247665672074424	0.243165053735481	0.2208936840211	0.143596713451172	0.223504373773961	0.000632509028013629	0.111761395407965	-17.1549082406409	0.0170199015758731	0.992315961762368	5.59920486614154	14.9991172634825
