#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BirthDeath.t:pirouette_2c7c4c156342" spec="beast.evolution.speciation.BirthDeathGernhard08Model">
#            <parameter id="BDDeathRate.t:pirouette_2c7c4c156342" lower="0.0" name="relativeDeathRate" upper="1.0">0.5</parameter>
#            <parameter id="BDBirthRate.t:pirouette_2c7c4c156342" lower="0.0" name="birthDiffRate" upper="10000.0">1.0</parameter>
#            <tree id="Tree.t:pirouette_2c7c4c156342">
#                <taxonset id="TaxonSet.pirouette_2c7c4c156342" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="BirthRatePrior.t:pirouette_2c7c4c156342" name="distribution" x="@BDBirthRate.t:pirouette_2c7c4c156342">
#            <Uniform id="Uniform.100" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="DeathRatePrior.t:pirouette_2c7c4c156342" name="distribution" x="@BDDeathRate.t:pirouette_2c7c4c156342">
#            <Uniform id="Uniform.101" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="ClockPrior.c:pirouette_2c7c4c156342" name="distribution">
#            <parameter id="clockRate.c:pirouette_2c7c4c156342" name="x">1.0</parameter>
#            <Uniform id="Uniform.150" name="distr" upper="Infinity"/>
#        </prior>
#        <distribution id="auto_name_1.prior" monophyletic="true" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:pirouette_2c7c4c156342">
#            <taxonset id="auto_name_1" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="t1" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t10" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t44" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t53" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t12" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t56" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t17" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t57" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t6" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t48" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t42" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t23" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t55" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t37" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t24" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t34" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t40" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t18" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t47" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t38" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t7" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t49" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t54" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t45" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t51" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t26" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t52" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t19" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t39" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t35" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t22" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t46" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t27" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t16" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t31" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t32" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t43" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t25" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t50" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Normal id="Normal.151" name="distr">
#                <parameter estimate="false" id="RealParameter.300" name="mean">10.0</parameter>
#                <parameter estimate="false" id="RealParameter.301" name="sigma">0.001</parameter>
#            </Normal>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@pirouette_2c7c4c156342" id="treeLikelihood.pirouette_2c7c4c156342" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:pirouette_2c7c4c156342">
#            <siteModel id="SiteModel.s:pirouette_2c7c4c156342" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:pirouette_2c7c4c156342" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:pirouette_2c7c4c156342" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:pirouette_2c7c4c156342" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:pirouette_2c7c4c156342" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:pirouette_2c7c4c156342" id="StrictClock.c:pirouette_2c7c4c156342" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	BirthDeath	BDBirthRate	BDDeathRate	logP(mrca(auto_name_1))	mrcatime(auto_name_1)	clockRate
0	-4.339359631938168E7	-8132.043385713905	-4.338546427599596E7	-8132.043385713905	0.6849063877288695	14.237874506159239	1.0	0.5	-4.338547851387047E7	0.6849063877288695	1.0
1000	-5917.918164640238	-5910.351713221188	-7.566451419049315	-5910.351713221188	9.993333853739482	8.663484818479184	0.9731438710997964	0.8797206533214861	-16.2299362375285	9.993333853739482	0.19204851606756104
2000	-3810.0538961110847	-3812.2880922254662	2.2341961143816107	-3812.2880922254662	9.993067065150974	20.278172179021546	0.23080481181364712	0.976219433052742	-18.043976064639935	9.993067065150974	0.04265288269917563
3000	-2844.4854458066397	-2855.8704252242655	11.384979417625605	-2855.8704252242655	9.999587926191525	5.48106508366358	0.19497957668210286	0.9768755719515565	5.903914333962025	9.999587926191525	0.006189328186791586
4000	-2660.281635792943	-2654.1222142973857	-6.1594214955570745	-2654.1222142973857	9.999587926191525	-12.063335829519099	0.16489073233856005	0.9419823114083099	5.903914333962025	9.999587926191525	0.00453153869615988
5000	-2518.2540327663764	-2507.211652321596	-11.04238044478048	-2507.211652321596	9.999587926191525	-16.946294778742505	0.38591541914870864	0.9017742162583975	5.903914333962025	9.999587926191525	0.003966895529994622
6000	-2506.385955463842	-2475.5625065679455	-30.823448895896572	-2475.5625065679455	9.999587926191525	-36.7273632298586	0.2562893908997633	0.9030048120557004	5.903914333962025	9.999587926191525	0.0029736801100113466
7000	-2501.708345636177	-2470.7190459804738	-30.98929965570343	-2470.7190459804738	9.999587926191525	-36.893213989665455	0.06134013510403646	0.9680961807981122	5.903914333962025	9.999587926191525	0.0032133500734775975
8000	-2496.2737775350824	-2457.3160758761824	-38.95770165890001	-2457.3160758761824	9.999587926191525	-44.86161599286203	0.12167173287516393	0.8960317540969154	5.903914333962025	9.999587926191525	0.002795299450601283
9000	-2510.4940325765197	-2460.147514763029	-50.34651781349088	-2460.147514763029	9.999587926191525	-56.250432147452905	0.5311354283712028	0.33419247043102934	5.903914333962025	9.999587926191525	0.002086115481261751
10000	-2490.688701907364	-2437.280784438033	-53.407917469330485	-2437.280784438033	9.999587926191525	-59.311831803292506	0.42373433904123287	0.31861544425104177	5.903914333962025	9.999587926191525	0.0020859312254465382
11000	-2495.42816160732	-2441.096956946705	-54.331204660614915	-2441.096956946705	9.999587926191525	-60.235118994576936	0.32270174910111277	0.7082461774825628	5.903914333962025	9.999587926191525	0.0020062142347396306
12000	-2486.5109637027076	-2432.9858236142363	-53.525140088471076	-2432.9858236142363	9.999587926191525	-59.429054422433104	0.2458125721492693	0.6609393414151522	5.903914333962025	9.999587926191525	0.0016829535297572256
13000	-2481.3727654482796	-2430.326345525487	-51.04641992279252	-2430.326345525487	9.999587926191525	-56.95033425675455	0.2724958528451121	0.6765300552942078	5.903914333962025	9.999587926191525	0.001855917865715633
14000	-2483.9784381520117	-2429.060365739811	-54.918072412200615	-2429.060365739811	9.999587926191525	-60.82198674616264	0.27660657220696366	0.6768124391515085	5.903914333962025	9.999587926191525	0.0014573429310481398
15000	-2484.412797758443	-2424.3318527933434	-60.080944965099604	-2424.3318527933434	9.999587926191525	-65.98485929906163	0.38345381157775327	0.5922701007308792	5.903914333962025	9.999587926191525	0.001777664478438243
16000	-2490.1017590223073	-2429.1502273136944	-60.951531708612976	-2429.1502273136944	9.999587926191525	-66.855446042575	0.22348641000811995	0.8276499600555923	5.903914333962025	9.999587926191525	0.0017962233813978805
17000	-2483.7309921261194	-2421.106785468842	-62.624206657277455	-2421.106785468842	9.999587926191525	-68.52812099123948	0.21299635813817458	0.5759847929330597	5.903914333962025	9.999587926191525	0.0016845574185688965
18000	-2485.9472186337052	-2422.576059250973	-63.37115938273227	-2422.576059250973	9.999587926191525	-69.2750737166943	0.2460005062357254	0.5869952104975391	5.903914333962025	9.999587926191525	0.001368031746498766
19000	-2489.153206204633	-2424.072030667016	-65.081175537617	-2424.072030667016	9.999587926191525	-70.98508987157902	0.3646684166303555	0.3239027081400335	5.903914333962025	9.999587926191525	0.0015556779136359062
20000	-2496.933445053747	-2432.965385964503	-63.968059089243766	-2432.965385964503	9.999587926191525	-69.87197342320579	0.31167912327618325	0.47919860664707176	5.903914333962025	9.999587926191525	0.001427651702706061
21000	-2493.600747135932	-2429.5884159404613	-64.0123311954709	-2429.5884159404613	9.999587926191525	-69.91624552943293	0.4746756361044272	0.1761027859812901	5.903914333962025	9.999587926191525	0.0016605988878618826
22000	-2496.6025705239717	-2432.0967250394297	-64.50584548454215	-2432.0967250394297	9.999587926191525	-70.40975981850417	0.40188825972292236	0.37060065361221967	5.903914333962025	9.999587926191525	0.001479882303839634
23000	-2491.2671707180366	-2424.509994019477	-66.75717669855963	-2424.509994019477	9.999037866208973	-72.28314272841862	0.35080150824122047	0.43783826823353184	5.525966029858992	9.999037866208973	0.001388704452917224
24000	-2487.381775193159	-2418.4951042142375	-68.88667097892146	-2418.4951042142375	9.999037866208973	-74.41263700878045	0.27480803147560046	0.41511998163990865	5.525966029858992	9.999037866208973	0.0012008933286221505
25000	-2497.4552595869263	-2423.8838266930215	-73.57143289390457	-2423.8838266930215	9.999037866208973	-79.09739892376356	0.22620146244166717	0.7178632274538475	5.525966029858992	9.999037866208973	0.001280482441544972
26000	-2493.2830714332495	-2421.9111069913315	-71.37196444191812	-2421.9111069913315	9.999037866208973	-76.89793047177712	0.3745624582484994	0.2757185293745997	5.525966029858992	9.999037866208973	0.001347424484431281
27000	-2497.716746089597	-2426.2805320171856	-71.43621407241172	-2426.2805320171856	9.999037866208973	-76.96218010227071	0.1737471148074639	0.7306051897804527	5.525966029858992	9.999037866208973	0.0012894896945029389
